rowname,contract,c2timestamp,c2price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,timedelta,delta
ctwo opened: 2017-08-03 14:12:11 1 @CZ7 $0,@CZ7,2017-08-03 14:12:11,377.75,2017-08-03 14:20:00,377.75,0.0,0.0,Open,-1.0,0.0,2.5,-1 days +23:52:11.000000000,-8.0
ctwo opened: 2017-08-03 14:12:12 1 @WU7 $0,@WU7,2017-08-03 14:12:12,457.75,2017-08-03 14:20:00,457.75,0.0,0.0,Open,1.0,0.0,2.5,-1 days +23:52:12.000000000,-8.0
ctwo opened: 2017-08-03 16:46:54 2 @TUU7 $-31,@TUU7,2017-08-03 16:46:54,108.1875,2017-08-03 17:00:00,108.1953125,-7.22073795942e-05,7.22073795942e-05,Open,-1.0,-31.0,5.0,-1 days +23:46:54.000000000,-14.0
ctwo opened: 2017-08-03 16:46:53 1 QHGU7 $-24,QHGU7,2017-08-03 16:46:53,287.9,2017-08-03 17:00:00,287.8,0.000347463516331,0.000347463516331,Open,1.0,-24.0,2.5,-1 days +23:46:53.000000000,-14.0
ctwo opened: 2017-08-03 16:46:51 1 @EMDU7 $70,@EMDU7,2017-08-03 16:46:51,1745.5,2017-08-03 17:00:00,1746.2,-0.000400870461574,0.000400870461574,Open,1.0,70.0,2.5,-1 days +23:46:51.000000000,-14.0
ctwo opened: 2017-08-03 16:46:55 1 @TYU7 $62,@TYU7,2017-08-03 16:46:55,126.42188,2017-08-03 17:00:00,126.359375,0.000494660566341,0.000494660566341,Open,-1.0,62.0,2.5,-1 days +23:46:55.000000000,-14.0
ctwo opened: 2017-08-03 16:46:52 1 @ESU7 $62,@ESU7,2017-08-03 16:46:52,2470.5,2017-08-03 17:00:00,2471.75,-0.000505714574694,0.000505714574694,Open,1.0,62.0,2.5,-1 days +23:46:52.000000000,-14.0
ctwo opened: 2017-08-03 16:46:53 1 @JYU7 $68,@JYU7,2017-08-03 16:46:53,0.00911,2017-08-03 17:00:00,0.0091045,0.000604096875172,0.000604096875172,Open,-1.0,68.0,2.5,-1 days +23:46:53.000000000,-14.0
ctwo opened: 2017-08-02 16:46:04 1 @EUU7 $-131,@EUU7,2017-08-02 16:46:04,1.18835,2017-08-03 17:00:00,1.1894,-0.000882798049437,0.000882798049437,Open,-1.0,-131.0,2.5,-2 days +23:46:04.000000000,-1454.0
ctwo opened: 2017-08-03 16:46:48 1 QCLU7 $120,QCLU7,2017-08-03 16:46:48,48.91,2017-08-03 17:00:00,49.03,-0.002447481134,0.002447481134,Open,1.0,120.0,2.5,-1 days +23:46:48.000000000,-14.0
ctwo opened: 2017-08-03 14:12:12 1 @SMZ7 $80,@SMZ7,2017-08-03 14:12:12,311.8,2017-08-03 14:20:00,312.6,-0.00255918106206,0.00255918106206,Open,1.0,80.0,2.5,-1 days +23:52:12.000000000,-8.0
ctwo opened: 2017-08-03 16:46:54 1 QNGU7 $89,QNGU7,2017-08-03 16:46:54,2.791,2017-08-03 17:00:00,2.8,-0.00321428571429,0.00321428571429,Open,1.0,89.0,2.5,-1 days +23:46:54.000000000,-14.0
