rowname,contract,ibsym,CSIsym,ib_timestamp,ib_price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,delta
ib: 2017-05-12 14:16:22 1.0 ZS20170714 $0,ZS20170714,ZS,S,2017-05-12 14:16:22,963.0,2017-05-12 14:20:00,963.0,0.0,0.0,Open,1.0,0.0,2.5,-4.0
ib: 2017-05-12 14:16:18 2.0 ZL20170714 $0,ZL20170714,ZL,BO,2017-05-12 14:16:18,32.84,2017-05-12 14:20:00,32.84,0.0,0.0,Open,1.0,0.0,5.0,-4.0
ib: 2017-05-12 16:45:10 1.0 NZD20170619 $0,NZD20170619,NZD,NE,2017-05-12 16:45:10,0.6851,2017-05-12 17:00:00,0.6851,0.0,0.0,Open,-1.0,0.0,2.5,-15.0
ib: 2017-05-12 16:45:16 1.0 EMD20170616 $-10,EMD20170616,EMD,EMD,2017-05-12 16:45:16,1718.3,2017-05-12 17:00:00,1718.4,-5.81936685289e-05,5.81936685289e-05,Open,-1.0,-10.0,2.5,-15.0
ib: 2017-05-12 16:45:44 6.0 ZT20170630 $93,ZT20170630,ZT,TU,2017-05-12 16:45:44,108.28125,2017-05-12 17:00:00,108.2890625,-7.21448668927e-05,7.21448668927e-05,Open,1.0,93.0,15.0,-15.0
ib: 2017-05-12 16:45:40 1.0 NQ20170616 $-10,NQ20170616,NQ,NQ,2017-05-12 16:45:40,5688.5,2017-05-12 17:00:00,5689.0,-8.78889084198e-05,8.78889084198e-05,Open,-1.0,-10.0,2.5,-15.0
ib: 2017-05-12 16:44:55 1.0 YM20170616 $-10,YM20170616,YM,YM,2017-05-12 16:44:55,20846.0,2017-05-12 17:00:00,20848.0,-9.59324635457e-05,9.59324635457e-05,Open,-1.0,-10.0,2.5,-16.0
ib: 2017-05-12 16:45:28 2.0 CAD20170620 $19,CAD20170620,CAD,CD,2017-05-12 16:45:28,0.72945,2017-05-12 17:00:00,0.72955,-0.000137070797067,0.000137070797067,Open,1.0,19.0,5.0,-15.0
ib: 2017-05-12 16:45:38 1.0 ES20170616 $-25,ES20170616,ES,ES,2017-05-12 16:45:38,2388.25,2017-05-12 17:00:00,2388.75,-0.000209314495029,0.000209314495029,Open,-1.0,-25.0,2.5,-15.0
ib: 2017-05-12 16:45:07 1.0 GC20170628 $-29,GC20170628,GC,GC,2017-05-12 16:45:07,1228.0,2017-05-12 17:00:00,1227.7,0.000244359371182,0.000244359371182,Open,1.0,-29.0,2.5,-15.0
ib: 2017-05-12 16:45:24 1.0 NIY20170608 $22,NIY20170608,NIY,NIY,2017-05-12 16:45:24,19810.0,2017-05-12 17:00:00,19815.0,-0.000252334090336,0.000252334090336,Open,1.0,22.0,2.5,-15.0
ib: 2017-05-12 16:45:18 3.0 ZF20170630 $-93,ZF20170630,ZF,FV,2017-05-12 16:45:18,118.328125,2017-05-12 17:00:00,118.296875,0.000264165896183,0.000264165896183,Open,1.0,-93.0,7.5,-15.0
ib: 2017-05-12 14:16:26 1.0 ZM20170714 $9,ZM20170714,ZM,SM,2017-05-12 14:16:26,313.4,2017-05-12 14:20:00,313.3,0.000319182891797,0.000319182891797,Open,-1.0,9.0,2.5,-4.0
ib: 2017-05-12 16:45:30 1.0 HO20170531 $21,HO20170531,HO,HO,2017-05-12 16:45:30,1.4928,2017-05-12 17:00:00,1.4933,-0.000334828902431,0.000334828902431,Open,1.0,21.0,2.5,-15.0
ib: 2017-05-12 16:45:36 1.0 GBP20170619 $31,GBP20170619,GBP,BP,2017-05-12 16:45:36,1.2897,2017-05-12 17:00:00,1.2892,0.000387837418554,0.000387837418554,Open,-1.0,31.0,2.5,-15.0
ib: 2017-05-12 14:16:24 2.0 ZW20170714 $-25,ZW20170714,ZW,W,2017-05-12 14:16:24,433.0,2017-05-12 14:20:00,432.75,0.000577700751011,0.000577700751011,Open,1.0,-25.0,5.0,-4.0
ib: 2017-05-12 16:45:32 1.0 EUR20170619 $-87,EUR20170619,EUR,CU,2017-05-12 16:45:32,1.0949,2017-05-12 17:00:00,1.0942,0.000639736794005,0.000639736794005,Open,1.0,-87.0,2.5,-15.0
ib: 2017-05-12 14:16:20 3.0 ZC20170714 $37,ZC20170714,ZC,C,2017-05-12 14:16:20,370.75,2017-05-12 14:20:00,371.0,-0.000673854447439,0.000673854447439,Open,1.0,37.0,7.5,-4.0
