rowname,c2timestamp,c2price,csitimestamp,csiPrice,slippage,abs_slippage,Type,timedelta,delta,symbol
2016-10-02 18:20:14 ctwo:299.6 csi:299.6 @SMZ6,10/2/2016 18:20,299.6,9/30/2016 20:00,299.6,0,0,Close,1 days 22:20:14.000000000,1.930717593,@SMZ6
2016-10-02 18:00:35 ctwo:1.1277 csi:1.1277 @EUZ6,10/2/2016 18:00,1.1277,9/30/2016 20:00,1.1277,0,0,Close,1 days 22:00:35.000000000,1.917071759,@EUZ6
2016-10-02 18:00:35 ctwo:0.7264 csi:0.7264 @NEZ6,10/2/2016 18:00,0.7264,9/30/2016 20:00,0.7264,0,0,Close,1 days 22:00:35.000000000,1.917071759,@NEZ6
2016-10-02 18:00:22 ctwo:4870.0 csi:4870.25 @NQZ6,10/2/2016 18:00,4870,9/30/2016 20:00,4870.25,-5.13E-05,5.13E-05,Close,1 days 22:00:22.000000000,1.916921296,@NQZ6
2016-10-02 18:00:52 ctwo:0.7629 csi:0.76285 @CDZ6,10/2/2016 18:00,0.7629,9/30/2016 20:00,0.76285,6.55E-05,6.55E-05,Open,1 days 22:00:52.000000000,1.917268519,@CDZ6
2016-10-03 02:01:53 ctwo:132.1 csi:132.09 BLZ6,10/3/2016 2:01,132.1,9/30/2016 20:00,132.09,7.57E-05,7.57E-05,Open,2 days 06:01:53.000000000,2.25130787,BLZ6
2016-10-02 18:00:23 ctwo:109.21875 csi:109.234375 @TUZ6,10/2/2016 18:00,109.21875,9/30/2016 20:00,109.234375,-0.000143041,0.000143041,Close,1 days 22:00:23.000000000,1.91693287,@TUZ6
2016-10-02 19:30:17 ctwo:152.27 csi:152.32 BBZ6,10/2/2016 19:30,152.27,9/30/2016 20:00,152.32,-0.000328256,0.000328256,Open,1 days 23:30:17.000000000,1.979363426,BBZ6
2016-10-02 19:30:04 ctwo:152.27 csi:152.32 BBZ6,10/2/2016 19:30,152.27,9/30/2016 20:00,152.32,-0.000328256,0.000328256,Close,1 days 23:30:04.000000000,1.979212963,BBZ6
2016-10-02 18:01:02 ctwo:18213.0 csi:18219.0 @YMZ6,10/2/2016 18:01,18213,9/30/2016 20:00,18219,-0.000329327,0.000329327,Open,1 days 22:01:02.000000000,1.917384259,@YMZ6
2016-10-02 18:00:50 ctwo:18213.0 csi:18219.0 @YMZ6,10/2/2016 18:00,18213,9/30/2016 20:00,18219,-0.000329327,0.000329327,Close,1 days 22:00:50.000000000,1.91724537,@YMZ6
2016-10-02 18:01:02 ctwo:2159.75 csi:2160.5 @ESZ6,10/2/2016 18:01,2159.75,9/30/2016 20:00,2160.5,-0.000347142,0.000347142,Open,1 days 22:01:02.000000000,1.917384259,@ESZ6
2016-10-02 18:00:49 ctwo:2159.75 csi:2160.5 @ESZ6,10/2/2016 18:00,2159.75,9/30/2016 20:00,2160.5,-0.000347142,0.000347142,Close,1 days 22:00:49.000000000,1.917233796,@ESZ6
2016-10-02 18:30:01 ctwo:98.5 csi:98.55 HTSZ6,10/2/2016 18:30,98.5,9/30/2016 20:00,98.55,-0.000507357,0.000507357,Close,1 days 22:30:01.000000000,1.937511574,HTSZ6
2016-10-02 18:30:12 ctwo:98.5 csi:98.55 HTSZ6,10/2/2016 18:30,98.5,9/30/2016 20:00,98.55,-0.000507357,0.000507357,Open,1 days 22:30:12.000000000,1.937638889,HTSZ6
2016-10-02 18:00:34 ctwo:0.0511 csi:0.05113 @PXZ6,10/2/2016 18:00,0.0511,9/30/2016 20:00,0.05113,-0.00058674,0.00058674,Close,1 days 22:00:34.000000000,1.917060185,@PXZ6
2016-10-02 18:00:45 ctwo:0.0511 csi:0.05113 @PXZ6,10/2/2016 18:00,0.0511,9/30/2016 20:00,0.05113,-0.00058674,0.00058674,Open,1 days 22:00:45.000000000,1.9171875,@PXZ6
2016-10-02 18:00:26 ctwo:131.203125 csi:131.125 @TYZ6,10/2/2016 18:00,131.203125,9/30/2016 20:00,131.125,0.000595806,0.000595806,Close,1 days 22:00:26.000000000,1.916967593,@TYZ6
2016-10-02 18:00:23 ctwo:0.7623625 csi:0.76285 @CDZ6,10/2/2016 18:00,0.7623625,9/30/2016 20:00,0.76285,-0.000639051,0.000639051,Close,1 days 22:00:23.000000000,1.91693287,@CDZ6
2016-10-02 21:00:07 ctwo:463.9 csi:463.6 @RSX6,10/2/2016 21:00,463.9,9/30/2016 20:00,463.6,0.00064711,0.00064711,Close,2 days 01:00:07.000000000,2.041747685,@RSX6
2016-10-02 21:00:27 ctwo:463.9 csi:463.6 @RSX6,10/2/2016 21:00,463.9,9/30/2016 20:00,463.6,0.00064711,0.00064711,Open,2 days 01:00:27.000000000,2.041979167,@RSX6
2016-10-02 18:00:23 ctwo:0.009898 csi:0.0098905 @JYZ6,10/2/2016 18:00,0.009898,9/30/2016 20:00,0.0098905,0.000758303,0.000758303,Close,1 days 22:00:23.000000000,1.91693287,@JYZ6
2016-10-02 20:00:14 ctwo:95.5 csi:95.385 @DXZ6,10/2/2016 20:00,95.5,9/30/2016 20:00,95.385,0.00120564,0.00120564,Close,2 days 00:00:14.000000000,2.000162037,@DXZ6
2016-10-02 18:00:48 ctwo:1551.5 csi:1549.6 @EMDZ6,10/2/2016 18:00,1551.5,9/30/2016 20:00,1549.6,0.001226123,0.001226123,Close,1 days 22:00:48.000000000,1.917222222,@EMDZ6
2016-10-02 18:00:48 ctwo:1.0337 csi:1.035 @SFZ6,10/2/2016 18:00,1.0337,9/30/2016 20:00,1.035,-0.001256039,0.001256039,Close,1 days 22:00:48.000000000,1.917222222,@SFZ6
2016-10-02 18:01:02 ctwo:1.0337 csi:1.035 @SFZ6,10/2/2016 18:01,1.0337,9/30/2016 20:00,1.035,-0.001256039,0.001256039,Open,1 days 22:01:02.000000000,1.917384259,@SFZ6
2016-10-02 18:00:49 ctwo:19.24 csi:19.214 QSIZ6,10/2/2016 18:00,19.24,9/30/2016 20:00,19.214,0.00135318,0.00135318,Close,1 days 22:00:49.000000000,1.917233796,QSIZ6
2016-10-02 20:00:17 ctwo:178.5 csi:178.25 @OZ6,10/2/2016 20:00,178.5,9/30/2016 20:00,178.25,0.001402525,0.001402525,Close,2 days 00:00:17.000000000,2.000196759,@OZ6
