symbol,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol_description,trade_id,underlying
NZDUSD,70,1460937942,,,0.68908,,forex,long,2016-04-17 20:05:42,1460937942,open,2016-04-17 20:05:17,0.68922,10000,,0,2,,,101864562,
NZDJPY,110,1460930580,,,74.58300,,forex,long,2016-04-17 18:03:00,1460930580,open,2016-04-17 18:00:41,74.54400,10000,,0,2,,,101862885,
EURUSD,-21,1460930580,,,1.12932,,forex,short,2016-04-17 18:03:00,1460930580,open,2016-04-17 18:00:17,1.12893,10000,,0,2,,,101862860,
GBPUSD,34,1460974826,,,1.41992,,forex,long,2016-04-18 06:20:26,1460734851,open,2016-04-15 08:40:48,1.41836,10000,,4,6,,,101846521,
EURJPY,59,1460723911,,,122.91900,,forex,short,2016-04-15 08:38:31,1460723911,open,2016-04-15 08:35:50,122.87700,10000,,0,2,,,101846357,
