rowname,symbol,c2timestamp,c2price,csitimestamp,csiPrice,slippage,abs_slippage,Type,timedelta,delta
2016-11-11 08:41:02 ctwo:108.992188 csi:109.0 @TUZ6,@TUZ6,2016-11-11 08:41:02,108.992188,2016-11-10 20:00:00,109.0,-7.16697247708e-05,7.16697247708e-05,Close,0 days 12:41:02.000000000,0.52849537037
2016-11-11 08:41:03 ctwo:108.98438 csi:109.0 @TUZ6,@TUZ6,2016-11-11 08:41:03,108.98438,2016-11-10 20:00:00,109.0,-0.000143302752294,0.000143302752294,Open,0 days 12:41:03.000000000,0.528506944444
2016-11-11 10:13:24 ctwo:0.00938 csi:0.009373 @JYZ6,@JYZ6,2016-11-11 10:13:24,0.00938,2016-11-10 20:00:00,0.009373,0.000746825989544,0.000746825989544,Open,0 days 14:13:24.000000000,0.592638888889
2016-11-11 10:13:24 ctwo:0.009381 csi:0.009373 @JYZ6,@JYZ6,2016-11-11 10:13:24,0.009381,2016-11-10 20:00:00,0.009373,0.000853515416622,0.000853515416622,Close,0 days 14:13:24.000000000,0.592638888889
2016-11-11 10:13:23 ctwo:1549.8 csi:1544.6 @EMDZ6,@EMDZ6,2016-11-11 10:13:23,1549.8,2016-11-10 20:00:00,1544.6,0.00336656739609,0.00336656739609,Close,0 days 14:13:23.000000000,0.592627314815
2016-11-11 08:40:58 ctwo:2159.5 csi:2167.25 @ESZ6,@ESZ6,2016-11-11 08:40:58,2159.5,2016-11-10 20:00:00,2167.25,-0.00357596031838,0.00357596031838,Close,0 days 12:40:58.000000000,0.528449074074
2016-11-11 08:40:59 ctwo:2159.25 csi:2167.25 @ESZ6,@ESZ6,2016-11-11 08:40:59,2159.25,2016-11-10 20:00:00,2167.25,-0.00369131387703,0.00369131387703,Open,0 days 12:40:59.000000000,0.528460648148
2016-11-11 08:41:05 ctwo:407.0 csi:404.75 @WZ6,@WZ6,2016-11-11 08:41:05,407.0,2016-11-10 20:00:00,404.75,0.00555898702903,0.00555898702903,Open,0 days 12:41:05.000000000,0.528530092593
2016-11-11 08:41:04 ctwo:407.0 csi:404.75 @WZ6,@WZ6,2016-11-11 08:41:04,407.0,2016-11-10 20:00:00,404.75,0.00555898702903,0.00555898702903,Close,0 days 12:41:04.000000000,0.528518518519
2016-11-10 21:43:02 ctwo:44.41 csi:44.66 QCLZ6,QCLZ6,2016-11-10 21:43:02,44.41,2016-11-10 20:00:00,44.66,-0.00559785042544,0.00559785042544,Close,0 days 01:43:02.000000000,0.0715509259259
2016-11-10 21:43:03 ctwo:44.4 csi:44.66 QCLZ6,QCLZ6,2016-11-10 21:43:03,44.4,2016-11-10 20:00:00,44.66,-0.00582176444245,0.00582176444245,Open,0 days 01:43:03.000000000,0.0715625
2016-11-11 10:13:22 ctwo:339.75 csi:343.5 @CZ6,@CZ6,2016-11-11 10:13:22,339.75,2016-11-10 20:00:00,343.5,-0.0109170305677,0.0109170305677,Close,0 days 14:13:22.000000000,0.592615740741
2016-11-11 10:13:23 ctwo:339.5 csi:343.5 @CZ6,@CZ6,2016-11-11 10:13:23,339.5,2016-11-10 20:00:00,343.5,-0.0116448326055,0.0116448326055,Open,0 days 14:13:23.000000000,0.592627314815
