rowname,contract,ibsym,CSIsym,ib_timestamp,ib_price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,delta
ib: 2017-11-16 08:24:55 15.0 ZT20171229 $0,ZT20171229,ZT,TU,2017-11-16 08:24:55,107.4921875,2017-11-16 17:00:00,107.4921875,0.0,0.0,Open,-1.0,0.0,37.5,-516.0
ib: 2017-11-16 08:24:59 2.0 GC20171227 $-20,GC20171227,GC,GC,2017-11-16 08:24:59,1278.1,2017-11-16 17:00:00,1278.2,-7.82350179942e-05,7.82350179942e-05,Open,-1.0,-20.0,5.0,-516.0
ib: 2017-11-16 08:25:21 4.0 ZN20171219 $-62,ZN20171219,ZN,TY,2017-11-16 08:25:21,124.84375,2017-11-16 17:00:00,124.859375,-0.000125140783381,0.000125140783381,Open,-1.0,-62.0,10.0,-515.0
ib: 2017-11-16 08:24:49 8.0 ZF20171229 $-187,ZF20171229,ZF,FV,2017-11-16 08:24:49,116.90625,2017-11-16 17:00:00,116.9296875,-0.000200440970134,0.000200440970134,Open,-1.0,-187.0,20.0,-516.0
ib: 2017-11-16 08:25:16 2.0 HO20171229 $50,HO20171229,HO,HO,2017-11-16 08:25:16,1.9047,2017-11-16 17:00:00,1.9053,-0.000314911037632,0.000314911037632,Open,1.0,50.0,5.0,-515.0
ib: 2017-11-16 08:24:47 2.0 CL20171219 $-39,CL20171219,CL,CL,2017-11-16 08:24:47,55.37,2017-11-16 17:00:00,55.35,0.000361336946703,0.000361336946703,Open,1.0,-39.0,5.0,-516.0
ib: 2017-11-16 08:25:35 2.0 EUR20171218 $-150,EUR20171218,EUR,CU,2017-11-16 08:25:35,1.179,2017-11-16 17:00:00,1.1784,0.00050916496945,0.00050916496945,Open,1.0,-150.0,5.0,-515.0
ib: 2017-11-16 08:24:30 2.0 NZD20171218 $79,NZD20171218,NZD,NE,2017-11-16 08:24:30,0.6842,2017-11-16 17:00:00,0.6846,-0.000584282792872,0.000584282792872,Open,1.0,79.0,5.0,-516.0
ib: 2017-11-16 08:24:53 4.0 CAD20171219 $239,CAD20171219,CAD,CD,2017-11-16 08:24:53,0.78385,2017-11-16 17:00:00,0.78445,-0.000764867104341,0.000764867104341,Open,1.0,239.0,10.0,-516.0
ib: 2017-11-16 08:25:31 2.0 AUD20171218 $-120,AUD20171218,AUD,AD,2017-11-16 08:25:31,0.7591,2017-11-16 17:00:00,0.7585,0.000791034937376,0.000791034937376,Open,1.0,-120.0,5.0,-515.0
ib: 2017-11-16 08:25:23 2.0 ZB20171219 $250,ZB20171219,ZB,US,2017-11-16 08:25:23,153.6875,2017-11-16 17:00:00,153.5625,0.000814000814001,0.000814000814001,Open,-1.0,250.0,5.0,-515.0
ib: 2017-11-16 08:25:29 2.0 JPY20171218 $-187,JPY20171218,JPY,JY,2017-11-16 08:25:29,0.88535,2017-11-16 17:00:00,0.8861,-0.000846405597562,0.000846405597562,Open,-1.0,-187.0,5.0,-515.0
ib: 2017-11-16 08:24:45 2.0 GBP20171218 $-212,GBP20171218,GBP,BP,2017-11-16 08:24:45,1.3211,2017-11-16 17:00:00,1.3194,0.00128846445354,0.00128846445354,Open,1.0,-212.0,5.0,-516.0
ib: 2017-11-16 08:25:01 2.0 SI20171227 $-220,SI20171227,SI,SI,2017-11-16 08:25:01,1705.0,2017-11-16 17:00:00,1707.2,-0.00128865979381,0.00128865979381,Open,-1.0,-220.0,5.0,-515.0
ib: 2017-11-16 08:25:17 2.0 CHF20171218 $-400,CHF20171218,CHF,SF,2017-11-16 08:25:17,1.0098,2017-11-16 17:00:00,1.0082,0.00158698670899,0.00158698670899,Open,1.0,-400.0,5.0,-515.0
ib: 2017-11-16 09:30:00 2.0 GF20180125 $-299,GF20180125,GF,FC,2017-11-16 09:30:00,154.2,2017-11-16 14:05:00,153.9,0.00194931773879,0.00194931773879,Open,1.0,-299.0,5.0,-275.0
ib: 2017-11-16 08:25:09 4.0 ZW20180314 $-200,ZW20180314,ZW,W,2017-11-16 08:25:09,439.0,2017-11-16 14:20:00,438.0,0.00228310502283,0.00228310502283,Open,1.0,-200.0,10.0,-355.0
ib: 2017-11-16 08:24:39 2.0 PA20171227 $-479,PA20171227,PA,PA,2017-11-16 08:24:39,987.25,2017-11-16 17:00:00,984.85,0.00243691932782,0.00243691932782,Open,1.0,-479.0,5.0,-516.0
ib: 2017-11-16 08:25:05 2.0 HG20171227 $-550,HG20171227,HG,HG,2017-11-16 08:25:05,305.9,2017-11-16 17:00:00,304.8,0.00360892388451,0.00360892388451,Open,1.0,-550.0,5.0,-515.0
ib: 2017-11-16 08:25:19 2.0 PL20180129 $-350,PL20180129,PL,PL,2017-11-16 08:25:19,932.7,2017-11-16 17:00:00,936.2,-0.00373851741081,0.00373851741081,Open,-1.0,-350.0,5.0,-515.0
ib: 2017-11-16 08:25:03 6.0 MXP20171218 $599,MXP20171218,MXP,MP,2017-11-16 08:25:03,0.05196,2017-11-16 17:00:00,0.05216,-0.00383435582822,0.00383435582822,Open,1.0,599.0,15.0,-515.0
ib: 2017-11-16 08:24:43 2.0 YM20171215 $910,YM20171215,YM,YM,2017-11-16 08:24:43,23333.0,2017-11-16 17:00:00,23424.0,-0.00388490437158,0.00388490437158,Open,1.0,910.0,5.0,-516.0
ib: 2017-11-16 08:25:27 2.0 ES20171215 $1125,ES20171215,ES,ES,2017-11-16 08:25:27,2573.75,2017-11-16 17:00:00,2585.0,-0.00435203094778,0.00435203094778,Open,1.0,1125.0,5.0,-515.0
ib: 2017-11-16 08:24:51 4.0 ZM20180112 $-559,ZM20180112,ZM,SM,2017-11-16 08:24:51,313.9,2017-11-16 14:20:00,312.5,0.00448,0.00448,Open,1.0,-559.0,10.0,-356.0
