rowname,contract,c2timestamp,c2price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,timedelta,delta
ctwo: 2016-12-23 16:49:52 1 @JYH7 $-43,@JYH7,2016-12-23 16:49:52,0.00856,2016-12-23 17:00:00,0.0085635,-0.00040871139137,0.00040871139137,Open,-1.0,-43.0,2.5,-1 days +23:49:52.000000000,-11.0
ctwo: 2016-12-23 16:49:52 1.0 @ESH7 $50,@ESH7,2016-12-23 16:49:52,2259.0,2016-12-23 17:00:00,2260.0,-0.000442477876106,0.000442477876106,Close,1.0,50.0,2.5,-1 days +23:49:52.000000000,-11.0
ctwo: 2016-12-23 16:49:52 1 @ESH7 $62,@ESH7,2016-12-23 16:49:52,2258.75,2016-12-23 17:00:00,2260.0,-0.000553097345133,0.000553097345133,Open,1.0,62.0,2.5,-1 days +23:49:52.000000000,-11.0
ctwo: 2016-12-23 16:49:52 1.0 @JYH7 $-81,@JYH7,2016-12-23 16:49:52,0.008557,2016-12-23 17:00:00,0.0085635,-0.000759035441117,0.000759035441117,Close,-1.0,-81.0,2.5,-1 days +23:49:52.000000000,-11.0
ctwo: 2016-12-23 16:49:49 1.0 @EMDH7 $129,@EMDH7,2016-12-23 16:49:49,1670.9,2016-12-23 17:00:00,1672.2,-0.000777418969023,0.000777418969023,Close,1.0,129.0,2.5,-1 days +23:49:49.000000000,-11.0
ctwo: 2016-12-23 16:49:51 1 @EMDH7 $190,@EMDH7,2016-12-23 16:49:51,1670.3,2016-12-23 17:00:00,1672.2,-0.00113622772396,0.00113622772396,Open,1.0,190.0,2.5,-1 days +23:49:51.000000000,-11.0
ctwo: 2016-12-23 14:03:28 1 @WH7 $-25,@WH7,2016-12-23 14:03:28,394.0,2016-12-23 13:05:00,393.5,0.0012706480305,0.0012706480305,Open,1.0,-25.0,2.5,0 days 00:58:28.000000000,58.0
ctwo: 2016-12-23 14:03:27 1 @SMH7 $40,@SMH7,2016-12-23 14:03:27,311.2,2016-12-23 13:05:00,311.6,-0.0012836970475,0.0012836970475,Open,1.0,40.0,2.5,0 days 00:58:27.000000000,58.0
ctwo: 2016-12-23 16:49:53 1 QNGH7 $-90,QNGH7,2016-12-23 16:49:53,3.641,2016-12-23 17:00:00,3.632,0.00247797356828,0.00247797356828,Open,1.0,-90.0,2.5,-1 days +23:49:53.000000000,-11.0
ctwo: 2016-12-23 14:03:28 1.0 @WH7 $-50,@WH7,2016-12-23 14:03:28,394.5,2016-12-23 13:05:00,393.5,0.00254129606099,0.00254129606099,Close,1.0,-50.0,2.5,0 days 00:58:28.000000000,58.0
ctwo: 2016-12-23 14:03:26 1 @CH7 $-50,@CH7,2016-12-23 14:03:26,346.75,2016-12-23 13:05:00,345.75,0.00289226319595,0.00289226319595,Open,1.0,-50.0,2.5,0 days 00:58:26.000000000,58.0
ctwo: 2016-12-23 16:49:53 1.0 QNGH7 $-120,QNGH7,2016-12-23 16:49:53,3.644,2016-12-23 17:00:00,3.632,0.00330396475771,0.00330396475771,Close,1.0,-120.0,2.5,-1 days +23:49:53.000000000,-11.0
ctwo: 2016-12-23 14:03:26 1.0 @CH7 $-75,@CH7,2016-12-23 14:03:26,347.25,2016-12-23 13:05:00,345.75,0.00433839479393,0.00433839479393,Close,1.0,-75.0,2.5,0 days 00:58:26.000000000,58.0
ctwo: 2016-12-23 14:03:27 1.0 @SMH7 $-239,@SMH7,2016-12-23 14:03:27,314.0,2016-12-23 13:05:00,311.6,0.00770218228498,0.00770218228498,Close,1.0,-239.0,2.5,0 days 00:58:27.000000000,58.0
