rowname,contract,c2timestamp,c2price,trigger,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,timedelta,delta
ctwo: 2016-11-15 22:10:00 1 @BPZ6 $-12,@BPZ6,2016-11-15 22:10:00,1.2479,2016-11-15 16:30:00,1.2477,0.000160294942695,0.000160294942695,Open,1.0,-12.0,1.0,0 days 05:40:00.000000000,340.0
ctwo: 2016-11-15 22:10:11 1 @YMZ6 $-35,@YMZ6,2016-11-15 22:10:11,18887.0,2016-11-15 16:30:00,18880.0,0.000370762711864,0.000370762711864,Open,1.0,-35.0,1.0,0 days 05:40:11.000000000,340.0
ctwo: 2016-11-15 22:10:03 1 @EMDZ6 $100,@EMDZ6,2016-11-15 22:10:03,1594.3,2016-11-15 16:30:00,1593.3,0.000627628193058,0.000627628193058,Open,-1.0,100.0,1.0,0 days 05:40:03.000000000,340.0
ctwo: 2016-11-15 22:10:02 1.0 @EMDZ6 $100,@EMDZ6,2016-11-15 22:10:02,1594.3,2016-11-15 16:30:00,1593.3,0.000627628193058,0.000627628193058,Close,-1.0,100.0,1.0,0 days 05:40:02.000000000,340.0
ctwo: 2016-11-15 22:10:00 3 @CH7 $-37,@CH7,2016-11-15 22:10:00,349.0,2016-11-15 13:50:00,349.25,-0.000715819613457,0.000715819613457,Open,-1.0,-37.0,3.0,0 days 08:20:00.000000000,500.0
ctwo: 2016-11-15 22:10:09 1.0 QRBF7 $50,QRBF7,2016-11-15 22:10:09,1.3388,2016-11-15 16:30:00,1.3376,0.000897129186603,0.000897129186603,Close,-1.0,50.0,1.0,0 days 05:40:09.000000000,340.0
ctwo: 2016-11-15 22:10:09 1 QRBF7 $50,QRBF7,2016-11-15 22:10:09,1.3388,2016-11-15 16:30:00,1.3376,0.000897129186603,0.000897129186603,Open,-1.0,50.0,1.0,0 days 05:40:09.000000000,340.0
ctwo: 2016-11-15 22:10:04 1 @ESZ6 $-124,@ESZ6,2016-11-15 22:10:04,2181.75,2016-11-15 16:30:00,2179.25,0.0011471836641,0.0011471836641,Open,1.0,-124.0,1.0,0 days 05:40:04.000000000,340.0
ctwo: 2016-11-15 22:10:04 1.0 @ESZ6 $-137,@ESZ6,2016-11-15 22:10:04,2182.0,2016-11-15 16:30:00,2179.25,0.00126190203052,0.00126190203052,Close,1.0,-137.0,1.0,0 days 05:40:04.000000000,340.0
ctwo: 2016-11-15 22:10:11 2 @WH7 $-75,@WH7,2016-11-15 22:10:11,418.0,2016-11-15 13:50:00,418.75,-0.00179104477612,0.00179104477612,Open,-1.0,-75.0,2.0,0 days 08:20:11.000000000,500.0
ctwo: 2016-11-15 22:10:08 1 QPAZ6 $135,QPAZ6,2016-11-15 22:10:08,704.6,2016-11-15 16:30:00,705.95,-0.00191231673631,0.00191231673631,Open,1.0,135.0,1.0,0 days 05:40:08.000000000,340.0
ctwo: 2016-11-15 22:10:10 1 @SMF7 $-69,@SMF7,2016-11-15 22:10:10,313.0,2016-11-15 13:50:00,312.3,0.00224143451809,0.00224143451809,Open,1.0,-69.0,1.0,0 days 08:20:10.000000000,500.0
ctwo: 2016-11-15 22:10:07 1 @NEZ6 $-159,@NEZ6,2016-11-15 22:10:07,0.7098,2016-11-15 16:30:00,0.7082,0.00225924879977,0.00225924879977,Open,1.0,-159.0,1.0,0 days 05:40:07.000000000,340.0
ctwo: 2016-11-15 22:10:07 1.0 @NEZ6 $-169,@NEZ6,2016-11-15 22:10:07,0.7099,2016-11-15 16:30:00,0.7082,0.00240045184976,0.00240045184976,Close,1.0,-169.0,1.0,0 days 05:40:07.000000000,340.0
ctwo: 2016-11-15 22:10:01 1 @CDZ6 $204,@CDZ6,2016-11-15 22:10:01,0.7449,2016-11-15 16:30:00,0.74285,0.00275964191963,0.00275964191963,Open,-1.0,204.0,1.0,0 days 05:40:01.000000000,340.0
ctwo: 2016-11-15 22:10:08 1 @NQZ6 $-265,@NQZ6,2016-11-15 22:10:08,4779.25,2016-11-15 16:30:00,4766.0,0.00278010910617,0.00278010910617,Open,1.0,-265.0,1.0,0 days 05:40:08.000000000,340.0
ctwo: 2016-11-15 22:10:09 1 @SFZ6 $-349,@SFZ6,2016-11-15 22:10:09,1.0023,2016-11-15 16:30:00,0.9995,0.00280140070035,0.00280140070035,Open,1.0,-349.0,1.0,0 days 05:40:09.000000000,340.0
