rowname,contract,c2timestamp,c2price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,timedelta,delta
ctwo opened: 2017-04-26 14:00:50 1 @GFQ7 $0,@GFQ7,2017-04-26 14:00:50,145.85,2017-04-26 14:05:00,145.85,0.0,0.0,Open,-1.0,0.0,2.5,-1 days +23:55:50.000000000,-5.0
ctwo opened: 2017-04-26 14:00:51 1 @LEM7 $0,@LEM7,2017-04-26 14:00:51,118.525,2017-04-26 14:05:00,118.525,0.0,0.0,Open,-1.0,0.0,2.5,-1 days +23:55:51.000000000,-5.0
ctwo opened: 2017-04-26 16:49:22 1 @ESM7 $0,@ESM7,2017-04-26 16:49:22,2382.25,2017-04-26 17:00:00,2382.25,0.0,0.0,Open,-1.0,0.0,2.5,-1 days +23:49:22.000000000,-11.0
ctwo opened: 2017-04-26 16:49:27 5 @TUM7 $0,@TUM7,2017-04-26 16:49:27,108.29688,2017-04-26 17:00:00,108.296875,4.61693839419e-08,4.61693839419e-08,Open,-1.0,0.0,12.5,-1 days +23:49:27.000000000,-11.0
ctwo opened: 2017-04-26 16:49:21 1 @EMDM7 $-59,@EMDM7,2017-04-26 16:49:21,1746.4,2017-04-26 17:00:00,1747.0,-0.00034344590727,0.00034344590727,Open,-1.0,-59.0,2.5,-1 days +23:49:21.000000000,-11.0
ctwo opened: 2017-04-26 16:49:18 2 @ADM7 $-79,@ADM7,2017-04-26 16:49:18,0.7464,2017-04-26 17:00:00,0.746,0.000536193029491,0.000536193029491,Open,1.0,-79.0,5.0,-1 days +23:49:18.000000000,-11.0
ctwo opened: 2017-04-26 14:14:58 2 @WN7 $25,@WN7,2017-04-26 14:14:58,426.25,2017-04-26 14:20:00,426.5,-0.000586166471278,0.000586166471278,Open,1.0,25.0,5.0,-1 days +23:54:58.000000000,-6.0
ctwo opened: 2017-04-26 16:49:19 1 @BPM7 $49,@BPM7,2017-04-26 16:49:19,1.287,2017-04-26 17:00:00,1.2862,0.000621987249261,0.000621987249261,Open,-1.0,49.0,2.5,-1 days +23:49:19.000000000,-11.0
ctwo opened: 2017-04-26 16:49:20 1 @EUM7 $93,@EUM7,2017-04-26 16:49:20,1.0933,2017-04-26 17:00:00,1.09255,0.000686467438561,0.000686467438561,Open,-1.0,93.0,2.5,-1 days +23:49:20.000000000,-11.0
ctwo opened: 2017-04-26 14:00:52 1 @HEM7 $19,@HEM7,2017-04-26 14:00:52,70.8,2017-04-26 14:05:00,70.75,0.000706713780919,0.000706713780919,Open,-1.0,19.0,2.5,-1 days +23:55:52.000000000,-5.0
ctwo opened: 2017-04-26 16:49:26 1 @SFM7 $99,@SFM7,2017-04-26 16:49:26,1.01,2017-04-26 17:00:00,1.0092,0.000792707094728,0.000792707094728,Open,-1.0,99.0,2.5,-1 days +23:49:26.000000000,-11.0
ctwo opened: 2017-04-26 14:14:57 2 @BON7 $35,@BON7,2017-04-26 14:14:57,32.13,2017-04-26 14:20:00,32.16,-0.000932835820895,0.000932835820895,Open,1.0,35.0,5.0,-1 days +23:54:57.000000000,-6.0
ctwo opened: 2017-04-26 16:49:24 1 @JYM7 $550,@JYM7,2017-04-26 16:49:24,0.00904,2017-04-26 17:00:00,0.008996,0.00489106269453,0.00489106269453,Open,-1.0,550.0,2.5,-1 days +23:49:24.000000000,-11.0
ctwo opened: 2017-04-26 16:49:23 1 QHOM7 $323,QHOM7,2017-04-26 16:49:23,1.534,2017-04-26 17:00:00,1.5417,-0.0049944866057,0.0049944866057,Open,1.0,323.0,2.5,-1 days +23:49:23.000000000,-11.0
ctwo opened: 2017-04-26 16:49:23 1 QGCM7 $689,QGCM7,2017-04-26 16:49:23,1271.1,2017-04-26 17:00:00,1264.2,0.00545799715235,0.00545799715235,Open,-1.0,689.0,2.5,-1 days +23:49:23.000000000,-11.0
ctwo opened: 2017-04-26 16:49:27 1 QSIN7 $-570,QSIN7,2017-04-26 16:49:27,17.545,2017-04-26 17:00:00,17.431,0.00654007228501,0.00654007228501,Open,1.0,-570.0,2.5,-1 days +23:49:27.000000000,-11.0
