rowname,symbol,c2timestamp,c2price,csitimestamp,csiPrice,slippage,abs_slippage,Type,timedelta,delta
2016-10-30 20:00:28 ctwo:354.75 csi:355.0 @CZ6,@CZ6,2016-10-30 20:00:28,354.75,2016-10-28 20:00:00,355.0,-0.000704225352113,0.000704225352113,Open,2 days 00:00:28.000000000,2.00032407407
2016-10-30 20:00:12 ctwo:354.75 csi:355.0 @CZ6,@CZ6,2016-10-30 20:00:12,354.75,2016-10-28 20:00:00,355.0,-0.000704225352113,0.000704225352113,Close,2 days 00:00:12.000000000,2.00013888889
2016-10-30 18:00:58 ctwo:1.10105 csi:1.10025 @EUZ6,@EUZ6,2016-10-30 18:00:58,1.10105,2016-10-28 20:00:00,1.10025,0.000727107475574,0.000727107475574,Open,1 days 22:00:58.000000000,1.91733796296
2016-10-30 18:00:51 ctwo:1.10105 csi:1.10025 @EUZ6,@EUZ6,2016-10-30 18:00:51,1.10105,2016-10-28 20:00:00,1.10025,0.000727107475574,0.000727107475574,Close,1 days 22:00:51.000000000,1.91725694444
2016-10-30 18:00:52 ctwo:0.009577 csi:0.0095635 @JYZ6,@JYZ6,2016-10-30 18:00:52,0.009577,2016-10-28 20:00:00,0.0095635,0.00141161708579,0.00141161708579,Open,1 days 22:00:52.000000000,1.91726851852
2016-10-30 18:00:23 ctwo:0.009577 csi:0.0095635 @JYZ6,@JYZ6,2016-10-30 18:00:23,0.009577,2016-10-28 20:00:00,0.0095635,0.00141161708579,0.00141161708579,Close,1 days 22:00:23.000000000,1.91693287037
2016-10-30 18:21:10 ctwo:318.0 csi:317.5 @SMZ6,@SMZ6,2016-10-30 18:21:10,318.0,2016-10-28 20:00:00,317.5,0.00157480314961,0.00157480314961,Open,1 days 22:21:10.000000000,1.93136574074
2016-10-30 18:20:57 ctwo:318.0 csi:317.5 @SMZ6,@SMZ6,2016-10-30 18:20:57,318.0,2016-10-28 20:00:00,317.5,0.00157480314961,0.00157480314961,Close,1 days 22:20:57.000000000,1.93121527778
2016-10-30 18:00:48 ctwo:48.33 csi:48.7 QCLZ6,QCLZ6,2016-10-30 18:00:48,48.33,2016-10-28 20:00:00,48.7,-0.00759753593429,0.00759753593429,Open,1 days 22:00:48.000000000,1.91722222222
2016-10-30 18:00:39 ctwo:48.33 csi:48.7 QCLZ6,QCLZ6,2016-10-30 18:00:39,48.33,2016-10-28 20:00:00,48.7,-0.00759753593429,0.00759753593429,Close,1 days 22:00:39.000000000,1.91711805556
