rowname,contract,ibsym,CSIsym,ib_timestamp,ib_price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,delta
ib: 2017-06-08 16:45:58 2.0 NZD20170619 $0,NZD20170619,NZD,NE,2017-06-08 16:45:58,0.7214,2017-06-08 17:00:00,0.7214,0.0,0.0,Open,1.0,0.0,5.0,-15.0
ib: 2017-06-08 16:45:56 14.0 ZT20170929 $218,ZT20170929,ZT,TU,2017-06-08 16:45:56,108.1640625,2017-06-08 17:00:00,108.15625,7.2233458538e-05,7.2233458538e-05,Open,-1.0,218.0,35.0,-15.0
ib: 2017-06-08 14:14:27 2.0 ZS20170714 $-25,ZS20170714,ZS,S,2017-06-08 14:14:27,938.25,2017-06-08 14:20:00,938.0,0.000266524520256,0.000266524520256,Open,1.0,-25.0,5.0,-6.0
ib: 2017-06-08 16:46:08 2.0 GBP20170619 $49,GBP20170619,GBP,BP,2017-06-08 16:46:08,1.2952,2017-06-08 17:00:00,1.2948,0.000308928019771,0.000308928019771,Open,-1.0,49.0,5.0,-14.0
ib: 2017-06-08 16:45:54 2.0 JPY20170619 $-87,JPY20170619,JPY,JY,2017-06-08 16:45:54,0.9096,2017-06-08 17:00:00,0.90995,-0.00038463651849,0.00038463651849,Open,-1.0,-87.0,5.0,-15.0
ib: 2017-06-08 16:46:24 2.0 EMD20170616 $-140,EMD20170616,EMD,EMD,2017-06-08 16:46:24,1751.0,2017-06-08 17:00:00,1750.3,0.000399931440325,0.000399931440325,Open,1.0,-140.0,5.0,-14.0
ib: 2017-06-08 14:00:27 1.0 HE20170814 $19,HE20170814,HE,LH,2017-06-08 14:00:27,81.625,2017-06-08 14:05:00,81.675,-0.000612182430364,0.000612182430364,Open,1.0,19.0,2.5,-5.0
ib: 2017-06-08 14:14:25 6.0 ZC20170714 $75,ZC20170714,ZC,C,2017-06-08 14:14:25,386.0,2017-06-08 14:20:00,385.75,0.000648088139987,0.000648088139987,Open,-1.0,75.0,15.0,-6.0
ib: 2017-06-08 16:46:02 2.0 SI20170727 $159,SI20170727,SI,SI,2017-06-08 16:46:02,1743.0,2017-06-08 17:00:00,1741.4,0.000918800964741,0.000918800964741,Open,-1.0,159.0,5.0,-14.0
ib: 2017-06-08 16:46:14 2.0 PL20170727 $129,PL20170727,PL,PL,2017-06-08 16:46:14,939.4,2017-06-08 17:00:00,938.1,0.00138577976762,0.00138577976762,Open,-1.0,129.0,5.0,-14.0
ib: 2017-06-08 16:46:10 2.0 GC20170829 $440,GC20170829,GC,GC,2017-06-08 16:46:10,1281.7,2017-06-08 17:00:00,1279.5,0.00171942164908,0.00171942164908,Open,-1.0,440.0,5.0,-14.0
ib: 2017-06-08 16:46:04 2.0 HG20170727 $224,HG20170727,HG,HG,2017-06-08 16:46:04,261.4,2017-06-08 17:00:00,260.95,0.00172446828894,0.00172446828894,Open,-1.0,224.0,5.0,-14.0
ib: 2017-06-08 16:48:25 2.0 PA20170927 $-350,PA20170927,PA,PA,2017-06-08 16:48:25,848.25,2017-06-08 17:00:00,846.5,0.00206733608978,0.00206733608978,Open,1.0,-350.0,5.0,-12.0
ib: 2017-06-08 16:46:06 2.0 NG20170628 $-220,NG20170628,NG,NG,2017-06-08 16:46:06,3.039,2017-06-08 17:00:00,3.028,0.00363276089828,0.00363276089828,Open,1.0,-220.0,5.0,-14.0
