rowname,contract,ibsym,CSIsym,ib_timestamp,ib_price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,delta
ib: 2017-09-27 14:01:36 2.0 LE20171229 $0,LE20171229,LE,LC,2017-09-27 14:01:36,114.9,2017-09-27 14:05:00,114.9,0.0,0.0,Open,1.0,0.0,5.0,-4.0
ib: 2017-09-27 14:13:58 6.0 ZC20171214 $0,ZC20171214,ZC,C,2017-09-27 14:13:58,354.0,2017-09-27 14:20:00,354.0,0.0,0.0,Open,1.0,0.0,15.0,-7.0
ib: 2017-09-27 14:01:39 2.0 GF20171116 $0,GF20171116,GF,FC,2017-09-27 14:01:39,154.525,2017-09-27 14:05:00,154.525,0.0,0.0,Open,1.0,0.0,5.0,-4.0
ib: 2017-09-27 16:48:38 2.0 ES20171215 $-25,ES20171215,ES,ES,2017-09-27 16:48:38,2504.75,2017-09-27 17:00:00,2504.5,9.98203234178e-05,9.98203234178e-05,Open,1.0,-25.0,5.0,-12.0
ib: 2017-09-27 16:48:32 2.0 HG20171227 $49,HG20171227,HG,HG,2017-09-27 16:48:32,292.85,2017-09-27 17:00:00,292.95,-0.000341355180065,0.000341355180065,Open,1.0,49.0,5.0,-12.0
ib: 2017-09-27 14:14:00 2.0 ZM20171214 $-39,ZM20171214,ZM,SM,2017-09-27 14:14:00,313.5,2017-09-27 14:20:00,313.3,0.000638365783594,0.000638365783594,Open,1.0,-39.0,5.0,-6.0
ib: 2017-09-27 16:48:34 2.0 CHF20171218 $-199,CHF20171218,CHF,SF,2017-09-27 16:48:34,1.0343,2017-09-27 17:00:00,1.0351,-0.000772872186262,0.000772872186262,Open,-1.0,-199.0,5.0,-12.0
ib: 2017-09-27 16:48:40 2.0 EUR20171218 $-287,EUR20171218,EUR,CU,2017-09-27 16:48:40,1.17995,2017-09-27 17:00:00,1.1811,-0.000973668614004,0.000973668614004,Open,-1.0,-287.0,5.0,-12.0
ib: 2017-09-27 14:13:54 2.0 ZS20171114 $-99,ZS20171114,ZS,S,2017-09-27 14:13:54,966.5,2017-09-27 14:20:00,965.5,0.00103573278094,0.00103573278094,Open,1.0,-99.0,5.0,-7.0
ib: 2017-09-27 16:48:30 2.0 CAD20171219 $-180,CAD20171219,CAD,CD,2017-09-27 16:48:30,0.80185,2017-09-27 17:00:00,0.80275,-0.00112114606042,0.00112114606042,Open,-1.0,-180.0,5.0,-12.0
ib: 2017-09-27 14:13:56 1.0 ZL20171214 $30,ZL20171214,ZL,BO,2017-09-27 14:13:56,33.27,2017-09-27 14:20:00,33.22,0.00150511739916,0.00150511739916,Open,-1.0,30.0,2.5,-7.0
ib: 2017-09-27 16:48:28 2.0 CL20171020 $200,CL20171020,CL,CL,2017-09-27 16:48:28,52.04,2017-09-27 17:00:00,52.14,-0.00191791331032,0.00191791331032,Open,1.0,200.0,5.0,-12.0
ib: 2017-09-27 16:48:36 1.0 PL20180129 $-105,PL20180129,PL,PL,2017-09-27 16:48:36,923.4,2017-09-27 17:00:00,925.5,-0.00226904376013,0.00226904376013,Open,-1.0,-105.0,2.5,-12.0
ib: 2017-09-27 16:48:25 2.0 RB20171031 $-1318,RB20171031,RB,RB,2017-09-27 16:48:25,1.6063,2017-09-27 17:00:00,1.622,-0.0096794081381,0.0096794081381,Open,-1.0,-1318.0,5.0,-12.0
