rowname,contract,ibsym,CSIsym,ib_timestamp,ib_price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,delta
ib: 2017-02-27 14:12:37 4.0 ZW20170512 $0,ZW20170512,ZW,W,2017-02-27 14:12:37,438.75,2017-02-27 14:20:00,438.75,0.0,0.0,Open,-1.0,0.0,10.0,-8.0
ib: 2017-02-27 16:47:52 2.0 CL20170321 $0,CL20170321,CL,CL,2017-02-27 16:47:52,54.05,2017-02-27 17:00:00,54.05,0.0,0.0,Open,-1.0,0.0,5.0,-13.0
ib: 2017-02-27 16:47:26 2.0 CHF20170313 $-25,CHF20170313,CHF,SF,2017-02-27 16:47:26,0.9914,2017-02-27 17:00:00,0.9915,-0.000100857286939,0.000100857286939,Open,-1.0,-25.0,5.0,-13.0
ib: 2017-02-27 16:47:08 1.0 EUR20170313 $18,EUR20170313,EUR,CU,2017-02-27 16:47:08,1.0592,2017-02-27 17:00:00,1.05935,-0.000141596261859,0.000141596261859,Open,1.0,18.0,2.5,-13.0
ib: 2017-02-27 14:01:20 1.0 LE20170428 $-10,LE20170428,LE,LC,2017-02-27 14:01:20,115.525,2017-02-27 14:05:00,115.5,0.00021645021645,0.00021645021645,Open,1.0,-10.0,2.5,-4.0
ib: 2017-02-27 14:01:18 1.0 HE20170417 $-10,HE20170417,HE,LH,2017-02-27 14:01:18,68.15,2017-02-27 14:05:00,68.125,0.000366972477064,0.000366972477064,Open,1.0,-10.0,2.5,-4.0
ib: 2017-02-27 16:47:10 3.0 MXP20170313 $-29,MXP20170313,MXP,MP,2017-02-27 16:47:10,0.05011,2017-02-27 17:00:00,0.05009,0.000399281293671,0.000399281293671,Open,1.0,-29.0,7.5,-13.0
ib: 2017-02-27 16:47:32 2.0 GBP20170313 $-62,GBP20170313,GBP,BP,2017-02-27 16:47:32,1.2441,2017-02-27 17:00:00,1.2446,-0.000401735497349,0.000401735497349,Open,-1.0,-62.0,5.0,-13.0
ib: 2017-02-27 16:47:14 1.0 HO20170331 $-41,HO20170331,HO,HO,2017-02-27 16:47:14,1.6493,2017-02-27 17:00:00,1.6483,0.000606685676151,0.000606685676151,Open,1.0,-41.0,2.5,-13.0
ib: 2017-02-27 14:01:16 2.0 GF20170330 $75,GF20170330,GF,FC,2017-02-27 14:01:16,123.625,2017-02-27 14:05:00,123.55,0.000607041683529,0.000607041683529,Open,-1.0,75.0,5.0,-4.0
ib: 2017-02-27 16:47:30 1.0 YM20170317 $65,YM20170317,YM,YM,2017-02-27 16:47:30,20800.0,2017-02-27 17:00:00,20813.0,-0.000624609618988,0.000624609618988,Open,1.0,65.0,2.5,-13.0
ib: 2017-02-27 16:47:36 1.0 RB20170331 $46,RB20170331,RB,RB,2017-02-27 16:47:36,1.7406,2017-02-27 17:00:00,1.7417,-0.000631566859964,0.000631566859964,Open,1.0,46.0,2.5,-13.0
ib: 2017-02-27 16:47:45 2.0 JPY20170313 $-149,JPY20170313,JPY,JY,2017-02-27 16:47:45,0.88735,2017-02-27 17:00:00,0.88675,0.000676628136453,0.000676628136453,Open,1.0,-149.0,5.0,-13.0
ib: 2017-02-27 16:47:24 1.0 NQ20170317 $75,NQ20170317,NQ,NQ,2017-02-27 16:47:24,5343.75,2017-02-27 17:00:00,5347.5,-0.00070126227209,0.00070126227209,Open,1.0,75.0,2.5,-13.0
ib: 2017-02-27 14:12:35 1.0 ZM20170512 $-29,ZM20170512,ZM,SM,2017-02-27 14:12:35,335.9,2017-02-27 14:20:00,335.6,0.000893921334922,0.000893921334922,Open,1.0,-29.0,2.5,-8.0
ib: 2017-02-27 16:48:00 2.0 EMD20170317 $-340,EMD20170317,EMD,EMD,2017-02-27 16:48:00,1745.2,2017-02-27 17:00:00,1746.9,-0.000973152441468,0.000973152441468,Open,-1.0,-340.0,5.0,-12.0
ib: 2017-02-27 16:47:04 2.0 NIY20170309 $-177,NIY20170309,NIY,NIY,2017-02-27 16:47:04,19175.0,2017-02-27 17:00:00,19195.0,-0.00104193800469,0.00104193800469,Open,-1.0,-177.0,5.0,-13.0
ib: 2017-02-27 16:47:01 1.0 AUD20170313 $80,AUD20170313,AUD,AD,2017-02-27 16:47:01,0.767,2017-02-27 17:00:00,0.7678,-0.00104193800469,0.00104193800469,Open,1.0,80.0,2.5,-13.0
ib: 2017-02-27 16:47:16 2.0 NG20170329 $-60,NG20170329,NG,NG,2017-02-27 16:47:16,2.69,2017-02-27 17:00:00,2.693,-0.00111399925733,0.00111399925733,Open,-1.0,-60.0,5.0,-13.0
ib: 2017-02-27 16:47:06 1.0 ES20170317 $137,ES20170317,ES,ES,2017-02-27 16:47:06,2365.5,2017-02-27 17:00:00,2368.25,-0.00116119497519,0.00116119497519,Open,1.0,137.0,2.5,-13.0
ib: 2017-02-27 14:12:33 2.0 ZS20170512 $-125,ZS20170512,ZS,S,2017-02-27 14:12:33,1020.75,2017-02-27 14:20:00,1022.0,-0.00122309197652,0.00122309197652,Open,-1.0,-125.0,5.0,-8.0
ib: 2017-02-27 16:47:50 1.0 NZD20170313 $90,NZD20170313,NZD,NE,2017-02-27 16:47:50,0.7189,2017-02-27 17:00:00,0.7198,-0.0012503473187,0.0012503473187,Open,1.0,90.0,2.5,-13.0
ib: 2017-02-27 16:48:00 2.0 HG20170526 $-200,HG20170526,HG,HG,2017-02-27 16:48:00,269.4,2017-02-27 17:00:00,269.8,-0.00148257968866,0.00148257968866,Open,-1.0,-200.0,5.0,-12.0
ib: 2017-02-27 16:47:34 3.0 CAD20170314 $-419,CAD20170314,CAD,CD,2017-02-27 16:47:34,0.75905,2017-02-27 17:00:00,0.76045,-0.00184101518838,0.00184101518838,Open,-1.0,-419.0,7.5,-13.0
ib: 2017-02-27 14:12:29 6.0 ZC20170512 $-225,ZC20170512,ZC,C,2017-02-27 14:12:29,367.5,2017-02-27 14:20:00,368.25,-0.0020366598778,0.0020366598778,Open,-1.0,-225.0,15.0,-8.0
ib: 2017-02-27 16:47:28 3.0 ZF20170331 $1171,ZF20170331,ZF,FV,2017-02-27 16:47:28,118.1796875,2017-02-27 17:00:00,117.7890625,0.00331630961067,0.00331630961067,Open,-1.0,1171.0,7.5,-13.0
ib: 2017-02-27 16:47:18 1.0 PA20170628 $289,PA20170628,PA,PA,2017-02-27 16:47:18,782.1,2017-02-27 17:00:00,785.0,-0.00369426751592,0.00369426751592,Open,1.0,289.0,2.5,-13.0
ib: 2017-02-27 16:47:20 2.0 GC20170426 $1079,GC20170426,GC,GC,2017-02-27 16:47:20,1253.4,2017-02-27 17:00:00,1258.8,-0.00428979980934,0.00428979980934,Open,1.0,1079.0,5.0,-13.0
ib: 2017-02-27 14:12:31 4.0 ZL20170512 $-336,ZL20170512,ZL,BO,2017-02-27 14:12:31,32.49,2017-02-27 14:20:00,32.63,-0.00429053018694,0.00429053018694,Open,-1.0,-336.0,10.0,-8.0
ib: 2017-02-27 16:47:46 2.0 ZN20170322 $1125,ZN20170322,ZN,TY,2017-02-27 16:47:46,125.15625,2017-02-27 17:00:00,124.59375,0.00451467268623,0.00451467268623,Open,-1.0,1125.0,5.0,-13.0
ib: 2017-02-27 16:47:12 1.0 SI20170526 $-560,SI20170526,SI,SI,2017-02-27 16:47:12,1830.5,2017-02-27 17:00:00,1841.7,-0.00608133789434,0.00608133789434,Open,-1.0,-560.0,2.5,-13.0
ib: 2017-02-27 16:48:41 2.0 PL20170426 $730,PL20170426,PL,PL,2017-02-27 16:48:41,1031.6,2017-02-27 17:00:00,1038.9,-0.00702666281644,0.00702666281644,Open,1.0,730.0,5.0,-12.0
