rowname,contract,c2timestamp,c2price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,timedelta,delta
ctwo opened: 2017-09-25 14:12:48 3 @BOZ7 $0,@BOZ7,2017-09-25 14:12:48,34.01,2017-09-25 14:20:00,34.01,0.0,0.0,Open,1.0,0.0,7.5,-1 days +23:52:48.000000000,-8.0
ctwo opened: 2017-09-25 14:12:49 2 @WZ7 $0,@WZ7,2017-09-25 14:12:49,454.0,2017-09-25 14:20:00,454.0,0.0,0.0,Open,-1.0,0.0,5.0,-1 days +23:52:49.000000000,-8.0
ctwo opened: 2017-09-25 16:43:48 1 @BPZ7 $0,@BPZ7,2017-09-25 16:43:48,1.3505,2017-09-25 17:00:00,1.3505,0.0,0.0,Open,-1.0,0.0,2.5,-1 days +23:43:48.000000000,-17.0
ctwo opened: 2017-09-25 16:44:16 1 @USZ7 $0,@USZ7,2017-09-25 16:44:16,154.90625,2017-09-25 17:00:00,154.90625,0.0,0.0,Open,-1.0,0.0,2.5,-1 days +23:44:16.000000000,-16.0
ctwo opened: 2017-09-25 16:43:59 3 @FVZ7 $0,@FVZ7,2017-09-25 16:43:59,117.86719,2017-09-25 17:00:00,117.8671875,2.12103134614e-08,2.12103134614e-08,Open,-1.0,0.0,7.5,-1 days +23:43:59.000000000,-17.0
ctwo opened: 2017-09-25 16:44:11 1 @SFZ7 $12,@SFZ7,2017-09-25 16:44:11,1.0402,2017-09-25 17:00:00,1.0401,9.61446014806e-05,9.61446014806e-05,Open,-1.0,12.0,2.5,-1 days +23:44:11.000000000,-16.0
ctwo opened: 2017-09-25 16:44:15 2 @TYZ7 $-31,@TYZ7,2017-09-25 16:44:15,126.04688,2017-09-25 17:00:00,126.0625,-0.000123906792266,0.000123906792266,Open,-1.0,-31.0,5.0,-1 days +23:44:15.000000000,-16.0
ctwo opened: 2017-09-25 16:44:17 1 @YMZ7 $14,@YMZ7,2017-09-25 16:44:17,22279.0,2017-09-25 17:00:00,22276.0,0.000134674088705,0.000134674088705,Open,-1.0,14.0,2.5,-1 days +23:44:17.000000000,-16.0
ctwo opened: 2017-09-25 16:44:13 6 @TUZ7 $-187,@TUZ7,2017-09-25 16:44:13,107.92188,2017-09-25 17:00:00,107.9375,-0.000144713375796,0.000144713375796,Open,-1.0,-187.0,15.0,-1 days +23:44:13.000000000,-16.0
ctwo opened: 2017-09-25 14:01:30 1 @GFX7 $12,@GFX7,2017-09-25 14:01:30,153.1,2017-09-25 14:05:00,153.125,-0.000163265306122,0.000163265306122,Open,1.0,12.0,2.5,-1 days +23:56:30.000000000,-4.0
ctwo opened: 2017-09-25 16:43:58 1 @ESZ7 $-25,@ESZ7,2017-09-25 16:43:58,2497.5,2017-09-25 17:00:00,2497.0,0.000200240288346,0.000200240288346,Open,1.0,-25.0,2.5,-1 days +23:43:58.000000000,-17.0
ctwo opened: 2017-09-25 16:43:56 1 @EUZ7 $31,@EUZ7,2017-09-25 16:43:56,1.19025,2017-09-25 17:00:00,1.19,0.000210084033614,0.000210084033614,Open,-1.0,31.0,2.5,-1 days +23:43:56.000000000,-17.0
ctwo opened: 2017-09-25 16:44:07 1 @NQZ7 $-25,@NQZ7,2017-09-25 16:44:07,5877.75,2017-09-25 17:00:00,5876.5,0.00021271164809,0.00021271164809,Open,1.0,-25.0,2.5,-1 days +23:44:07.000000000,-16.0
ctwo opened: 2017-09-25 16:44:08 1 QPAZ7 $44,QPAZ7,2017-09-25 16:44:08,910.15,2017-09-25 17:00:00,909.7,0.000494668572057,0.000494668572057,Open,-1.0,44.0,2.5,-1 days +23:44:08.000000000,-16.0
ctwo opened: 2017-09-25 16:44:01 1 @JYZ7 $-68,@JYZ7,2017-09-25 16:44:01,0.00899,2017-09-25 17:00:00,0.0089955,-0.000611416819521,0.000611416819521,Open,-1.0,-68.0,2.5,-1 days +23:44:01.000000000,-16.0
ctwo opened: 2017-09-25 16:44:04 1 @NEZ7 $-50,@NEZ7,2017-09-25 16:44:04,0.7251,2017-09-25 17:00:00,0.7256,-0.000689084895259,0.000689084895259,Open,-1.0,-50.0,2.5,-1 days +23:44:04.000000000,-16.0
ctwo opened: 2017-09-25 16:43:47 1 @ADZ7 $-60,@ADZ7,2017-09-25 16:43:47,0.7928,2017-09-25 17:00:00,0.7934,-0.000756238971515,0.000756238971515,Open,-1.0,-60.0,2.5,-1 days +23:43:47.000000000,-17.0
ctwo opened: 2017-09-25 16:44:09 1 QPLV7 $-39,QPLV7,2017-09-25 16:44:09,941.0,2017-09-25 17:00:00,940.2,0.000850882790896,0.000850882790896,Open,1.0,-39.0,2.5,-1 days +23:44:09.000000000,-16.0
