rowname,contract,c2timestamp,c2price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,timedelta,delta
ctwo opened: 2017-05-01 16:44:41 1 @NQM7 $-5,@NQM7,2017-05-01 16:44:41,5631.0,2017-05-01 17:00:00,5630.75,4.439905874e-05,4.439905874e-05,Open,1.0,-5.0,2.5,-1 days +23:44:41.000000000,-16.0
ctwo opened: 2017-05-01 16:44:44 5 @TUM7 $78,@TUM7,2017-05-01 16:44:44,108.28125,2017-05-01 17:00:00,108.2734375,7.21552781586e-05,7.21552781586e-05,Open,-1.0,78.0,12.5,-1 days +23:44:44.000000000,-16.0
ctwo opened: 2017-05-01 16:44:35 1 @ESM7 $12,@ESM7,2017-05-01 16:44:35,2386.75,2017-05-01 17:00:00,2387.0,-0.000104733975702,0.000104733975702,Open,1.0,12.0,2.5,-1 days +23:44:35.000000000,-16.0
ctwo opened: 2017-05-01 16:44:45 1 @TYM7 $15,@TYM7,2017-05-01 16:44:45,125.48438,2017-05-01 17:00:00,125.46875,0.000124572851806,0.000124572851806,Open,-1.0,15.0,2.5,-1 days +23:44:45.000000000,-16.0
ctwo opened: 2017-05-01 16:44:39 3 @PXM7 $-15,@PXM7,2017-05-01 16:44:39,0.05294,2017-05-01 17:00:00,0.05293,0.000188928773852,0.000188928773852,Open,1.0,-15.0,7.5,-1 days +23:44:39.000000000,-16.0
ctwo opened: 2017-05-01 16:44:36 2 @FVM7 $46,@FVM7,2017-05-01 16:44:36,118.28906,2017-05-01 17:00:00,118.265625,0.000198155634826,0.000198155634826,Open,-1.0,46.0,5.0,-1 days +23:44:36.000000000,-16.0
ctwo opened: 2017-05-01 14:15:22 2 @SMN7 $20,@SMN7,2017-05-01 14:15:22,318.5,2017-05-01 14:20:00,318.6,-0.000313873195229,0.000313873195229,Open,1.0,20.0,5.0,-1 days +23:55:22.000000000,-5.0
ctwo opened: 2017-05-01 16:44:38 1 @JYM7 $37,@JYM7,2017-05-01 16:44:38,0.00896,2017-05-01 17:00:00,0.008957,0.000334933571508,0.000334933571508,Open,-1.0,37.0,2.5,-1 days +23:44:38.000000000,-16.0
ctwo opened: 2017-05-01 16:44:43 1 @SFM7 $50,@SFM7,2017-05-01 16:44:43,1.0068,2017-05-01 17:00:00,1.0072,-0.000397140587768,0.000397140587768,Open,1.0,50.0,2.5,-1 days +23:44:43.000000000,-16.0
ctwo opened: 2017-05-01 16:44:34 1 @EMDM7 $-70,@EMDM7,2017-05-01 16:44:34,1736.4,2017-05-01 17:00:00,1735.7,0.000403295500375,0.000403295500375,Open,1.0,-70.0,2.5,-1 days +23:44:34.000000000,-16.0
