rowname,contract,c2timestamp,c2price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,timedelta,delta
ctwo opened: 2017-05-31 14:00:28 1 @HEN7 $0,@HEN7,2017-05-31 14:00:28,83.025,2017-05-31 14:05:00,83.025,0.0,0.0,Open,1.0,0.0,2.5,-1 days +23:55:28.000000000,-5.0
ctwo opened: 2017-05-31 16:45:05 6 @TUU7 $281,@TUU7,2017-05-31 16:45:05,108.21875,2017-05-31 17:00:00,108.2421875,-0.000216528329123,0.000216528329123,Open,1.0,281.0,15.0,-1 days +23:45:05.000000000,-15.0
ctwo opened: 2017-05-31 16:45:00 4 @FVU7 $125,@FVU7,2017-05-31 16:45:00,118.28125,2017-05-31 17:00:00,118.3125,-0.00026413100898,0.00026413100898,Open,1.0,125.0,10.0,-1 days +23:45:00.000000000,-15.0
ctwo opened: 2017-05-31 16:44:58 1 @ADM7 $-29,@ADM7,2017-05-31 16:44:58,0.7429,2017-05-31 17:00:00,0.7432,-0.0004036598493,0.0004036598493,Open,-1.0,-29.0,2.5,-1 days +23:44:58.000000000,-16.0
ctwo opened: 2017-05-31 14:18:39 2 @WN7 $-25,@WN7,2017-05-31 14:18:39,429.5,2017-05-31 14:20:00,429.25,0.000582411182295,0.000582411182295,Open,1.0,-25.0,5.0,-1 days +23:58:39.000000000,-2.0
ctwo opened: 2017-05-31 16:45:05 2 @TYU7 $156,@TYU7,2017-05-31 16:45:05,126.21875,2017-05-31 17:00:00,126.296875,-0.000618582209576,0.000618582209576,Open,1.0,156.0,5.0,-1 days +23:45:05.000000000,-15.0
ctwo opened: 2017-05-31 16:44:58 1 @EUM7 $87,@EUM7,2017-05-31 16:44:58,1.1249,2017-05-31 17:00:00,1.1256,-0.000621890547264,0.000621890547264,Open,1.0,87.0,2.5,-1 days +23:44:58.000000000,-16.0
ctwo opened: 2017-05-31 14:18:38 3 @CN7 $37,@CN7,2017-05-31 14:18:38,371.75,2017-05-31 14:20:00,372.0,-0.000672043010753,0.000672043010753,Open,1.0,37.0,7.5,-1 days +23:58:38.000000000,-2.0
ctwo opened: 2017-05-31 16:45:03 1 @NKDM7 $-67,@NKDM7,2017-05-31 16:45:03,19685.0,2017-05-31 17:00:00,19670.0,0.000762582613116,0.000762582613116,Open,1.0,-67.0,2.5,-1 days +23:45:03.000000000,-15.0
ctwo opened: 2017-05-31 16:45:04 1 @SFM7 $99,@SFM7,2017-05-31 16:45:04,1.0341,2017-05-31 17:00:00,1.0349,-0.000773021547976,0.000773021547976,Open,1.0,99.0,2.5,-1 days +23:45:04.000000000,-15.0
ctwo opened: 2017-05-31 16:45:06 1 @USU7 $156,@USU7,2017-05-31 16:45:06,153.65625,2017-05-31 17:00:00,153.8125,-0.00101584721658,0.00101584721658,Open,1.0,156.0,2.5,-1 days +23:45:06.000000000,-15.0
ctwo opened: 2017-05-31 16:45:00 1 @ESM7 $-162,@ESM7,2017-05-31 16:45:00,2414.25,2017-05-31 17:00:00,2411.0,0.00134798838656,0.00134798838656,Open,1.0,-162.0,2.5,-1 days +23:45:00.000000000,-15.0
ctwo opened: 2017-05-31 16:45:06 1 @YMM7 $-155,@YMM7,2017-05-31 16:45:06,21033.0,2017-05-31 17:00:00,21002.0,0.00147604990001,0.00147604990001,Open,1.0,-155.0,2.5,-1 days +23:45:06.000000000,-15.0
ctwo opened: 2017-05-31 16:44:59 1 @EMDM7 $-359,@EMDM7,2017-05-31 16:44:59,1723.6,2017-05-31 17:00:00,1720.0,0.00209302325581,0.00209302325581,Open,1.0,-359.0,2.5,-1 days +23:44:59.000000000,-16.0
ctwo opened: 2017-05-31 16:45:04 1 @NQM7 $-250,@NQM7,2017-05-31 16:45:04,5805.75,2017-05-31 17:00:00,5793.25,0.00215768351098,0.00215768351098,Open,1.0,-250.0,2.5,-1 days +23:45:04.000000000,-15.0
ctwo opened: 2017-05-31 16:45:02 1 @NEM7 $-170,@NEM7,2017-05-31 16:45:02,0.708,2017-05-31 17:00:00,0.7097,-0.00239537832887,0.00239537832887,Open,-1.0,-170.0,2.5,-1 days +23:45:02.000000000,-15.0
