rowname,contract,c2timestamp,c2price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,timedelta,delta
ctwo opened: 2017-02-14 14:16:13 2 @BOK7 $0,@BOK7,2017-02-14 14:16:13,34.41,2017-02-14 14:20:00,34.41,0.0,0.0,Open,1.0,0.0,5.0,-1 days +23:56:13.000000000,-4.0
ctwo opened: 2017-02-14 16:48:29 1 @NEH7 $0,@NEH7,2017-02-14 16:48:29,0.7159,2017-02-14 17:00:00,0.7159,0.0,0.0,Open,1.0,0.0,2.5,-1 days +23:48:29.000000000,-12.0
ctwo opened: 2017-02-14 16:48:37 5 @TUH7 $78,@TUH7,2017-02-14 16:48:37,108.33594,2017-02-14 17:00:00,108.34375,-7.20853764062e-05,7.20853764062e-05,Open,1.0,78.0,12.5,-1 days +23:48:37.000000000,-12.0
ctwo opened: 2017-02-14 16:48:25 2 @FVH7 $46,@FVH7,2017-02-14 16:48:25,117.60938,2017-02-14 17:00:00,117.6328125,-0.00019920037192,0.00019920037192,Open,1.0,46.0,5.0,-1 days +23:48:25.000000000,-12.0
ctwo opened: 2017-02-14 16:48:21 1 @EUH7 $-37,@EUH7,2017-02-14 16:48:21,1.0586,2017-02-14 17:00:00,1.0583,0.000283473495228,0.000283473495228,Open,1.0,-37.0,2.5,-1 days +23:48:21.000000000,-12.0
ctwo opened: 2017-02-14 16:48:32 1 @NQH7 $-30,@NQH7,2017-02-14 16:48:32,5274.5,2017-02-14 17:00:00,5276.0,-0.000284306292646,0.000284306292646,Open,-1.0,-30.0,2.5,-1 days +23:48:32.000000000,-12.0
ctwo opened: 2017-02-14 16:48:40 1 @YMH7 $30,@YMH7,2017-02-14 16:48:40,20488.0,2017-02-14 17:00:00,20482.0,0.000292940142564,0.000292940142564,Open,-1.0,30.0,2.5,-1 days +23:48:40.000000000,-12.0
ctwo opened: 2017-02-14 16:48:24 1 @ESH7 $-37,@ESH7,2017-02-14 16:48:24,2336.25,2017-02-14 17:00:00,2337.0,-0.000320924261874,0.000320924261874,Open,-1.0,-37.0,2.5,-1 days +23:48:24.000000000,-12.0
ctwo opened: 2017-02-14 16:48:38 1 @TYH7 $46,@TYH7,2017-02-14 16:48:38,124.1875,2017-02-14 17:00:00,124.234375,-0.000377311030059,0.000377311030059,Open,1.0,46.0,2.5,-1 days +23:48:38.000000000,-12.0
ctwo opened: 2017-02-14 16:48:35 1 @SFH7 $-50,@SFH7,2017-02-14 16:48:35,0.9948,2017-02-14 17:00:00,0.9944,0.000402252614642,0.000402252614642,Open,1.0,-50.0,2.5,-1 days +23:48:35.000000000,-12.0
ctwo opened: 2017-02-14 16:48:39 1 @USH7 $-62,@USH7,2017-02-14 16:48:39,150.6875,2017-02-14 17:00:00,150.625,0.000414937759336,0.000414937759336,Open,1.0,-62.0,2.5,-1 days +23:48:39.000000000,-12.0
ctwo opened: 2017-02-14 16:48:27 1 @JYH7 $50,@JYH7,2017-02-14 16:48:27,0.00876,2017-02-14 17:00:00,0.008764,-0.000456412596988,0.000456412596988,Open,1.0,50.0,2.5,-1 days +23:48:27.000000000,-12.0
ctwo opened: 2017-02-14 14:16:18 1 @SMK7 $-30,@SMK7,2017-02-14 14:16:18,344.2,2017-02-14 14:20:00,343.9,0.000872346612387,0.000872346612387,Open,1.0,-30.0,2.5,-1 days +23:56:18.000000000,-4.0
ctwo opened: 2017-02-14 16:48:28 2 @PXH7 $50,@PXH7,2017-02-14 16:48:28,0.04917,2017-02-14 17:00:00,0.04912,0.00101791530945,0.00101791530945,Open,-1.0,50.0,5.0,-1 days +23:48:28.000000000,-12.0
ctwo opened: 2017-02-14 16:48:23 1 @EMDH7 $190,@EMDH7,2017-02-14 16:48:23,1729.7,2017-02-14 17:00:00,1727.8,0.001099664313,0.001099664313,Open,-1.0,190.0,2.5,-1 days +23:48:23.000000000,-12.0
