rowname,symbol,c2timestamp,c2price,csitimestamp,csiPrice,slippage,abs_slippage,Type,timedelta,delta
2016-10-27 21:41:51 ctwo:1498.5 csi:1498.5 @EMDZ6,@EMDZ6,2016-10-27 21:41:51,1498.5,2016-10-27 20:00:00,1498.5,0.0,0.0,Close,0 days 01:41:51.000000000,0.0707291666667
2016-10-27 21:41:50 ctwo:1.0925 csi:1.0925 @EUZ6,@EUZ6,2016-10-27 21:41:50,1.0925,2016-10-27 20:00:00,1.0925,0.0,0.0,Close,0 days 01:41:50.000000000,0.0707175925926
2016-10-27 21:41:50 ctwo:1.09245 csi:1.0925 @EUZ6,@EUZ6,2016-10-27 21:41:50,1.09245,2016-10-27 20:00:00,1.0925,-4.57665903891e-05,4.57665903891e-05,Open,0 days 01:41:50.000000000,0.0707175925926
2016-10-27 21:41:50 ctwo:49.71 csi:49.72 QCLZ6,QCLZ6,2016-10-27 21:41:50,49.71,2016-10-27 20:00:00,49.72,-0.000201126307321,0.000201126307321,Open,0 days 01:41:50.000000000,0.0707175925926
2016-10-27 21:41:49 ctwo:49.71 csi:49.72 QCLZ6,QCLZ6,2016-10-27 21:41:49,49.71,2016-10-27 20:00:00,49.72,-0.000201126307321,0.000201126307321,Close,0 days 01:41:49.000000000,0.0707060185185
2016-10-27 21:41:52 ctwo:1498.1 csi:1498.5 @EMDZ6,@EMDZ6,2016-10-27 21:41:52,1498.1,2016-10-27 20:00:00,1498.5,-0.000266933600267,0.000266933600267,Open,0 days 01:41:52.000000000,0.0707407407407
2016-10-27 21:41:52 ctwo:3.254 csi:3.237 QNGF7,QNGF7,2016-10-27 21:41:52,3.254,2016-10-27 20:00:00,3.237,0.00525177633611,0.00525177633611,Close,0 days 01:41:52.000000000,0.0707407407407
2016-10-27 21:41:53 ctwo:3.254 csi:3.237 QNGF7,QNGF7,2016-10-27 21:41:53,3.254,2016-10-27 20:00:00,3.237,0.00525177633611,0.00525177633611,Open,0 days 01:41:53.000000000,0.0707523148148
2016-10-27 21:41:54 ctwo:417.0 csi:414.5 @WZ6,@WZ6,2016-10-27 21:41:54,417.0,2016-10-27 20:00:00,414.5,0.00603136308806,0.00603136308806,Open,0 days 01:41:54.000000000,0.0707638888889
2016-10-27 21:41:53 ctwo:417.25 csi:414.5 @WZ6,@WZ6,2016-10-27 21:41:53,417.25,2016-10-27 20:00:00,414.5,0.00663449939686,0.00663449939686,Close,0 days 01:41:53.000000000,0.0707523148148
