rowname,contract,ibsym,CSIsym,ib_timestamp,ib_price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,delta
ib: 2017-10-05 16:46:54 4.0 ZN20171219 $0,ZN20171219,ZN,TY,2017-10-05 16:46:54,125.15625,2017-10-05 17:00:00,125.15625,0.0,0.0,Open,-1.0,0.0,10.0,-14.0
ib: 2017-10-05 13:59:40 2.0 HE20171214 $0,HE20171214,HE,LH,2017-10-05 13:59:40,62.8,2017-10-05 14:05:00,62.8,0.0,0.0,Open,1.0,0.0,5.0,-6.0
ib: 2017-10-05 16:46:35 12.0 ZT20171229 $0,ZT20171229,ZT,TU,2017-10-05 16:46:35,107.796875,2017-10-05 17:00:00,107.796875,0.0,0.0,Open,-1.0,0.0,30.0,-14.0
ib: 2017-10-05 16:46:30 8.0 ZF20171229 $62,ZF20171229,ZF,FV,2017-10-05 16:46:30,117.3984375,2017-10-05 17:00:00,117.390625,6.65513110608e-05,6.65513110608e-05,Open,-1.0,62.0,20.0,-14.0
ib: 2017-10-05 16:47:06 2.0 EUR20171218 $-24,EUR20171218,EUR,CU,2017-10-05 16:47:06,1.17505,2017-10-05 17:00:00,1.17495,8.5110004681e-05,8.5110004681e-05,Open,1.0,-24.0,5.0,-13.0
ib: 2017-10-05 16:47:02 2.0 JPY20171218 $24,JPY20171218,JPY,JY,2017-10-05 16:47:02,0.889,2017-10-05 17:00:00,0.8889,0.000112498593768,0.000112498593768,Open,-1.0,24.0,5.0,-13.0
ib: 2017-10-05 16:46:25 2.0 YM20171215 $30,YM20171215,YM,YM,2017-10-05 16:46:25,22737.0,2017-10-05 17:00:00,22740.0,-0.000131926121372,0.000131926121372,Open,1.0,30.0,5.0,-14.0
ib: 2017-10-05 16:46:33 2.0 CAD20171219 $-30,CAD20171219,CAD,CD,2017-10-05 16:46:33,0.7959,2017-10-05 17:00:00,0.79575,0.000188501413761,0.000188501413761,Open,1.0,-30.0,5.0,-14.0
ib: 2017-10-05 16:47:00 2.0 ES20171215 $50,ES20171215,ES,ES,2017-10-05 16:47:00,2549.5,2017-10-05 17:00:00,2550.0,-0.000196078431373,0.000196078431373,Open,1.0,50.0,5.0,-13.0
ib: 2017-10-05 16:46:56 2.0 ZB20171219 $62,ZB20171219,ZB,US,2017-10-05 16:46:56,152.28125,2017-10-05 17:00:00,152.25,0.000205254515599,0.000205254515599,Open,-1.0,62.0,5.0,-14.0
ib: 2017-10-05 16:46:47 2.0 EMD20171215 $-80,EMD20171215,EMD,EMD,2017-10-05 16:46:47,1820.5,2017-10-05 17:00:00,1820.1,0.000219768144607,0.000219768144607,Open,1.0,-80.0,5.0,-14.0
ib: 2017-10-05 16:46:28 2.0 GBP20171218 $-37,GBP20171218,GBP,BP,2017-10-05 16:46:28,1.3142,2017-10-05 17:00:00,1.3139,0.000228327878834,0.000228327878834,Open,1.0,-37.0,5.0,-14.0
ib: 2017-10-05 16:46:17 2.0 NIY20171207 $-44,NIY20171207,NIY,NIY,2017-10-05 16:46:17,20705.0,2017-10-05 17:00:00,20700.0,0.00024154589372,0.00024154589372,Open,1.0,-44.0,5.0,-14.0
ib: 2017-10-05 16:46:49 2.0 CHF20171218 $-74,CHF20171218,CHF,SF,2017-10-05 16:46:49,1.0265,2017-10-05 17:00:00,1.0262,0.000292340674332,0.000292340674332,Open,1.0,-74.0,5.0,-14.0
ib: 2017-10-05 16:46:58 2.0 NQ20171215 $80,NQ20171215,NQ,NQ,2017-10-05 16:46:58,6063.75,2017-10-05 17:00:00,6065.75,-0.000329720150023,0.000329720150023,Open,1.0,80.0,5.0,-14.0
ib: 2017-10-05 16:46:31 2.0 CL20171020 $39,CL20171020,CL,CL,2017-10-05 16:46:31,50.77,2017-10-05 17:00:00,50.79,-0.000393778302815,0.000393778302815,Open,1.0,39.0,5.0,-14.0
ib: 2017-10-05 16:46:43 2.0 HG20171227 $74,HG20171227,HG,HG,2017-10-05 16:46:43,304.5,2017-10-05 17:00:00,304.65,-0.000492368291482,0.000492368291482,Open,1.0,74.0,5.0,-14.0
ib: 2017-10-05 16:46:43 8.0 MXP20171218 $119,MXP20171218,MXP,MP,2017-10-05 16:46:43,0.05344,2017-10-05 17:00:00,0.05347,-0.000561062277913,0.000561062277913,Open,1.0,119.0,20.0,-14.0
ib: 2017-10-05 16:46:45 2.0 NZD20171218 $-79,NZD20171218,NZD,NE,2017-10-05 16:46:45,0.7109,2017-10-05 17:00:00,0.7105,0.000562983814215,0.000562983814215,Open,1.0,-79.0,5.0,-14.0
ib: 2017-10-05 16:47:04 2.0 AUD20171218 $-100,AUD20171218,AUD,AD,2017-10-05 16:47:04,0.7788,2017-10-05 17:00:00,0.7783,0.00064242579982,0.00064242579982,Open,1.0,-100.0,5.0,-13.0
ib: 2017-10-05 16:46:51 2.0 PL20180129 $-70,PL20180129,PL,PL,2017-10-05 16:46:51,917.3,2017-10-05 17:00:00,918.0,-0.000762527233116,0.000762527233116,Open,-1.0,-70.0,5.0,-14.0
ib: 2017-10-05 14:12:56 2.0 ZS20171114 $-75,ZS20171114,ZS,S,2017-10-05 14:12:56,969.0,2017-10-05 14:20:00,968.25,0.000774593338497,0.000774593338497,Open,1.0,-75.0,5.0,-8.0
ib: 2017-10-05 14:13:03 2.0 ZM20171214 $-60,ZM20171214,ZM,SM,2017-10-05 14:13:03,317.2,2017-10-05 14:20:00,316.9,0.000946670874093,0.000946670874093,Open,1.0,-60.0,5.0,-7.0
ib: 2017-10-05 14:13:01 6.0 ZL20171214 $-143,ZL20171214,ZL,BO,2017-10-05 14:13:01,33.04,2017-10-05 14:20:00,33.0,0.00121212121212,0.00121212121212,Open,1.0,-143.0,15.0,-7.0
ib: 2017-10-05 16:46:39 2.0 SI20171227 $-230,SI20171227,SI,SI,2017-10-05 16:46:39,1661.5,2017-10-05 17:00:00,1663.8,-0.00138237768963,0.00138237768963,Open,-1.0,-230.0,5.0,-14.0
ib: 2017-10-05 14:12:59 4.0 ZW20171214 $-200,ZW20171214,ZW,W,2017-10-05 14:12:59,441.75,2017-10-05 14:20:00,440.75,0.0022688598979,0.0022688598979,Open,1.0,-200.0,10.0,-8.0
ib: 2017-10-05 16:46:37 2.0 GC20171227 $-600,GC20171227,GC,GC,2017-10-05 16:46:37,1270.2,2017-10-05 17:00:00,1273.2,-0.00235626767201,0.00235626767201,Open,-1.0,-600.0,5.0,-14.0
ib: 2017-10-05 16:46:29 2.0 HO20171031 $-428,HO20171031,HO,HO,2017-10-05 16:46:29,1.7914,2017-10-05 17:00:00,1.7863,0.00285506353916,0.00285506353916,Open,1.0,-428.0,5.0,-14.0
