rowname,contract,c2timestamp,c2price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,timedelta,delta
ctwo opened: 2017-06-27 14:00:18 1 @GFQ7 $0,@GFQ7,2017-06-27 14:00:18,144.875,2017-06-27 14:05:00,144.875,0.0,0.0,Open,1.0,0.0,2.5,-1 days +23:55:18.000000000,-5.0
ctwo opened: 2017-06-27 16:47:08 7 @TUU7 $109,@TUU7,2017-06-27 16:47:08,108.10156,2017-06-27 17:00:00,108.109375,-7.22879028761e-05,7.22879028761e-05,Open,1.0,109.0,17.5,-1 days +23:47:08.000000000,-13.0
ctwo opened: 2017-06-27 16:47:00 4 @FVU7 $62,@FVU7,2017-06-27 16:47:00,118.10938,2017-06-27 17:00:00,118.125,-0.000132232804233,0.000132232804233,Open,1.0,62.0,10.0,-1 days +23:47:00.000000000,-13.0
ctwo opened: 2017-06-27 16:47:09 2 @TYU7 $93,@TYU7,2017-06-27 16:47:09,126.23438,2017-06-27 17:00:00,126.28125,-0.000371155654541,0.000371155654541,Open,1.0,93.0,5.0,-1 days +23:47:09.000000000,-13.0
ctwo opened: 2017-06-27 16:46:59 1 @EUU7 $-68,@EUU7,2017-06-27 16:46:59,1.13925,2017-06-27 17:00:00,1.1398,-0.000482540796631,0.000482540796631,Open,-1.0,-68.0,2.5,-1 days +23:46:59.000000000,-14.0
ctwo opened: 2017-06-27 16:47:07 1 @SFU7 $-75,@SFU7,2017-06-27 16:47:07,1.0471,2017-06-27 17:00:00,1.0477,-0.000572683019949,0.000572683019949,Open,-1.0,-75.0,2.5,-1 days +23:47:07.000000000,-13.0
ctwo opened: 2017-06-27 14:15:43 3 @BOZ7 $-35,@BOZ7,2017-06-27 14:15:43,32.52,2017-06-27 14:20:00,32.54,-0.000614628149969,0.000614628149969,Open,-1.0,-35.0,7.5,-1 days +23:55:43.000000000,-5.0
ctwo opened: 2017-06-27 16:47:10 1 @YMU7 $75,@YMU7,2017-06-27 16:47:10,21276.0,2017-06-27 17:00:00,21291.0,-0.000704523037903,0.000704523037903,Open,1.0,75.0,2.5,-1 days +23:47:10.000000000,-13.0
ctwo opened: 2017-06-27 16:47:06 1 QPLV7 $-34,QPLV7,2017-06-27 16:47:06,920.2,2017-06-27 17:00:00,920.9,-0.000760125963731,0.000760125963731,Open,-1.0,-34.0,2.5,-1 days +23:47:06.000000000,-13.0
ctwo opened: 2017-06-27 16:46:58 1 @BPU7 $-100,@BPU7,2017-06-27 16:46:58,1.2856,2017-06-27 17:00:00,1.284,0.001246105919,0.001246105919,Open,1.0,-100.0,2.5,-1 days +23:46:58.000000000,-14.0
ctwo opened: 2017-06-27 14:00:20 1 @HEQ7 $39,@HEQ7,2017-06-27 14:00:20,78.45,2017-06-27 14:05:00,78.55,-0.00127307447486,0.00127307447486,Open,1.0,39.0,2.5,-1 days +23:55:20.000000000,-5.0
ctwo opened: 2017-06-27 16:47:04 1 @NKDU7 $-133,@NKDU7,2017-06-27 16:47:04,20175.0,2017-06-27 17:00:00,20145.0,0.00148920327625,0.00148920327625,Open,1.0,-133.0,2.5,-1 days +23:47:04.000000000,-13.0
ctwo opened: 2017-06-27 16:46:57 1 @ADU7 $130,@ADU7,2017-06-27 16:46:57,0.7574,2017-06-27 17:00:00,0.7587,-0.00171345722947,0.00171345722947,Open,1.0,130.0,2.5,-1 days +23:46:57.000000000,-14.0
ctwo opened: 2017-06-27 14:00:19 1 @LEQ7 $-79,@LEQ7,2017-06-27 14:00:19,115.225,2017-06-27 14:05:00,115.025,0.00173875244512,0.00173875244512,Open,1.0,-79.0,2.5,-1 days +23:55:19.000000000,-5.0
ctwo opened: 2017-06-27 16:47:07 1 QSIU7 $169,QSIU7,2017-06-27 16:47:07,16.685,2017-06-27 17:00:00,16.651,0.00204191940424,0.00204191940424,Open,-1.0,169.0,2.5,-1 days +23:47:07.000000000,-13.0
ctwo opened: 2017-06-27 16:47:02 1 @JYU7 $243,@JYU7,2017-06-27 16:47:02,0.00893,2017-06-27 17:00:00,0.0089495,-0.00217889267557,0.00217889267557,Open,1.0,243.0,2.5,-1 days +23:47:02.000000000,-13.0
ctwo opened: 2017-06-27 16:47:05 1 QPAU7 $270,QPAU7,2017-06-27 16:47:05,855.65,2017-06-27 17:00:00,858.35,-0.00314556998893,0.00314556998893,Open,1.0,270.0,2.5,-1 days +23:47:05.000000000,-13.0
ctwo opened: 2017-06-27 16:47:03 1 QNGQ7 $140,QNGQ7,2017-06-27 16:47:03,3.05,2017-06-27 17:00:00,3.064,-0.00456919060052,0.00456919060052,Open,1.0,140.0,2.5,-1 days +23:47:03.000000000,-13.0
