rowname,contract,ibsym,CSIsym,ib_timestamp,ib_price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,delta
ib: 2017-08-29 16:49:44 2.0 NZD20170918 $0,NZD20170918,NZD,NE,2017-08-29 16:49:44,0.7254,2017-08-29 17:00:00,0.7254,0.0,0.0,Open,1.0,0.0,5.0,-11.0
ib: 2017-08-29 16:49:52 1.0 MXP20170918 $0,MXP20170918,MXP,MP,2017-08-29 16:49:52,0.05583,2017-08-29 17:00:00,0.05583,0.0,0.0,Open,1.0,0.0,2.5,-11.0
ib: 2017-08-29 16:49:37 4.0 GBP20170918 $0,GBP20170918,GBP,BP,2017-08-29 16:49:37,1.2931,2017-08-29 17:00:00,1.2931,0.0,0.0,Open,1.0,0.0,10.0,-11.0
ib: 2017-08-29 16:49:54 2.0 YM20170915 $-29,YM20170915,YM,YM,2017-08-29 16:49:54,21871.0,2017-08-29 17:00:00,21874.0,-0.000137149126817,0.000137149126817,Open,-1.0,-29.0,5.0,-11.0
ib: 2017-08-29 14:13:36 4.0 ZL20171214 $-23,ZL20171214,ZL,BO,2017-08-29 14:13:36,34.66,2017-08-29 14:20:00,34.65,0.0002886002886,0.0002886002886,Open,1.0,-23.0,10.0,-7.0
ib: 2017-08-29 14:13:34 2.0 ZW20171214 $-25,ZW20171214,ZW,W,2017-08-29 14:13:34,429.5,2017-08-29 14:20:00,429.75,-0.000581733566027,0.000581733566027,Open,-1.0,-25.0,5.0,-7.0
ib: 2017-08-29 16:49:40 2.0 AUD20170918 $99,AUD20170918,AUD,AD,2017-08-29 16:49:40,0.7951,2017-08-29 17:00:00,0.7956,-0.000628456510809,0.000628456510809,Open,1.0,99.0,5.0,-11.0
ib: 2017-08-29 16:49:53 2.0 CHF20170918 $350,CHF20170918,CHF,SF,2017-08-29 16:49:53,1.0483,2017-08-29 17:00:00,1.0497,-0.00133371439459,0.00133371439459,Open,1.0,350.0,5.0,-11.0
ib: 2017-08-29 16:49:50 2.0 EUR20170918 $450,EUR20170918,EUR,CU,2017-08-29 16:49:50,1.1985,2017-08-29 17:00:00,1.2003,-0.00149962509373,0.00149962509373,Open,1.0,450.0,5.0,-11.0
ib: 2017-08-29 14:01:15 2.0 GF20171026 $275,GF20171026,GF,FC,2017-08-29 14:01:15,143.25,2017-08-29 14:05:00,143.525,-0.00191604250131,0.00191604250131,Open,1.0,275.0,5.0,-4.0
ib: 2017-08-29 16:49:46 2.0 SI20171227 $359,SI20171227,SI,SI,2017-08-29 16:49:46,1748.0,2017-08-29 17:00:00,1751.6,-0.00205526375885,0.00205526375885,Open,1.0,359.0,5.0,-11.0
ib: 2017-08-29 14:01:17 2.0 LE20171031 $219,LE20171031,LE,LC,2017-08-29 14:01:17,105.825,2017-08-29 14:05:00,106.1,-0.00259189443921,0.00259189443921,Open,1.0,219.0,5.0,-4.0
ib: 2017-08-29 16:49:42 2.0 GC20171227 $720,GC20171227,GC,GC,2017-08-29 16:49:42,1315.3,2017-08-29 17:00:00,1318.9,-0.00272954735006,0.00272954735006,Open,1.0,720.0,5.0,-11.0
ib: 2017-08-29 10:32:38 1.0 PA20170927 $425,PA20170927,PA,PA,2017-08-29 10:32:38,947.95,2017-08-29 17:00:00,943.7,0.00450354985695,0.00450354985695,Open,-1.0,425.0,2.5,-388.0
