rowname,contract,c2timestamp,c2price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,timedelta,delta
ctwo: 2016-12-30 07:14:58 2.0 @TUH7 $0,@TUH7,2016-12-30 07:14:58,108.3125,2016-12-29 17:00:00,108.3125,0.0,0.0,Close,1.0,0.0,5.0,0 days 14:14:58.000000000,854.0
ctwo: 2016-12-30 07:14:59 2 @TUH7 $-31,@TUH7,2016-12-30 07:14:59,108.30469,2016-12-29 17:00:00,108.3125,-7.21061742643e-05,7.21061742643e-05,Open,-1.0,-31.0,5.0,0 days 14:14:59.000000000,854.0
ctwo: 2016-12-30 07:15:00 1 @TYH7 $31,@TYH7,2016-12-30 07:15:00,123.96875,2016-12-29 17:00:00,123.9375,0.000252143217347,0.000252143217347,Open,-1.0,31.0,2.5,0 days 14:15:00.000000000,855.0
ctwo: 2016-12-30 07:14:56 1.0 QNGH7 $9,QNGH7,2016-12-30 07:14:56,3.755,2016-12-29 17:00:00,3.754,0.000266382525306,0.000266382525306,Close,-1.0,9.0,2.5,0 days 14:14:56.000000000,854.0
ctwo: 2016-12-30 07:14:57 1 QNGH7 $-9,QNGH7,2016-12-30 07:14:57,3.755,2016-12-29 17:00:00,3.754,0.000266382525306,0.000266382525306,Open,1.0,-9.0,2.5,0 days 14:14:57.000000000,854.0
ctwo: 2016-12-30 07:14:58 1 @SMH7 $10,@SMH7,2016-12-30 07:14:58,318.9,2016-12-29 14:20:00,319.0,-0.000313479623825,0.000313479623825,Open,1.0,10.0,2.5,0 days 16:54:58.000000000,1014.0
ctwo: 2016-12-30 07:14:57 1.0 @SMH7 $-10,@SMH7,2016-12-30 07:14:57,318.9,2016-12-29 14:20:00,319.0,-0.000313479623825,0.000313479623825,Close,-1.0,-10.0,2.5,0 days 16:54:57.000000000,1014.0
ctwo: 2016-12-30 07:14:53 1 QCLG7 $20,QCLG7,2016-12-30 07:14:53,53.75,2016-12-29 17:00:00,53.77,-0.000371954621536,0.000371954621536,Open,1.0,20.0,2.5,0 days 14:14:53.000000000,854.0
ctwo: 2016-12-30 07:14:52 1.0 QCLG7 $-20,QCLG7,2016-12-30 07:14:52,53.75,2016-12-29 17:00:00,53.77,-0.000371954621536,0.000371954621536,Close,-1.0,-20.0,2.5,0 days 14:14:52.000000000,854.0
ctwo: 2016-12-30 07:14:59 1.0 @TYH7 $-46,@TYH7,2016-12-30 07:14:59,123.984375,2016-12-29 17:00:00,123.9375,0.000378214826021,0.000378214826021,Close,1.0,-46.0,2.5,0 days 14:14:59.000000000,854.0
ctwo: 2016-12-30 07:14:55 1 @ESH7 $-162,@ESH7,2016-12-30 07:14:55,2248.25,2016-12-29 17:00:00,2245.0,0.00144766146993,0.00144766146993,Open,1.0,-162.0,2.5,0 days 14:14:55.000000000,854.0
ctwo: 2016-12-30 07:14:54 1.0 @ESH7 $162,@ESH7,2016-12-30 07:14:54,2248.25,2016-12-29 17:00:00,2245.0,0.00144766146993,0.00144766146993,Close,-1.0,162.0,2.5,0 days 14:14:54.000000000,854.0
ctwo: 2016-12-30 07:14:56 1 @JYH7 $-256,@JYH7,2016-12-30 07:14:56,0.00858,2016-12-29 17:00:00,0.0086005,-0.00238358234986,0.00238358234986,Open,-1.0,-256.0,2.5,0 days 14:14:56.000000000,854.0
ctwo: 2016-12-30 07:14:54 1 @EMDH7 $-409,@EMDH7,2016-12-30 07:14:54,1670.1,2016-12-29 17:00:00,1666.0,0.00246098439376,0.00246098439376,Open,1.0,-409.0,2.5,0 days 14:14:54.000000000,854.0
ctwo: 2016-12-30 07:14:54 1.0 @EMDH7 $409,@EMDH7,2016-12-30 07:14:54,1670.1,2016-12-29 17:00:00,1666.0,0.00246098439376,0.00246098439376,Close,-1.0,409.0,2.5,0 days 14:14:54.000000000,854.0
ctwo: 2016-12-30 07:15:00 1.0 @WH7 $50,@WH7,2016-12-30 07:15:00,405.75,2016-12-29 14:20:00,404.75,0.00247066090179,0.00247066090179,Close,-1.0,50.0,2.5,0 days 16:55:00.000000000,1015.0
ctwo: 2016-12-30 07:15:01 1 @WH7 $-50,@WH7,2016-12-30 07:15:01,405.75,2016-12-29 14:20:00,404.75,0.00247066090179,0.00247066090179,Open,1.0,-50.0,2.5,0 days 16:55:01.000000000,1015.0
ctwo: 2016-12-30 07:14:56 1.0 @JYH7 $268,@JYH7,2016-12-30 07:14:56,0.008579,2016-12-29 17:00:00,0.0086005,-0.00249985465961,0.00249985465961,Close,1.0,268.0,2.5,0 days 14:14:56.000000000,854.0
ctwo: 2016-12-30 07:14:51 1.0 @CH7 $-87,@CH7,2016-12-30 07:14:51,348.0,2016-12-29 14:20:00,349.75,-0.00500357398142,0.00500357398142,Close,-1.0,-87.0,2.5,0 days 16:54:51.000000000,1014.0
ctwo: 2016-12-30 07:14:52 1 @CH7 $87,@CH7,2016-12-30 07:14:52,348.0,2016-12-29 14:20:00,349.75,-0.00500357398142,0.00500357398142,Open,1.0,87.0,2.5,0 days 16:54:52.000000000,1014.0
ctwo: 2016-12-30 07:14:55 1.0 QHGH7 $462,QHGH7,2016-12-30 07:14:55,250.65,2016-12-29 17:00:00,248.8,0.00743569131833,0.00743569131833,Close,-1.0,462.0,2.5,0 days 14:14:55.000000000,854.0
ctwo: 2016-12-30 07:14:55 1 QHGH7 $-462,QHGH7,2016-12-30 07:14:55,250.65,2016-12-29 17:00:00,248.8,0.00743569131833,0.00743569131833,Open,1.0,-462.0,2.5,0 days 14:14:55.000000000,854.0
ctwo: 2016-12-30 07:14:53 1.0 @EUH7 $1049,@EUH7,2016-12-30 07:14:53,1.0605,2016-12-29 17:00:00,1.0521,0.00798403193613,0.00798403193613,Close,-1.0,1049.0,2.5,0 days 14:14:53.000000000,854.0
ctwo: 2016-12-30 07:14:53 1 @EUH7 $-1049,@EUH7,2016-12-30 07:14:53,1.0605,2016-12-29 17:00:00,1.0521,0.00798403193613,0.00798403193613,Open,1.0,-1049.0,2.5,0 days 14:14:53.000000000,854.0
