symbol,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol_description,trade_id,underlying
GBPJPY,4550,1465818510,,,150.39700,,forex,short,2016-06-13 07:48:30,1465818510,open,2016-06-13 07:48:26,150.41100,10000,,0,3,,,103421130,
EURGBP,3168,1465443163,,,0.78667,,forex,long,2016-06-08 23:32:43,1465443163,open,2016-06-08 23:32:33,0.78667,10000,,0,4,,,102753256,
CADCHF,-334,1465443163,,,0.75554,,forex,long,2016-06-08 23:32:43,1465443163,open,2016-06-08 23:32:31,0.75554,10000,,0,6,,,102753245,
EURUSD,782,1465818510,,,1.12725,,forex,short,2016-06-13 07:48:30,1465818510,open,2016-06-13 07:48:25,1.12726,10000,,0,4,,,103421125,
GBPCAD,2871,1465443163,,,1.83927,,forex,short,2016-06-08 23:32:43,1465443163,open,2016-06-08 23:32:34,1.83927,10000,,0,3,,,102753263,
NZDJPY,757,1466112000,,,73.47400,,forex,long,2016-06-16 17:20:00,1466112000,open,2016-06-16 17:19:54,73.47400,10000,,0,6,,,104124816,
NZDCAD,1709,1466112000,,,0.91345,,forex,long,2016-06-16 17:20:00,1466112000,open,2016-06-16 17:19:54,0.91346,10000,,0,6,,,104124813,
EURNZD,3222,1465216352,,,1.63810,,forex,short,2016-06-06 08:32:32,1465216352,open,2016-06-06 08:32:23,1.63807,10000,,0,4,,,102696923,
USDCAD,973,1465908170,,,1.28500,,forex,long,2016-06-14 08:42:50,1465908170,open,2016-06-14 08:42:46,1.28510,10000,,0,5,,,103445162,
AUDJPY,736,1466112000,,,76.75800,,forex,long,2016-06-16 17:20:00,1466112000,open,2016-06-16 17:19:51,76.75700,10000,,0,6,,,104124801,
EURCHF,-5,1465818510,,,1.08893,,forex,short,2016-06-13 07:48:30,1465818510,open,2016-06-13 07:48:24,1.08894,10000,,0,4,,,103421119,
AUDUSD,-1297,1465908170,,,0.73550,,forex,short,2016-06-14 08:42:50,1465908170,open,2016-06-14 08:42:43,0.73540,10000,,0,6,,,103445150,
AUDCAD,-2137,1465818510,,,0.94554,,forex,short,2016-06-13 07:48:30,1465818510,open,2016-06-13 07:48:21,0.94553,10000,,0,6,,,103421107,
AUDCHF,-2070,1466112000,,,0.71035,,forex,short,2016-06-16 17:20:00,1466112000,open,2016-06-16 17:19:50,0.71035,10000,,0,6,,,104124798,
GBPNZD,5992,1465216352,,,2.07775,,forex,short,2016-06-06 08:32:32,1465216352,open,2016-06-06 08:32:25,2.07781,10000,,0,3,,,102696928,
USDJPY,-580,1466112000,,,104.26600,,forex,long,2016-06-16 17:20:00,1466112000,open,2016-06-16 17:19:56,104.26700,10000,,0,5,,,104124822,
GBPCHF,3178,1465443163,,,1.38972,,forex,short,2016-06-08 23:32:43,1465443163,open,2016-06-08 23:32:35,1.38972,10000,,0,3,,,102753265,
AUDNZD,36,1466112000,,,1.04436,,forex,short,2016-06-16 17:20:00,1466112000,open,2016-06-16 17:19:52,1.04436,10000,,0,6,,,104124804,
EURCAD,-378,1465818510,,,1.43948,,forex,short,2016-06-13 07:48:30,1465818510,open,2016-06-13 07:48:23,1.43951,10000,,0,4,,,103421116,
CADJPY,-1039,1466112000,,,80.42200,,forex,long,2016-06-16 17:20:00,1466112000,open,2016-06-16 17:19:52,80.42100,10000,,0,6,,,104124807,
EURAUD,1875,1465443163,,,1.52528,,forex,short,2016-06-08 23:32:43,1465443163,open,2016-06-08 23:32:32,1.52528,10000,,0,4,,,102753250,
NZDUSD,1243,1466112000,,,0.70473,,forex,long,2016-06-16 17:20:00,1466112000,open,2016-06-16 17:19:55,0.70473,10000,,0,6,,,104124819,
NZDCHF,2137,1468290579,,,0.709195714285714,,forex,long,2016-07-11 22:29:39,1465216352,open,2016-06-06 08:32:26,0.67381,10000,,1,7,,,102696934,
EURJPY,2090,1465818510,,,119.57400,,forex,short,2016-06-13 07:48:30,1465818510,open,2016-06-13 07:48:24,119.57100,10000,,0,4,,,103421122,
GBPAUD,4803,1465443163,,,1.93877,,forex,short,2016-06-08 23:32:43,1465443163,open,2016-06-08 23:32:34,1.93877,10000,,0,3,,,102753261,
USDCHF,580,1465216352,,,0.97161,,forex,long,2016-06-06 08:32:32,1465216352,open,2016-06-06 08:32:28,0.97171,10000,,0,5,,,102696941,
CHFJPY,-1243,1466112000,,,108.04200,,forex,long,2016-06-16 17:20:00,1466112000,open,2016-06-16 17:19:53,108.04200,10000,,0,4,,,104124810,
GBPUSD,3314,1465818510,,,1.41780,,forex,short,2016-06-13 07:48:30,1465818510,open,2016-06-13 07:48:26,1.41798,10000,,0,3,,,103421134,
