rowname,contract,c2timestamp,c2price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,timedelta,delta
ctwo opened: 2017-06-08 16:45:26 1 @EMDM7 $0,@EMDM7,2017-06-08 16:45:26,1750.3,2017-06-08 17:00:00,1750.3,0.0,0.0,Open,1.0,0.0,2.5,-1 days +23:45:26.000000000,-15.0
ctwo opened: 2017-06-08 14:14:08 1 @SN7 $0,@SN7,2017-06-08 14:14:08,938.0,2017-06-08 14:20:00,938.0,0.0,0.0,Open,1.0,0.0,2.5,-1 days +23:54:08.000000000,-6.0
ctwo opened: 2017-06-08 16:45:29 1 @JYM7 $6,@JYM7,2017-06-08 16:45:29,0.0091,2017-06-08 17:00:00,0.0090995,5.49480740701e-05,5.49480740701e-05,Open,-1.0,6.0,2.5,-1 days +23:45:29.000000000,-15.0
ctwo opened: 2017-06-08 16:45:35 7 @TUU7 $109,@TUU7,2017-06-08 16:45:35,108.16406,2017-06-08 17:00:00,108.15625,7.22103438313e-05,7.22103438313e-05,Open,-1.0,109.0,17.5,-1 days +23:45:35.000000000,-15.0
ctwo opened: 2017-06-08 16:45:30 1 @NEM7 $9,@NEM7,2017-06-08 16:45:30,0.7213,2017-06-08 17:00:00,0.7214,-0.000138619351261,0.000138619351261,Open,1.0,9.0,2.5,-1 days +23:45:30.000000000,-15.0
ctwo opened: 2017-06-08 14:00:09 1 @HEQ7 $-10,@HEQ7,2017-06-08 14:00:09,81.7,2017-06-08 14:05:00,81.675,0.000306091215182,0.000306091215182,Open,1.0,-10.0,2.5,-1 days +23:55:09.000000000,-5.0
ctwo opened: 2017-06-08 16:45:25 1 @BPM7 $24,@BPM7,2017-06-08 16:45:25,1.2952,2017-06-08 17:00:00,1.2948,0.000308928019771,0.000308928019771,Open,-1.0,24.0,2.5,-1 days +23:45:25.000000000,-15.0
ctwo opened: 2017-06-08 16:45:32 1 QPAU7 $-54,QPAU7,2017-06-08 16:45:32,847.05,2017-06-08 17:00:00,846.5,0.000649734199646,0.000649734199646,Open,1.0,-54.0,2.5,-1 days +23:45:32.000000000,-15.0
ctwo opened: 2017-06-08 16:45:34 1 QSIN7 $79,QSIN7,2017-06-08 16:45:34,17.43,2017-06-08 17:00:00,17.414,0.000918800964741,0.000918800964741,Open,-1.0,79.0,2.5,-1 days +23:45:34.000000000,-15.0
ctwo opened: 2017-06-08 16:45:33 1 QPLN7 $64,QPLN7,2017-06-08 16:45:33,939.4,2017-06-08 17:00:00,938.1,0.00138577976762,0.00138577976762,Open,-1.0,64.0,2.5,-1 days +23:45:33.000000000,-15.0
ctwo opened: 2017-06-08 16:45:27 1 QGCQ7 $220,QGCQ7,2017-06-08 16:45:27,1281.7,2017-06-08 17:00:00,1279.5,0.00171942164908,0.00171942164908,Open,-1.0,220.0,2.5,-1 days +23:45:27.000000000,-15.0
ctwo opened: 2017-06-08 16:45:28 1 QHGN7 $112,QHGN7,2017-06-08 16:45:28,261.4,2017-06-08 17:00:00,260.95,0.00172446828894,0.00172446828894,Open,-1.0,112.0,2.5,-1 days +23:45:28.000000000,-15.0
ctwo opened: 2017-06-08 14:14:07 3 @CN7 $112,@CN7,2017-06-08 14:14:07,386.5,2017-06-08 14:20:00,385.75,0.00194426441996,0.00194426441996,Open,-1.0,112.0,7.5,-1 days +23:54:07.000000000,-6.0
ctwo opened: 2017-06-08 16:45:31 1 QNGN7 $-99,QNGN7,2017-06-08 16:45:31,3.038,2017-06-08 17:00:00,3.028,0.00330250990753,0.00330250990753,Open,1.0,-99.0,2.5,-1 days +23:45:31.000000000,-15.0
