rowname,contract,ibsym,CSIsym,ib_timestamp,ib_price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,delta
ib: 2017-06-06 16:45:37 4.0 ZN20170920 $0,ZN20170920,ZN,TY,2017-06-06 16:45:37,126.765625,2017-06-06 17:00:00,126.765625,0.0,0.0,Open,-1.0,0.0,10.0,-15.0
ib: 2017-06-06 16:45:43 2.0 HG20170727 $0,HG20170727,HG,HG,2017-06-06 16:45:43,254.7,2017-06-06 17:00:00,254.7,1.11588965176e-16,1.11588965176e-16,Open,1.0,0.0,5.0,-15.0
ib: 2017-06-06 16:45:50 8.0 ZF20170929 $-62,ZF20170929,ZF,FV,2017-06-06 16:45:50,118.515625,2017-06-06 17:00:00,118.5234375,-6.59152330103e-05,6.59152330103e-05,Open,-1.0,-62.0,20.0,-15.0
ib: 2017-06-06 16:45:35 12.0 ZT20170929 $-187,ZT20170929,ZT,TU,2017-06-06 16:45:35,108.2109375,2017-06-06 17:00:00,108.21875,-7.21917412648e-05,7.21917412648e-05,Open,-1.0,-187.0,30.0,-15.0
ib: 2017-06-06 16:45:39 2.0 NZD20170619 $20,NZD20170619,NZD,NE,2017-06-06 16:45:39,0.7182,2017-06-06 17:00:00,0.7183,-0.000139217597104,0.000139217597104,Open,1.0,20.0,5.0,-15.0
ib: 2017-06-06 16:45:33 2.0 CHF20170619 $-74,CHF20170619,CHF,SF,2017-06-06 16:45:33,1.04,2017-06-06 17:00:00,1.0397,0.000288544772531,0.000288544772531,Open,1.0,-74.0,5.0,-15.0
ib: 2017-06-06 14:13:49 4.0 ZM20170714 $-39,ZM20170714,ZM,SM,2017-06-06 14:13:49,301.2,2017-06-06 14:20:00,301.1,0.00033211557622,0.00033211557622,Open,1.0,-39.0,10.0,-7.0
ib: 2017-06-06 16:45:29 2.0 ZB20170920 $125,ZB20170920,ZB,US,2017-06-06 16:45:29,155.03125,2017-06-06 17:00:00,154.96875,0.000403307118371,0.000403307118371,Open,-1.0,125.0,5.0,-15.0
ib: 2017-06-06 16:45:52 2.0 EUR20170619 $-149,EUR20170619,EUR,CU,2017-06-06 16:45:52,1.12815,2017-06-06 17:00:00,1.12755,0.000532127178396,0.000532127178396,Open,1.0,-149.0,5.0,-15.0
ib: 2017-06-06 16:45:41 2.0 SI20170727 $-100,SI20170727,SI,SI,2017-06-06 16:45:41,1770.0,2017-06-06 17:00:00,1771.0,-0.000564652738566,0.000564652738566,Open,-1.0,-100.0,5.0,-15.0
ib: 2017-06-06 16:45:58 2.0 GC20170829 $-159,GC20170829,GC,GC,2017-06-06 16:45:58,1296.7,2017-06-06 17:00:00,1297.5,-0.000616570327553,0.000616570327553,Open,-1.0,-159.0,5.0,-15.0
ib: 2017-06-06 14:13:45 6.0 ZL20170714 $71,ZL20170714,ZL,BO,2017-06-06 14:13:45,31.37,2017-06-06 14:20:00,31.39,-0.000637145587767,0.000637145587767,Open,1.0,71.0,15.0,-7.0
ib: 2017-06-06 14:13:47 2.0 ZS20170714 $-75,ZS20170714,ZS,S,2017-06-06 14:13:47,924.25,2017-06-06 14:20:00,923.5,0.00081212777477,0.00081212777477,Open,1.0,-75.0,5.0,-7.0
ib: 2017-06-06 16:45:31 2.0 JPY20170619 $199,JPY20170619,JPY,JY,2017-06-06 16:45:31,0.91405,2017-06-06 17:00:00,0.91325,0.000875992335067,0.000875992335067,Open,-1.0,199.0,5.0,-15.0
ib: 2017-06-06 14:00:03 2.0 HE20170717 $-60,HE20170717,HE,LH,2017-06-06 14:00:03,81.45,2017-06-06 14:05:00,81.375,0.000921658986175,0.000921658986175,Open,1.0,-60.0,5.0,-5.0
ib: 2017-06-06 14:00:05 2.0 LE20170831 $160,LE20170831,LE,LC,2017-06-06 14:00:05,123.8,2017-06-06 14:05:00,123.6,0.00161812297735,0.00161812297735,Open,-1.0,160.0,5.0,-5.0
ib: 2017-06-06 16:45:56 2.0 GBP20170619 $-262,GBP20170619,GBP,BP,2017-06-06 16:45:56,1.2914,2017-06-06 17:00:00,1.2893,0.00162879081672,0.00162879081672,Open,1.0,-262.0,5.0,-15.0
ib: 2017-06-06 16:45:45 2.0 NIY20170608 $-365,NIY20170608,NIY,NIY,2017-06-06 16:45:45,19945.0,2017-06-06 17:00:00,19905.0,0.00200954534037,0.00200954534037,Open,1.0,-365.0,5.0,-15.0
ib: 2017-06-06 16:45:48 2.0 CL20170620 $459,CL20170620,CL,CL,2017-06-06 16:45:48,47.96,2017-06-06 17:00:00,48.19,-0.00477277443453,0.00477277443453,Open,1.0,459.0,5.0,-15.0
ib: 2017-06-06 16:45:54 2.0 NG20170628 $-320,NG20170628,NG,NG,2017-06-06 16:45:54,3.058,2017-06-06 17:00:00,3.042,0.00525969756739,0.00525969756739,Open,1.0,-320.0,5.0,-15.0
ib: 2017-06-06 16:45:27 2.0 RB20170630 $2016,RB20170630,RB,RB,2017-06-06 16:45:27,1.5305,2017-06-06 17:00:00,1.5545,-0.0154390479254,0.0154390479254,Open,1.0,2016.0,5.0,-15.0
