trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,currency,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,underlying
114888779,2071,1510838650,,,1.90530,USD,,future,long,2017-11-16 08:24:10,1510838650,open,2017-11-16 08:23:54,1.90470,42000,,0,1,,QHOF8,,
114888829,1360,1510838650,,,313.80000,USD,,future,long,2017-11-16 08:24:10,1510838650,open,2017-11-16 08:24:04,313.80000,100,,0,2,,@SMF8,,
114888814,-1015,1510838650,,,933.20000,USD,,future,short,2017-11-16 08:24:10,1510838650,open,2017-11-16 08:24:00,932.80000,50,,0,1,,QPLF8,,
114888826,-1250,1510838650,,,17.06000,USD,,future,short,2017-11-16 08:24:10,1510838650,open,2017-11-16 08:24:03,17.05500,5000,,0,1,,QSIZ7,,
114888807,310,1510838650,,,6294.25000,USD,,future,long,2017-11-16 08:24:10,1510838650,open,2017-11-16 08:23:59,6294.25000,20,,0,1,,@NQZ7,,
114888845,450,1510838650,,,439.00000,USD,,future,long,2017-11-16 08:24:10,1510838650,open,2017-11-16 08:24:06,438.75000,50,,0,2,,@WH8,,
114891362,-100,1510858740,,,66.65000,USD,,future,long,2017-11-16 13:59:00,1510858740,open,2017-11-16 09:51:33,67.27500,400,,0,1,,@HEG8,,
114888839,-250,1510838650,,,124.85938,USD,,future,short,2017-11-16 08:24:10,1510838650,open,2017-11-16 08:24:05,124.84375,1000,,0,2,,@TYZ7,,
114891317,-1138,1510858740,,,153.90000,USD,,future,long,2017-11-16 13:59:00,1510858740,open,2017-11-16 09:50:51,153.67500,500,,0,1,,@GFF8,,
114888823,438,1510838651,,,1.00980,USD,,future,long,2017-11-16 08:24:11,1510838651,open,2017-11-16 08:24:02,1.00980,125000,,0,1,,@SFZ7,,
114920954,125,1510946081,,,355.00000,USD,,future,long,2017-11-17 14:14:41,1510946081,open,2017-11-17 14:14:37,354.75000,50,,0,5,,@CH8,,
114888848,-115,1510838650,,,23332.00000,USD,,future,long,2017-11-16 08:24:10,1510838650,open,2017-11-16 08:24:07,23331.00000,5,,0,1,,@YMZ7,,
114888804,-775,1510838650,,,22475.00000,USD,,future,long,2017-11-16 08:24:10,1510838650,open,2017-11-16 08:23:58,22470.00000,5,,0,1,,@NKDZ7,,
114888820,838,1510838650,,,977.00000,USD,,future,long,2017-11-16 08:24:10,1510946081,open,2017-11-16 08:24:01,983.62500,50,,0,2,,@SF8,,
114888832,125,1510838650,,,107.49219,USD,,future,short,2017-11-16 08:24:10,1510838650,open,2017-11-16 08:24:04,107.49219,2000,,0,8,,@TUZ7,,
114888798,-300,1510838650,,,0.68410,USD,,future,long,2017-11-16 08:24:10,1510838650,open,2017-11-16 08:23:57,0.68410,100000,,0,1,,@NEZ7,,
114888817,1016,1510838650,,,1.72140,USD,,future,long,2017-11-16 08:24:10,1510838650,open,2017-11-16 08:24:00,1.72140,42000,,0,1,,QRBF8,,
114888773,-1630,1510838650,,,1278.50000,USD,,future,short,2017-11-16 08:24:10,1510838650,open,2017-11-16 08:23:53,1278.10000,100,,0,1,,QGCZ7,,
114888801,250,1510838650,,,3.19400,USD,,future,long,2017-11-16 08:24:10,1510838650,open,2017-11-16 08:23:57,3.19400,10000,,0,1,,QNGF8,,
114891304,-410,1510858740,,,125.20000,USD,,future,long,2017-11-16 13:59:00,1510858740,open,2017-11-16 09:50:38,125.67500,400,,0,1,,@LEG8,,
114888754,1440,1510838651,,,55.37000,USD,,future,long,2017-11-16 08:24:11,1510838651,open,2017-11-16 08:23:49,55.36000,1000,,0,1,,QCLF8,,
114888745,106,1510838650,,,1.32130,USD,,future,long,2017-11-16 08:24:10,1510838650,open,2017-11-16 08:23:47,1.32120,62500,,0,1,,@BPZ7,,
114888760,1570,1510838650,,,1823.90000,USD,,future,long,2017-11-16 08:24:10,1510838650,open,2017-11-16 08:23:50,1823.70000,100,,0,1,,@EMDZ7,,
114888795,975,1510838650,,,0.05197,USD,,future,long,2017-11-16 08:24:10,1510838650,open,2017-11-16 08:23:56,0.05196,500000,,0,3,,@PXZ7,,
114888739,-270,1510838651,,,0.75910,USD,,future,long,2017-11-16 08:24:11,1510838651,open,2017-11-16 08:23:46,0.75900,100000,,0,1,,@ADZ7,,
114888742,-432,1510838650,,,34.85000,USD,,future,long,2017-11-16 08:24:10,1510838650,open,2017-11-16 08:23:47,34.84000,600,,0,3,,@BOF8,,
114888810,670,1510838650,,,987.40000,USD,,future,long,2017-11-16 08:24:10,1510838650,open,2017-11-16 08:23:59,986.70000,100,,0,1,,QPAZ7,,
114888757,219,1510838650,,,1.17910,USD,,future,long,2017-11-16 08:24:10,1510838650,open,2017-11-16 08:23:50,1.17910,125000,,0,1,,@EUZ7,,
114888782,-950,1510838650,,,0.00886,USD,,future,short,2017-11-16 08:24:10,1510838650,open,2017-11-16 08:23:55,0.00886,12500000,,0,1,,@JYZ7,,
114888770,-219,1510838650,,,116.91406,USD,,future,short,2017-11-16 08:24:10,1510955312,open,2017-11-16 08:23:52,116.91719,1000,,0,5,,@FVZ7,,
114888776,300,1510838650,,,305.95000,USD,,future,long,2017-11-16 08:24:10,1510838650,open,2017-11-16 08:23:53,305.95000,250,,0,1,,QHGZ7,,
114888751,30,1510838650,,,0.78375,USD,,future,long,2017-11-16 08:24:10,1510838650,open,2017-11-16 08:23:49,0.78355,100000,,0,2,,@CDZ7,,
114888763,125,1510838651,,,2573.50000,USD,,future,long,2017-11-16 08:24:11,1510838651,open,2017-11-16 08:23:51,2573.25000,50,,0,1,,@ESZ7,,
114888842,-313,1510838650,,,153.71875,USD,,future,short,2017-11-16 08:24:10,1510838650,open,2017-11-16 08:24:06,153.68750,1000,,0,1,,@USZ7,,
110262052,-163,1489839365,2017-03-16 14:12:25,1489687945,1003.25000,USD,,future,short,,1489687166,closed,2017-03-15 20:20:54,1000.00000,50,,1,1,,@SK7,,
110262066,-50,1489839365,2017-03-16 14:12:27,1489687947,436.00000,USD,,future,long,,1489687166,closed,2017-03-15 20:21:19,436.50000,50,,2,2,,@WK7,,
110261002,-290,1489839365,2017-03-16 16:46:22,1489697182,0.76650,USD,,future,long,,1489617177,closed,2017-03-15 18:32:52,0.76940,100000,,1,1,,@ADM7,,
110261006,-230,1489839365,2017-03-16 16:46:23,1489697183,0.75175,USD,,future,long,,1489617177,closed,2017-03-15 18:32:53,0.75290,100000,,2,2,,@CDM7,,
110261010,450,1489839365,2017-03-16 16:46:24,1489697184,1.08175,USD,,future,long,,1489617177,closed,2017-03-15 18:32:54,1.07815,125000,,1,1,,@EUM7,,
110261012,430,1489839365,2017-03-16 16:46:25,1489697185,1729.50000,USD,,future,long,,1489617177,closed,2017-03-15 18:32:55,1725.20000,100,,1,1,,@EMDM7,,
110261014,-38,1489839365,2017-03-16 16:46:25,1489697185,2380.75000,USD,,future,short,,1489617177,closed,2017-03-15 18:32:55,2380.00000,50,,1,1,,@ESM7,,
110261020,-633,1489839365,2017-03-16 16:46:26,1489697186,116.98438,USD,,future,long,,1489617202,closed,2017-03-15 18:33:12,117.19531,1000,,3,3,,@FVM7,,
110261024,188,1489839365,2017-03-16 16:46:27,1489697187,267.75000,USD,,future,long,,1489617202,closed,2017-03-15 18:33:13,267.00000,250,,1,1,,QHGK7,,
110261022,610,1489839365,2017-03-16 16:46:27,1489697187,1226.10000,USD,,future,long,,1489617202,closed,2017-03-15 18:33:13,1220.00000,100,,1,1,,QGCJ7,,
110261034,-630,1489839365,2017-03-16 16:46:28,1489697188,2.96700,USD,,future,long,,1489617202,closed,2017-03-15 18:33:15,3.03000,10000,,1,1,,QNGK7,,
110261054,-781,1489839365,2017-03-16 16:46:29,1489697189,107.96875,USD,,future,long,,1489617202,closed,2017-03-15 18:33:19,108.04688,2000,,5,5,,@TUM7,,
110261038,-10,1489839365,2017-03-16 16:46:29,1489697189,5417.75000,USD,,future,long,,1489617202,closed,2017-03-15 18:33:16,5418.25000,20,,1,1,,@NQM7,,
110261056,-656,1489839365,2017-03-16 16:46:30,1489697190,123.42188,USD,,future,long,,1489617202,closed,2017-03-15 18:33:19,123.75000,1000,,2,2,,@TYM7,,
110261062,-15,1489839365,2017-03-16 16:46:31,1489697191,20892.00000,USD,,future,long,,1489617202,closed,2017-03-15 18:33:20,20895.00000,5,,1,1,,@YMM7,,
110261026,-626,1490447523,2017-03-22 14:01:10,1490205670,1.50240,USD,,future,long,,1489617202,closed,2017-03-15 18:33:13,1.51730,42000,,1,1,,QHOJ7,,
110281150,1720,1490447523,2017-03-22 14:01:17,1490205677,113.77500,USD,,future,long,,1489687182,closed,2017-03-16 13:59:40,109.47500,400,,1,1,,@LEM7,,
110262061,1404,1490447523,2017-03-22 14:18:19,1490206699,33.46000,USD,,future,long,,1489687166,closed,2017-03-15 20:21:14,32.29000,600,,2,2,,@BOK7,,
110281485,-225,1490447523,2017-03-22 14:18:21,1490206701,998.50000,USD,,future,long,,1489687949,closed,2017-03-16 14:12:26,1003.00000,50,,1,1,,@SK7,,
110261052,-1110,1490447523,2017-03-22 14:18:22,1490206702,323.30000,USD,,future,long,,1489687949,closed,2017-03-15 18:33:19,328.85000,100,,2,2,,@SMK7,,
110261008,-1550,1490447523,2017-03-22 17:08:23,1490216903,48.09000,USD,,future,long,,1489617177,closed,2017-03-15 18:32:54,49.64000,1000,,1,1,,QCLK7,,
110285134,-2300,1490447523,2017-03-22 17:08:24,1490216904,1249.10000,USD,,future,short,,1489697193,closed,2017-03-16 16:46:27,1226.10000,100,,1,1,,QGCJ7,,
110261036,-2550,1490447523,2017-03-22 17:08:26,1490216906,18960.00000,USD,,future,long,,1489617202,closed,2017-03-15 18:33:15,19470.00000,5,,1,1,,@NKDM7,,
110261044,-101,1490447523,2017-03-22 17:08:27,1490216907,1.60750,USD,,future,long,,1489617202,closed,2017-03-15 18:33:17,1.60990,42000,,1,1,,QRBK7,,
110261040,2720,1490447523,2017-03-22 17:08:27,1490216907,788.00000,USD,,future,long,,1489617202,closed,2017-03-15 18:33:16,760.80000,100,,1,1,,QPAM7,,
110285149,-1016,1490447523,2017-03-22 18:20:36,1490221236,124.43750,USD,,future,short,,1489697193,closed,2017-03-16 16:46:31,123.42188,1000,,1,1,,@TYM7,,
110261004,1125,1490447523,2017-03-22 18:20:52,1490221252,1.25020,USD,,future,long,,1489617177,closed,2017-03-15 18:32:53,1.23220,62500,,1,1,,@BPM7,,
110261032,260,1490447523,2017-03-22 18:20:55,1490221255,0.70260,USD,,future,long,,1489617202,closed,2017-03-15 18:33:15,0.70000,100000,,1,1,,@NEM7,,
110285146,-1625,1490447523,2017-03-22 18:20:57,1490221257,108.17188,USD,,future,short,,1489697193,closed,2017-03-16 16:46:30,107.96875,2000,,4,4,,@TUM7,,
110285131,-1781,1490447523,2017-03-22 18:21:13,1490221273,117.57813,USD,,future,short,,1489697193,closed,2017-03-16 16:46:26,116.98438,1000,,3,3,,@FVM7,,
110285128,-1725,1490447523,2017-03-22 18:21:17,1490221277,2346.00000,USD,,future,long,,1489697193,closed,2017-03-16 16:46:26,2380.50000,50,,1,1,,@ESM7,,
110261042,35,1490923820,2017-03-28 13:58:17,1490723897,955.30000,USD,,future,long,,1489617202,closed,2017-03-15 18:33:17,954.60000,50,,1,1,,QPLJ7,,
110387683,410,1490923820,2017-03-28 13:58:18,1490723898,1251.70000,USD,,future,long,,1490216910,closed,2017-03-22 17:08:25,1247.60000,100,,1,1,,QGCJ7,,
110384536,900,1490923820,2017-03-28 13:58:25,1490723905,111.52500,USD,,future,short,,1490205679,closed,2017-03-22 14:01:17,113.77500,400,,1,1,,@LEM7,,
110384777,1140,1490983348,2017-03-28 14:10:23,1490724623,32.51000,USD,,future,short,,1490206704,closed,2017-03-22 14:18:20,33.46000,600,,2,2,,@BOK7,,
110262045,1013,1490983348,2017-03-28 14:10:24,1490724624,357.75000,USD,,future,short,,1489687166,closed,2017-03-15 20:20:06,364.50000,50,,3,3,,@CK7,,
110384780,1313,1490983348,2017-03-28 14:10:25,1490724625,972.25000,USD,,future,short,,1490206704,closed,2017-03-22 14:18:22,998.50000,50,,1,1,,@SK7,,
110281489,1125,1490983348,2017-03-28 14:10:26,1490724626,424.75000,USD,,future,short,,1489687949,closed,2017-03-16 14:12:27,436.00000,50,,2,2,,@WK7,,
110285125,2690,1490984105,2017-03-28 16:34:41,1490733281,1702.60000,USD,,future,short,,1489697193,closed,2017-03-16 16:46:25,1729.50000,100,,1,1,,@EMDM7,,
110388632,-313,1490984105,2017-03-28 16:34:43,1490733283,2352.25000,USD,,future,short,,1490227487,closed,2017-03-22 18:21:25,2346.00000,50,,1,1,,@ESM7,,
110388627,-258,1490984105,2017-03-28 16:34:44,1490733284,117.49219,USD,,future,long,,1490227487,closed,2017-03-22 18:21:22,117.57813,1000,,3,3,,@FVM7,,
110285137,200,1490984105,2017-03-28 16:34:45,1490733285,266.95000,USD,,future,short,,1489697193,closed,2017-03-16 16:46:28,267.75000,250,,1,1,,QHGK7,,
110387695,-400,1490984105,2017-03-28 16:34:48,1490733288,792.00000,USD,,future,short,,1490216910,closed,2017-03-22 17:08:27,788.00000,100,,1,1,,QPAM7,,
110261050,4325,1490984105,2017-03-28 16:34:50,1490733290,18.19000,USD,,future,long,,1489617202,closed,2017-03-15 18:33:18,17.32500,5000,,1,1,,QSIK7,,
110388619,-250,1490984105,2017-03-28 16:34:51,1490733291,108.14063,USD,,future,long,,1490227487,closed,2017-03-22 18:21:05,108.17188,2000,,4,4,,@TUM7,,
110388614,-156,1490984105,2017-03-28 16:34:52,1490733292,124.28125,USD,,future,long,,1490227487,closed,2017-03-22 18:20:50,124.43750,1000,,1,1,,@TYM7,,
110488767,100,1491059772,2017-03-29 14:10:21,1490811021,358.00000,USD,,future,long,,1490724628,closed,2017-03-28 14:10:24,357.50000,50,,4,4,,@CK7,,
110384783,1560,1491059773,2017-03-29 14:10:22,1490811022,315.50000,USD,,future,short,,1490206704,closed,2017-03-22 14:18:23,323.30000,100,,2,2,,@SMK7,,
110488778,50,1491059772,2017-03-29 14:10:23,1490811023,425.00000,USD,,future,long,,1490724629,closed,2017-03-28 14:10:26,424.50000,50,,2,2,,@WK7,,
110388624,244,1491059773,2017-03-29 16:34:41,1490819681,1.24630,USD,,future,short,,1490227487,closed,2017-03-22 18:21:16,1.25020,62500,,1,1,,@BPM7,,
110387672,-1410,1491059772,2017-03-29 16:34:42,1490819682,49.50000,USD,,future,short,,1490216910,closed,2017-03-22 17:08:23,48.09000,1000,,1,1,,QCLK7,,
110494341,610,1491059772,2017-03-29 16:34:43,1490819683,1708.20000,USD,,future,long,,1490733293,closed,2017-03-28 16:34:42,1702.10000,100,,1,1,,@EMDM7,,
110494352,125,1491059773,2017-03-29 16:34:44,1490819684,267.40000,USD,,future,long,,1490733294,closed,2017-03-28 16:34:46,266.90000,250,,1,1,,QHGK7,,
110387685,-1789,1491059772,2017-03-29 16:34:45,1490819685,1.54440,USD,,future,short,,1490216910,closed,2017-03-22 17:08:25,1.50180,42000,,1,1,,QHOK7,,
110388621,60,1491059773,2017-03-29 16:34:46,1490819686,0.70200,USD,,future,short,,1490227487,closed,2017-03-22 18:21:09,0.70260,100000,,1,1,,@NEM7,,
110494358,-55,1491059773,2017-03-29 16:34:47,1490819687,958.70000,USD,,future,short,,1490733294,closed,2017-03-28 16:34:49,957.60000,50,,1,1,,QPLN7,,
