symbol,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol_description,trade_id,underlying
CADJPY,7,1459285135,,,86.23000,,forex,long,2016-03-29 16:58:55,1459285135,open,2016-03-29 16:58:49,86.22900,10000,,0,1,,,101554212,
NZDJPY,14,1459285127,,,77.19900,,forex,long,2016-03-29 16:58:47,1459285127,open,2016-03-29 16:58:43,77.19900,10000,,0,1,,,101554210,
USDCHF,4,1459289277,,,0.96638,,forex,long,2016-03-29 18:07:57,1459289277,open,2016-03-29 18:07:53,0.96638,10000,,0,1,,,101554795,
GBPJPY,2,1459279729,,,162.21300,,forex,long,2016-03-29 15:28:49,1459279729,open,2016-03-29 15:28:45,162.21700,10000,,0,1,,,101552590,
NZDUSD,1,1459277824,,,0.68554,,forex,long,2016-03-29 14:57:04,1459277824,open,2016-03-29 14:48:11,0.68563,10000,,0,1,,,101551629,
EURCHF,-3,1459286616,,,1.09172,,forex,long,2016-03-29 17:23:36,1459286616,open,2016-03-29 17:23:26,1.09173,10000,,0,1,,,101554362,
GBPUSD,155,1459228977,,,1.42327,,forex,long,2016-03-29 01:22:57,1459228977,open,2016-03-29 01:22:54,1.42327,10000,,0,1,,,101535026,
AUDUSD,-2,1459278471,,,0.76358,,forex,long,2016-03-29 15:07:51,1459278471,open,2016-03-29 15:07:46,0.76352,10000,,0,1,,,101552103,
EURUSD,-10,1459279085,,,1.12975,,forex,long,2016-03-29 15:18:05,1459279085,open,2016-03-29 15:18:02,1.12980,10000,,0,1,,,101552355,
AUDJPY,-2,1459290153,,,86.08600,,forex,short,2016-03-29 18:22:33,1459290153,open,2016-03-29 18:22:29,86.08800,10000,,0,1,,,101554908,
EURGBP,1,1459289290,,,0.78466,,forex,short,2016-03-29 18:08:10,1459289290,open,2016-03-29 18:08:06,0.78465,10000,,0,1,,,101554799,
USDCAD,37,1459271621,,,1.31139,,forex,short,2016-03-29 13:13:41,1459271621,open,2016-03-29 13:13:37,1.31150,10000,,0,1,,,101549263,
CHFJPY,13,1459286602,,,116.46600,,forex,long,2016-03-29 17:23:22,1459286602,open,2016-03-29 17:23:18,116.46600,10000,,0,1,,,101554360,
