rowname,contract,c2timestamp,c2price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,timedelta,delta
ctwo opened: 2017-01-10 14:14:34 1 @SMH7 $0,@SMH7,2017-01-10 14:14:34,317.5,2017-01-10 14:20:00,317.5,0.0,0.0,Open,-1.0,0.0,2.5,-1 days +23:54:34.000000000,-6.0
ctwo opened: 2017-01-10 16:43:31 1 @SFH7 $12,@SFH7,2017-01-10 16:43:31,0.9869,2017-01-10 17:00:00,0.9868,0.000101337657073,0.000101337657073,Open,-1.0,12.0,2.5,-1 days +23:43:31.000000000,-17.0
ctwo opened: 2017-01-10 16:43:33 1 @TYH7 $15,@TYH7,2017-01-10 16:43:33,124.75,2017-01-10 17:00:00,124.765625,-0.000125234815279,0.000125234815279,Open,1.0,15.0,2.5,-1 days +23:43:33.000000000,-17.0
ctwo opened: 2017-01-10 16:43:27 1 @EUH7 $-25,@EUH7,2017-01-10 16:43:27,1.05845,2017-01-10 17:00:00,1.05865,-0.000188919850754,0.000188919850754,Open,-1.0,-25.0,2.5,-1 days +23:43:27.000000000,-17.0
ctwo opened: 2017-01-10 16:43:26 1 @CDH7 $-29,@CDH7,2017-01-10 16:43:26,0.75605,2017-01-10 17:00:00,0.75635,-0.000396641766378,0.000396641766378,Open,-1.0,-29.0,2.5,-1 days +23:43:26.000000000,-17.0
ctwo opened: 2017-01-10 16:43:35 1 @YMH7 $50,@YMH7,2017-01-10 16:43:35,19798.0,2017-01-10 17:00:00,19788.0,0.000505356781888,0.000505356781888,Open,-1.0,50.0,2.5,-1 days +23:43:35.000000000,-17.0
ctwo opened: 2017-01-10 16:43:25 1 @BPH7 $68,@BPH7,2017-01-10 16:43:25,1.219,2017-01-10 17:00:00,1.2179,0.000903194022498,0.000903194022498,Open,-1.0,68.0,2.5,-1 days +23:43:25.000000000,-17.0
ctwo opened: 2017-01-10 14:14:36 2 @WH7 $-50,@WH7,2017-01-10 14:14:36,426.25,2017-01-10 14:20:00,426.75,-0.00117164616286,0.00117164616286,Open,-1.0,-50.0,5.0,-1 days +23:54:36.000000000,-6.0
ctwo opened: 2017-01-10 14:14:31 4 @CH7 $100,@CH7,2017-01-10 14:14:31,357.75,2017-01-10 14:20:00,358.25,-0.00139567341242,0.00139567341242,Open,1.0,100.0,10.0,-1 days +23:54:31.000000000,-6.0
ctwo opened: 2017-01-10 14:03:20 1 @GFH7 $112,@GFH7,2017-01-10 14:03:20,129.775,2017-01-10 14:05:00,130.0,-0.00173076923077,0.00173076923077,Open,1.0,112.0,2.5,-1 days +23:58:20.000000000,-2.0
ctwo opened: 2017-01-10 16:43:28 3 @PXH7 $134,@PXH7,2017-01-10 16:43:28,0.04546,2017-01-10 17:00:00,0.04555,-0.0019758507135,0.0019758507135,Open,1.0,134.0,7.5,-1 days +23:43:28.000000000,-17.0
ctwo opened: 2017-01-10 16:43:29 1 QNGH7 $80,QNGH7,2017-01-10 16:43:29,3.267,2017-01-10 17:00:00,3.275,-0.0024427480916,0.0024427480916,Open,1.0,80.0,2.5,-1 days +23:43:29.000000000,-17.0
ctwo opened: 2017-01-10 16:43:30 1 QRBG7 $327,QRBG7,2017-01-10 16:43:30,1.5545,2017-01-10 17:00:00,1.5467,0.00504299476304,0.00504299476304,Open,-1.0,327.0,2.5,-1 days +23:43:30.000000000,-17.0
