rowname,contract,c2timestamp,c2price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,timedelta,delta
ctwo opened: 2017-05-11 14:15:46 1 @CN7 $0,@CN7,2017-05-11 14:15:46,369.25,2017-05-11 14:20:00,369.25,0.0,0.0,Open,1.0,0.0,2.5,-1 days +23:55:46.000000000,-5.0
ctwo opened: 2017-05-11 16:44:59 1 @TUM7 $15,@TUM7,2017-05-11 16:44:59,108.17969,2017-05-11 17:00:00,108.171875,7.22461360681e-05,7.22461360681e-05,Open,-1.0,15.0,2.5,-1 days +23:44:59.000000000,-16.0
ctwo opened: 2017-05-11 16:44:57 1 @ESM7 $12,@ESM7,2017-05-11 16:44:57,2390.75,2017-05-11 17:00:00,2391.0,-0.000104558762024,0.000104558762024,Open,1.0,12.0,2.5,-1 days +23:44:57.000000000,-16.0
ctwo opened: 2017-05-11 16:44:55 1 QCLM7 $9,QCLM7,2017-05-11 16:44:55,47.82,2017-05-11 17:00:00,47.83,-0.000209073803052,0.000209073803052,Open,1.0,9.0,2.5,-1 days +23:44:55.000000000,-16.0
ctwo opened: 2017-05-11 16:44:55 1 @EUM7 $43,@EUM7,2017-05-11 16:44:55,1.08815,2017-05-11 17:00:00,1.0885,-0.00032154340836,0.00032154340836,Open,1.0,43.0,2.5,-1 days +23:44:55.000000000,-16.0
ctwo opened: 2017-05-11 16:44:58 1 @JYM7 $37,@JYM7,2017-05-11 16:44:58,0.00879,2017-05-11 17:00:00,0.008793,-0.000341180484476,0.000341180484476,Open,1.0,37.0,2.5,-1 days +23:44:58.000000000,-16.0
ctwo opened: 2017-05-11 16:44:57 1 QHGN7 $-24,QHGN7,2017-05-11 16:44:57,250.9,2017-05-11 17:00:00,250.8,0.000398724082935,0.000398724082935,Open,1.0,-24.0,2.5,-1 days +23:44:57.000000000,-16.0
ctwo opened: 2017-05-11 16:45:00 1 @TYM7 $62,@TYM7,2017-05-11 16:45:00,124.98438,2017-05-11 17:00:00,124.921875,0.00050035272045,0.00050035272045,Open,-1.0,62.0,2.5,-1 days +23:45:00.000000000,-15.0
ctwo opened: 2017-05-11 14:15:47 1 @SMN7 $-19,@SMN7,2017-05-11 14:15:47,314.7,2017-05-11 14:20:00,314.9,-0.000635122261035,0.000635122261035,Open,-1.0,-19.0,2.5,-1 days +23:55:47.000000000,-5.0
ctwo opened: 2017-05-11 16:44:56 1 @EMDM7 $139,@EMDM7,2017-05-11 16:44:56,1724.9,2017-05-11 17:00:00,1726.3,-0.000810983027284,0.000810983027284,Open,1.0,139.0,2.5,-1 days +23:44:56.000000000,-16.0
ctwo opened: 2017-05-11 14:15:48 1 @WN7 $-37,@WN7,2017-05-11 14:15:48,434.5,2017-05-11 14:20:00,433.75,0.00172910662824,0.00172910662824,Open,1.0,-37.0,2.5,-1 days +23:55:48.000000000,-5.0
