rowname,symbol,c2timestamp,c2price,csitimestamp,csiPrice,slippage,abs_slippage,Type,timedelta,delta
2016-11-08 02:20:53 ctwo:8872.1 csi:8872.1 IBX6,IBX6,2016-11-08 02:20:53,8872.1,2016-11-07 20:00:00,8872.1,0.0,0.0,Close,0 days 06:20:53.000000000,0.264502314815
2016-11-08 02:21:07 ctwo:8872.1 csi:8872.1 IBX6,IBX6,2016-11-08 02:21:07,8872.1,2016-11-07 20:00:00,8872.1,0.0,0.0,Open,0 days 06:21:07.000000000,0.264664351852
2016-11-07 21:51:21 ctwo:97.68 csi:97.68 HXSZ6,HXSZ6,2016-11-07 21:51:21,97.68,2016-11-07 20:00:00,97.68,0.0,0.0,Close,0 days 01:51:21.000000000,0.0773263888889
2016-11-07 21:51:22 ctwo:97.68 csi:97.68 HXSZ6,HXSZ6,2016-11-07 21:51:22,97.68,2016-11-07 20:00:00,97.68,0.0,0.0,Open,0 days 01:51:22.000000000,0.077337962963
2016-11-07 21:51:17 ctwo:109.16406 csi:109.1640625 @TUZ6,@TUZ6,2016-11-07 21:51:17,109.16406,2016-11-07 20:00:00,109.1640625,-2.29013096108e-08,2.29013096108e-08,Open,0 days 01:51:17.000000000,0.0772800925926
2016-11-07 21:51:17 ctwo:109.171875 csi:109.1640625 @TUZ6,@TUZ6,2016-11-07 21:51:17,109.171875,2016-11-07 20:00:00,109.1640625,7.15665927145e-05,7.15665927145e-05,Close,0 days 01:51:17.000000000,0.0772800925926
2016-11-07 21:50:59 ctwo:97.8 csi:97.793 @DXZ6,@DXZ6,2016-11-07 21:50:59,97.8,2016-11-07 20:00:00,97.793,7.15797654229e-05,7.15797654229e-05,Close,0 days 01:50:59.000000000,0.0770717592593
2016-11-08 02:01:37 ctwo:131.18 csi:131.19 BLZ6,BLZ6,2016-11-08 02:01:37,131.18,2016-11-07 20:00:00,131.19,-7.62253220519e-05,7.62253220519e-05,Close,0 days 06:01:37.000000000,0.251122685185
2016-11-08 02:01:49 ctwo:131.18 csi:131.19 BLZ6,BLZ6,2016-11-08 02:01:49,131.18,2016-11-07 20:00:00,131.19,-7.62253220519e-05,7.62253220519e-05,Open,0 days 06:01:49.000000000,0.251261574074
2016-11-07 21:51:04 ctwo:1.46 csi:1.4598 QHOF7,QHOF7,2016-11-07 21:51:04,1.46,2016-11-07 20:00:00,1.4598,0.000137005069188,0.000137005069188,Open,0 days 01:51:04.000000000,0.0771296296296
