rowname,contract,c2timestamp,c2price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,timedelta,delta
ctwo closed: 2017-05-03 14:15:29 1.0 @SMN7 $0,@SMN7,2017-05-03 14:15:29,318.8,2017-05-03 14:20:00,318.8,0.0,0.0,Close,-1.0,0.0,2.5,-1 days +23:55:29.000000000,-5.0
ctwo opened: 2017-05-03 08:40:47 1 @TUM7 $0,@TUM7,2017-05-03 08:40:47,108.28125,2017-05-03 17:00:00,108.2578125,0.000216497077289,0.000216497077289,Open,0.0,0.0,2.5,-1 days +15:40:47.000000000,-500.0
ctwo opened: 2017-05-03 08:40:45 1 @ESM7 $0,@ESM7,2017-05-03 08:40:45,2382.25,2017-05-03 17:00:00,2383.25,-0.000419595090737,0.000419595090737,Open,0.0,0.0,2.5,-1 days +15:40:45.000000000,-500.0
ctwo closed: 2017-05-03 14:15:30 1.0 @WN7 $12,@WN7,2017-05-03 14:15:30,454.25,2017-05-03 14:20:00,454.0,0.000550660792952,0.000550660792952,Close,-1.0,12.0,2.5,-1 days +23:55:30.000000000,-5.0
ctwo opened: 2017-05-03 08:40:45 1 @EMDM7 $0,@EMDM7,2017-05-03 08:40:45,1726.1,2017-05-03 17:00:00,1725.0,0.00063768115942,0.00063768115942,Open,0.0,0.0,2.5,-1 days +15:40:45.000000000,-500.0
ctwo closed: 2017-05-03 14:15:27 1.0 @CN7 $12,@CN7,2017-05-03 14:15:27,374.5,2017-05-03 14:20:00,374.75,-0.000667111407605,0.000667111407605,Close,1.0,12.0,2.5,-1 days +23:55:27.000000000,-5.0
ctwo opened: 2017-05-03 08:40:48 1 @TYM7 $0,@TYM7,2017-05-03 08:40:48,125.65625,2017-05-03 17:00:00,125.546875,0.000871188550093,0.000871188550093,Open,0.0,0.0,2.5,-1 days +15:40:48.000000000,-500.0
ctwo opened: 2017-05-03 08:40:44 1 @EUM7 $0,@EUM7,2017-05-03 08:40:44,1.09405,2017-05-03 17:00:00,1.0928,0.00114385065886,0.00114385065886,Open,0.0,0.0,2.5,-1 days +15:40:44.000000000,-500.0
ctwo opened: 2017-05-03 08:40:43 1 QCLM7 $0,QCLM7,2017-05-03 08:40:43,47.89,2017-05-03 17:00:00,47.82,0.00146382266834,0.00146382266834,Open,0.0,0.0,2.5,-1 days +15:40:43.000000000,-500.0
ctwo opened: 2017-05-03 08:40:46 1 @JYM7 $0,@JYM7,2017-05-03 08:40:46,0.00892,2017-05-03 17:00:00,0.008894,0.00292331909152,0.00292331909152,Open,0.0,0.0,2.5,-1 days +15:40:46.000000000,-500.0
ctwo opened: 2017-05-03 08:40:46 1 QHGN7 $0,QHGN7,2017-05-03 08:40:46,255.75,2017-05-03 17:00:00,254.35,0.0055042264596,0.0055042264596,Open,0.0,0.0,2.5,-1 days +15:40:46.000000000,-500.0
ctwo opened: 2017-05-03 08:40:47 1 QNGM7 $0,QNGM7,2017-05-03 08:40:47,3.196,2017-05-03 17:00:00,3.228,-0.00991325898389,0.00991325898389,Open,0.0,0.0,2.5,-1 days +15:40:47.000000000,-500.0
