rowname,contract,ibsym,CSIsym,ib_timestamp,ib_price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,timedelta
ib: 2016-12-06 16:50:17 2 NZD20161219 $200,NZD20161219,NZD,NE,2016-12-06 16:50:17,0.7118,2016-12-06 17:00:00,0.7128,-0.00140291806958,0.00140291806958,Open,1.0,200.0,5.0,-10.0
ib: 2016-12-06 16:50:19 2 AUD20161219 $340,AUD20161219,AUD,AD,2016-12-06 16:50:19,0.7458,2016-12-06 17:00:00,0.7475,-0.00227424749164,0.00227424749164,Open,1.0,340.0,5.0,-10.0
ib: 2016-12-06 16:50:21 2 ZB20170322 $-750,ZB20170322,ZB,US,2016-12-06 16:50:21,150.375,2016-12-06 17:00:00,150.75,-0.00248756218905,0.00248756218905,Open,-1.0,-750.0,5.0,-10.0
ib: 2016-12-06 16:50:13 2 PL20170127 $-339,PL20170127,PL,PL,2016-12-06 16:50:13,935.2,2016-12-06 17:00:00,938.6,-0.0036224163648,0.0036224163648,Open,-1.0,-339.0,5.0,-10.0
ib: 2016-12-06 14:04:37 1 ZC20170314 $-100,ZC20170314,ZC,C,2016-12-06 14:04:37,361.25,2016-12-06 14:20:00,359.25,0.00556715379262,0.00556715379262,Open,1.0,-100.0,2.5,-16.0
ib: 2016-12-06 09:30:00 2 LE20170228 $-520,LE20170228,LE,LC,2016-12-06 09:30:00,109.625,2016-12-06 14:05:00,108.975,0.00596467079605,0.00596467079605,Open,1.0,-520.0,5.0,-275.0
ib: 2016-12-06 14:04:39 2 ZL20170113 $-347,ZL20170113,ZL,BO,2016-12-06 14:04:39,37.96,2016-12-06 14:20:00,37.67,0.00769843376692,0.00769843376692,Open,1.0,-347.0,5.0,-16.0
ib: 2016-12-06 16:50:23 2 SI20170329 $-1389,SI20170329,SI,SI,2016-12-06 16:50:23,1676.0,2016-12-06 17:00:00,1689.9,-0.00822533877744,0.00822533877744,Open,-1.0,-1389.0,5.0,-10.0
ib: 2016-12-06 16:50:16 2 HO20161230 $1654,HO20161230,HO,HO,2016-12-06 16:50:16,1.6374,2016-12-06 17:00:00,1.6571,-0.0118882384889,0.0118882384889,Open,1.0,1654.0,5.0,-10.0
ib: 2016-12-06 09:30:00 2 HE20170214 $-720,HE20170214,HE,LH,2016-12-06 09:30:00,55.7,2016-12-06 14:05:00,54.8,0.0164233576642,0.0164233576642,Open,1.0,-720.0,5.0,-275.0
ib: 2016-12-06 14:04:35 2 GF20170126 $-2174,GF20170126,GF,FC,2016-12-06 14:04:35,126.5,2016-12-06 14:05:00,124.325,0.0174944701387,0.0174944701387,Open,1.0,-2174.0,5.0,-1.0
