rowname,contract,ibsym,CSIsym,ib_timestamp,ib_price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,delta
ib: 2017-08-31 16:50:09 2.0 JPY20170918 $-49,JPY20170918,JPY,JY,2017-08-31 16:50:09,0.91005,2017-08-31 17:00:00,0.90985,0.000219816453261,0.000219816453261,Open,1.0,-49.0,5.0,-10.0
ib: 2017-08-31 14:13:47 6.0 ZC20171214 $-75,ZC20171214,ZC,C,2017-08-31 14:13:47,358.0,2017-08-31 14:20:00,357.75,0.000698812019567,0.000698812019567,Open,1.0,-75.0,15.0,-7.0
ib: 2017-08-31 16:49:53 2.0 PA20171227 $-240,PA20171227,PA,PA,2017-08-31 16:49:53,933.45,2017-08-31 17:00:00,932.25,0.00128720836685,0.00128720836685,Open,1.0,-240.0,5.0,-11.0
ib: 2017-08-31 16:49:55 1.0 CAD20170919 $-104,CAD20170919,CAD,CD,2017-08-31 16:49:55,0.8014,2017-08-31 17:00:00,0.80035,0.00131192603236,0.00131192603236,Open,1.0,-104.0,2.5,-11.0
ib: 2017-08-31 16:49:57 2.0 NG20170927 $99,NG20170927,NG,NG,2017-08-31 16:49:57,3.035,2017-08-31 17:00:00,3.04,-0.00164473684211,0.00164473684211,Open,1.0,99.0,5.0,-11.0
ib: 2017-08-31 14:13:45 1.0 ZW20171214 $-50,ZW20171214,ZW,W,2017-08-31 14:13:45,435.5,2017-08-31 14:20:00,434.5,0.00230149597238,0.00230149597238,Open,1.0,-50.0,2.5,-7.0
ib: 2017-08-31 16:49:51 2.0 CL20170920 $279,CL20170920,CL,CL,2017-08-31 16:49:51,47.09,2017-08-31 17:00:00,47.23,-0.00296421765827,0.00296421765827,Open,1.0,279.0,5.0,-11.0
ib: 2017-08-31 16:52:52 6.0 MXP20170918 $-509,MXP20170918,MXP,MP,2017-08-31 16:52:52,0.05578,2017-08-31 17:00:00,0.05595,-0.00303842716711,0.00303842716711,Open,-1.0,-509.0,15.0,-8.0
ib: 2017-08-31 16:50:05 2.0 GC20171227 $-1140,GC20171227,GC,GC,2017-08-31 16:50:05,1327.9,2017-08-31 17:00:00,1322.2,0.00431099682348,0.00431099682348,Open,1.0,-1140.0,5.0,-10.0
ib: 2017-08-31 16:50:35 2.0 HO20170929 $747,HO20170929,HO,HO,2017-08-31 16:50:35,1.733,2017-08-31 17:00:00,1.7419,-0.00510936333888,0.00510936333888,Open,1.0,747.0,5.0,-10.0
ib: 2017-08-31 16:50:07 2.0 SI20171227 $-950,SI20171227,SI,SI,2017-08-31 16:50:07,1767.0,2017-08-31 17:00:00,1757.5,0.00540540540541,0.00540540540541,Open,1.0,-950.0,5.0,-10.0
