rowname,contract,c2timestamp,c2price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,timedelta,delta
ctwo opened: 2017-02-01 14:14:55 1 @SMH7 $0,@SMH7,2017-02-01 14:14:55,336.0,2017-02-01 14:20:00,336.0,0.0,0.0,Open,-1.0,0.0,2.5,-1 days +23:54:55.000000000,-6.0
ctwo opened: 2017-02-01 14:14:53 2 @CH7 $0,@CH7,2017-02-01 14:14:53,368.25,2017-02-01 14:20:00,368.25,0.0,0.0,Open,-1.0,0.0,5.0,-1 days +23:54:53.000000000,-6.0
ctwo opened: 2017-02-01 16:46:55 2 @TUH7 $-93,@TUH7,2017-02-01 16:46:55,108.375,2017-02-01 17:00:00,108.3984375,-0.000216216216216,0.000216216216216,Open,-1.0,-93.0,5.0,-1 days +23:46:55.000000000,-14.0
ctwo opened: 2017-02-01 16:46:51 1 @ESH7 $25,@ESH7,2017-02-01 16:46:51,2275.0,2017-02-01 17:00:00,2274.5,0.000219828533744,0.000219828533744,Open,-1.0,25.0,2.5,-1 days +23:46:51.000000000,-14.0
ctwo opened: 2017-02-01 16:46:56 1 @TYH7 $-31,@TYH7,2017-02-01 16:46:56,124.29688,2017-02-01 17:00:00,124.328125,-0.000251310795526,0.000251310795526,Open,-1.0,-31.0,2.5,-1 days +23:46:56.000000000,-14.0
ctwo opened: 2017-02-01 16:46:54 1 QNGH7 $-9,QNGH7,2017-02-01 16:46:54,3.169,2017-02-01 17:00:00,3.168,0.000315656565657,0.000315656565657,Open,1.0,-9.0,2.5,-1 days +23:46:54.000000000,-14.0
ctwo opened: 2017-02-01 16:46:53 1 QHGH7 $25,QHGH7,2017-02-01 16:46:53,271.25,2017-02-01 17:00:00,271.15,0.000368799557441,0.000368799557441,Open,-1.0,25.0,2.5,-1 days +23:46:53.000000000,-14.0
ctwo opened: 2017-02-01 16:46:50 1 @EMDH7 $-139,@EMDH7,2017-02-01 16:46:50,1679.7,2017-02-01 17:00:00,1681.1,-0.00083278805544,0.00083278805544,Open,-1.0,-139.0,2.5,-1 days +23:46:50.000000000,-14.0
ctwo opened: 2017-02-01 16:46:49 1 @EUH7 $-131,@EUH7,2017-02-01 16:46:49,1.07825,2017-02-01 17:00:00,1.0793,-0.000972852774947,0.000972852774947,Open,-1.0,-131.0,2.5,-1 days +23:46:49.000000000,-14.0
ctwo opened: 2017-01-31 20:20:17 1 @WH7 $675,@WH7,2017-01-31 20:20:17,420.25,2017-02-01 14:20:00,433.75,-0.0311239193084,0.0311239193084,Open,1.0,675.0,2.5,-1 days +06:00:17.000000000,-1080.0
