rowname,contract,ibsym,CSIsym,ib_timestamp,ib_price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,delta
ib: 2017-11-09 14:14:49 1.0 ZM20171214 $0,ZM20171214,ZM,SM,2017-11-09 14:14:49,311.8,2017-11-09 14:20:00,311.8,0.0,0.0,Open,1.0,0.0,2.5,-6.0
ib: 2017-11-09 14:14:47 1.0 ZS20180112 $0,ZS20180112,ZS,S,2017-11-09 14:14:47,985.0,2017-11-09 14:20:00,985.0,0.0,0.0,Open,1.0,0.0,2.5,-6.0
ib: 2017-11-09 16:49:32 2.0 CAD20171219 $-110,CAD20171219,CAD,CD,2017-11-09 16:49:32,0.7888,2017-11-09 17:00:00,0.78935,-0.000696775828213,0.000696775828213,Open,-1.0,-110.0,5.0,-11.0
ib: 2017-11-09 14:14:45 10.0 ZC20171214 $125,ZC20171214,ZC,C,2017-11-09 14:14:45,341.25,2017-11-09 14:20:00,341.5,-0.000732064421669,0.000732064421669,Open,1.0,125.0,25.0,-6.0
ib: 2017-11-09 16:49:34 2.0 SI20171227 $-149,SI20171227,SI,SI,2017-11-09 16:49:34,1699.0,2017-11-09 17:00:00,1697.5,0.000883652430044,0.000883652430044,Open,1.0,-149.0,5.0,-11.0
ib: 2017-11-09 16:49:38 2.0 CHF20171218 $-250,CHF20171218,CHF,SF,2017-11-09 16:49:38,1.0081,2017-11-09 17:00:00,1.0091,-0.000990982063225,0.000990982063225,Open,-1.0,-250.0,5.0,-11.0
ib: 2017-11-09 16:49:40 2.0 ZB20171219 $-312,ZB20171219,ZB,US,2017-11-09 16:49:40,153.71875,2017-11-09 17:00:00,153.875,-0.00101543460601,0.00101543460601,Open,-1.0,-312.0,5.0,-11.0
ib: 2017-11-09 16:49:36 2.0 HG20171227 $-224,HG20171227,HG,HG,2017-11-09 16:49:36,309.05,2017-11-09 17:00:00,308.6,0.00145819831497,0.00145819831497,Open,1.0,-224.0,5.0,-11.0
ib: 2017-11-09 16:49:42 2.0 JPY20171218 $-437,JPY20171218,JPY,JY,2017-11-09 16:49:42,0.883,2017-11-09 17:00:00,0.88475,-0.00197795987567,0.00197795987567,Open,-1.0,-437.0,5.0,-11.0
ib: 2017-11-09 16:49:30 2.0 NZD20171218 $-300,NZD20171218,NZD,NE,2017-11-09 16:49:30,0.6936,2017-11-09 17:00:00,0.6951,-0.00215796288304,0.00215796288304,Open,-1.0,-300.0,5.0,-11.0
