symbol,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol_description,trade_id,underlying
@OJX6,-1013,1473819058,,,198.30000,,future,short,2016-09-13 22:10:58,1473819058,open,2016-09-13 08:01:38,192.65000,150,,0,3,,,105844299,
@RSX6,-1480,1473997027,,,455.865,,future,long,2016-09-15 23:37:07,1473819077,open,2016-09-06 22:22:35,460.32000,20,,1,20,,,105671869,
TWU6,1900,1473914091,,,331.80000,,future,long,2016-09-15 00:34:51,1473914091,open,2016-09-15 00:34:46,328.00000,100,,0,5,,,105887676,
@TFSZ6,1280,1473819077,,,1213.00000,,future,long,2016-09-13 22:11:17,1473819077,open,2016-09-13 22:11:12,1212.90000,100,,0,2,,,105861221,
@BPZ6,469,1473914092,,,1.32780,,future,short,2016-09-15 00:34:52,1473914092,open,2016-09-15 00:34:35,1.32780,62500,,0,3,,,105887622,
@TUZ6,-1719,1473914092,,,109.258522727273,,future,short,2016-09-15 00:34:52,1473914092,open,2016-09-15 00:34:47,109.17969,2000,,1,11,,,105887679,
IBV6,157,1473914071,,,8682.00000,,future,short,2016-09-15 00:34:31,1473914071,open,2016-09-14 02:20:49,8697.00000,10,,0,2,,,105863685,
@KCZ6,-4500,1473483312,,,151.50000,,future,long,2016-09-10 00:55:12,1473483312,open,2016-09-09 04:15:27,154.70000,375,,0,2,,,105724553,
@LEZ6,150,1473997027,,,106.87500,,future,long,2016-09-15 23:37:07,1473997027,open,2016-09-15 09:31:06,106.75000,400,,0,3,,,105894355,
@CCZ6,-1720,1473819058,,,2807.00000,,future,short,2016-09-13 22:10:58,1473819058,open,2016-09-13 04:20:36,2783.00000,10,,0,4,,,105841265,
@FVZ6,-438,1473386558,,,121.29688,,future,short,2016-09-08 22:02:38,1473386558,open,2016-09-08 22:02:18,121.29688,1000,,0,7,,,105716457,
@OZ6,0,,,,172.75,,future,long,,,open,2016-09-15 23:37:25,172.25,50,,0,9,,,105910263,
BLZ6,678,1473997027,,,131.557,,future,long,2016-09-15 23:37:07,1473819057,open,2016-09-13 02:01:52,131.49000,1000,,1,10,,,105838313,
LGZ6,-873,1473741178,,,128.96000,,future,long,2016-09-13 00:32:58,1473741178,open,2016-09-12 03:00:27,128.79000,1000,,0,3,,,105812002,
QHGZ6,0,,,,216.25,,future,long,,,open,2016-09-15 23:37:18,216.2,250,,0,3,,,105910230,
QHOX6,1596,1473914092,,,1.40780,,future,long,2016-09-15 00:34:52,1473914092,open,2016-09-15 00:34:40,1.40810,42000,,0,2,,,105887643,
@ADZ6,-1710,1473914091,,,0.74460,,future,short,2016-09-15 00:34:51,1473914091,open,2016-09-15 00:34:35,0.74450,100000,,0,3,,,105887620,
MTV6,-1012,1473914071,,,4354.00000,,future,long,2016-09-15 00:34:31,1473914071,open,2016-09-14 02:00:23,4401.50000,10,,0,3,,,105863098,
HXSZ6,-2797,1473741208,,,97.95250,,future,long,2016-09-13 00:33:28,1473741208,open,2016-09-13 00:33:26,97.95250,8000,,0,6,,,105836031,
LRCX6,-720,1473819058,,,1943.00000,,future,short,2016-09-13 22:10:58,1473819058,open,2016-09-13 04:00:27,1927.00000,10,,0,8,,,105840842,
@TYZ6,0,,,,130.546875,,future,short,,,open,2016-09-15 23:37:31,130.546875,1000,,0,4,,,105910287,
BBZ6,0,,,,151.68,,future,short,,,open,2016-09-15 23:37:30,151.67,100000,,0,8,,,105910281,
BDZ6,67,1473741178,,,163.54000,,future,long,2016-09-13 00:32:58,1473741178,open,2016-09-12 02:01:46,163.51000,1000,,0,3,,,105809942,
QSIZ6,-100,1473914092,,,18.98000,,future,short,2016-09-15 00:34:52,1473914092,open,2016-09-15 00:34:45,18.98000,5000,,0,1,,,105887667,
@RRX6,0,,,,9.81,,future,long,,,open,2016-09-15 23:37:27,9.76,2000,,0,4,,,105910271,
@MWZ6,0,,,,491,,future,long,,,open,2016-09-15 23:37:23,491,50,,0,6,,,105910256,
QGCZ6,-20,,,,1317.7,,future,short,,,open,2016-09-15 23:37:17,1317.7,100,,0,2,,,105910226,
EXZ6,495,1473914071,,,2944.00000,,future,short,2016-09-15 00:34:31,1473914071,open,2016-09-14 02:00:20,2975.00000,10,,0,4,,,105863096,
QRBX6,0,,,,1.3745,,future,long,,,open,2016-09-15 23:37:26,1.3739,42000,,0,2,,,105910268,
DXMZ6,-455,1473914071,,,10354.00000,,future,short,2016-09-15 00:34:31,1473914071,open,2016-09-14 02:00:07,10423.00000,5,,0,3,,,105863090,
QCLX6,-2680,1473819077,,,45.62000,,future,long,2016-09-13 22:11:17,1473819077,open,2016-09-13 22:11:01,45.61000,1000,,0,2,,,105861164,
QPAZ6,-7980,1473305588,,,694.55000,,future,long,2016-09-07 23:33:08,1473305588,open,2016-09-07 23:32:45,693.95000,100,,0,2,,,105692414,
QWZ6,2020,1473741178,,,547.80000,,future,long,2016-09-13 00:32:58,1473741178,open,2016-09-12 03:45:10,546.00000,50,,0,4,,,105813248,
AEXV6,-405,1473914071,,,440.35000,,future,long,2016-09-15 00:34:31,1473914071,open,2016-09-14 02:00:17,444.15000,200,,0,2,,,105863092,
@SX6,0,,,,949.5,,future,long,,,open,2016-09-15 23:37:27,949.25,50,,0,3,,,105910274,
@SBH7,-1389,1473997027,,,21.16000,,future,short,2016-09-15 23:37:07,1473997027,open,2016-09-15 03:30:23,20.85000,1120,,0,4,,,105889694,
@MMEZ6,-420,,,,893.3,,future,short,,,open,2016-09-15 23:37:22,890.2,50,,0,3,,,105910250,
