symbol,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol_description,trade_id,underlying
@SFZ6,-750,1473914092,,,1.03220,,future,short,2016-09-15 00:34:52,1473914092,open,2016-09-15 00:34:44,1.03210,125000,,0,3,,,105887664,
QPLV6,-6290,1473305588,,,1094.10000,,future,long,2016-09-07 23:33:08,1473305588,open,2016-09-07 23:32:46,1094.10000,50,,0,2,,,105692417,
SSU6,-3908,1473305588,,,317.95000,,future,long,2016-09-07 23:33:08,1473305588,open,2016-09-07 23:33:02,317.95000,200,,0,4,,,105692434,
@HEZ6,1650,1473914071,,,49.30000,,future,short,2016-09-15 00:34:31,1473914071,open,2016-09-14 09:31:50,50.85000,400,,0,3,,,105870346,
@CDU6,2300,1473741209,,,0.76640,,future,short,2016-09-13 00:33:29,1473741209,open,2016-09-13 00:33:05,0.76640,100000,,0,4,,,105835910,
@PXZ6,0,,,,0.05123,,future,long,,,open,2016-09-15 23:37:22,0.05123,500000,,0,6,,,105910253,
@SMZ6,-40,1473914092,,,306.20000,,future,long,2016-09-15 00:34:52,1473914092,open,2016-09-15 00:34:46,306.10000,100,,0,4,,,105887673,
@ESZ6,2100,1473914092,,,2114.00000,,future,long,2016-09-15 00:34:52,1473914092,open,2016-09-15 00:34:38,2114.00000,50,,0,2,,,105887634,
INU6,1656,1473914092,,,8743.00000,,future,long,2016-09-15 00:34:52,1473914092,open,2016-09-15 00:34:45,8743.00000,2,,0,12,,,105887670,
SWZ6,864,1473914071,,,8122.00000,,future,short,2016-09-15 00:34:31,1473914071,open,2016-09-14 02:00:19,8193.00000,10,,0,3,,,105863094,
@CZ6,0,,,,328.75,,future,long,,,open,2016-09-15 23:37:13,328.5,50,,0,7,,,105910200,
@DXZ6,-260,1473914092,,,95.25500,,future,long,2016-09-15 00:34:52,1473914092,open,2016-09-15 00:34:37,95.26000,1000,,0,4,,,105887629,
EBZ6,0,,,,46.82,,future,long,,,open,2016-09-15 23:37:20,46.8,1000,,0,2,,,105910240,
LFZ6,1284,1473914071,,,6618.50000,,future,long,2016-09-15 00:34:31,1473914071,open,2016-09-14 03:01:40,6640.50000,10,,0,2,,,105864761,
@GFV6,1475,1473914071,,,130.27500,,future,long,2016-09-15 00:34:31,1473914071,open,2016-09-14 09:31:38,130.02500,500,,0,2,,,105870313,
@EMDZ6,0,,,,1520.6,,future,long,,,open,2016-09-15 23:37:15,1520.5,100,,0,2,,,105910211,
