rowname,symbol,c2timestamp,c2price,csitimestamp,csiPrice,slippage,abs_slippage,Type,timedelta,delta
2016-10-10 21:49:40 ctwo:1543.1 csi:1543.1 @EMDZ6,@EMDZ6,2016-10-10 21:49:40,1543.1,2016-10-10 20:00:00,1543.1,0.0,0.0,Close,0 days 01:49:40.000000000,0.0761574074074
2016-10-11 02:21:11 ctwo:8687.5 csi:8687.5 IBV6,IBV6,2016-10-11 02:21:11,8687.5,2016-10-10 20:00:00,8687.5,0.0,0.0,Open,0 days 06:21:11.000000000,0.264710648148
2016-10-10 21:49:56 ctwo:129.796875 csi:129.796875 @TYZ6,@TYZ6,2016-10-10 21:49:56,129.796875,2016-10-10 20:00:00,129.796875,0.0,0.0,Close,0 days 01:49:56.000000000,0.0763425925926
2016-10-11 02:20:59 ctwo:8687.5 csi:8687.5 IBV6,IBV6,2016-10-11 02:20:59,8687.5,2016-10-10 20:00:00,8687.5,0.0,0.0,Close,0 days 06:20:59.000000000,0.264571759259
2016-10-10 21:49:42 ctwo:120.67969 csi:120.6796875 @FVZ6,@FVZ6,2016-10-10 21:49:42,120.67969,2016-10-10 20:00:00,120.6796875,2.07159965813e-08,2.07159965813e-08,Open,0 days 01:49:42.000000000,0.0761805555556
2016-10-10 21:49:42 ctwo:120.6875 csi:120.6796875 @FVZ6,@FVZ6,2016-10-10 21:49:42,120.6875,2016-10-10 20:00:00,120.6796875,6.47374894802e-05,6.47374894802e-05,Close,0 days 01:49:42.000000000,0.0761805555556
2016-10-10 21:49:57 ctwo:129.78125 csi:129.796875 @TYZ6,@TYZ6,2016-10-10 21:49:57,129.78125,2016-10-10 20:00:00,129.796875,-0.000120380402071,0.000120380402071,Open,0 days 01:49:57.000000000,0.0763541666667
2016-10-10 21:49:56 ctwo:108.96875 csi:108.984375 @TUZ6,@TUZ6,2016-10-10 21:49:56,108.96875,2016-10-10 20:00:00,108.984375,-0.000143369175627,0.000143369175627,Close,0 days 01:49:56.000000000,0.0763425925926
2016-10-10 21:49:55 ctwo:1249.5 csi:1250.1 @TFSZ6,@TFSZ6,2016-10-10 21:49:55,1249.5,2016-10-10 20:00:00,1250.1,-0.000479961603072,0.000479961603072,Close,0 days 01:49:55.000000000,0.0763310185185
2016-10-10 21:49:42 ctwo:1259.7 csi:1260.4 QGCZ6,QGCZ6,2016-10-10 21:49:42,1259.7,2016-10-10 20:00:00,1260.4,-0.000555379244684,0.000555379244684,Close,0 days 01:49:42.000000000,0.0761805555556
2016-10-10 21:49:57 ctwo:164.25 csi:164.15625 @USZ6,@USZ6,2016-10-10 21:49:57,164.25,2016-10-10 20:00:00,164.15625,0.000571102227299,0.000571102227299,Close,0 days 01:49:57.000000000,0.0763541666667
2016-10-10 21:49:37 ctwo:0.7588 csi:0.75935 @CDZ6,@CDZ6,2016-10-10 21:49:37,0.7588,2016-10-10 20:00:00,0.75935,-0.00072430368078,0.00072430368078,Close,0 days 01:49:37.000000000,0.0761226851852
2016-10-10 21:49:50 ctwo:953.75 csi:954.5 @SX6,@SX6,2016-10-10 21:49:50,953.75,2016-10-10 20:00:00,954.5,-0.000785751702462,0.000785751702462,Close,0 days 01:49:50.000000000,0.0762731481481
2016-10-10 21:49:53 ctwo:151.79 csi:151.91 BBZ6,BBZ6,2016-10-10 21:49:53,151.79,2016-10-10 20:00:00,151.91,-0.000789941412679,0.000789941412679,Close,0 days 01:49:53.000000000,0.0763078703704
2016-10-10 21:49:53 ctwo:151.78 csi:151.91 BBZ6,BBZ6,2016-10-10 21:49:53,151.78,2016-10-10 20:00:00,151.91,-0.000855769863735,0.000855769863735,Open,0 days 01:49:53.000000000,0.0763078703704
2016-10-10 21:49:44 ctwo:53.09 csi:53.14 EBZ6,EBZ6,2016-10-10 21:49:44,53.09,2016-10-10 20:00:00,53.14,-0.000940910801656,0.000940910801656,Close,0 days 01:49:44.000000000,0.0762037037037
2016-10-10 21:49:51 ctwo:1.0199 csi:1.0209 @SFZ6,@SFZ6,2016-10-10 21:49:51,1.0199,2016-10-10 20:00:00,1.0209,-0.000979527867568,0.000979527867568,Close,0 days 01:49:51.000000000,0.0762847222222
2016-10-11 09:31:47 ctwo:99.95 csi:100.05 @LEZ6,@LEZ6,2016-10-11 09:31:47,99.95,2016-10-10 20:00:00,100.05,-0.000999500249875,0.000999500249875,Open,0 days 13:31:47.000000000,0.563738425926
2016-10-11 09:31:38 ctwo:99.95 csi:100.05 @LEZ6,@LEZ6,2016-10-11 09:31:38,99.95,2016-10-10 20:00:00,100.05,-0.000999500249875,0.000999500249875,Close,0 days 13:31:38.000000000,0.563634259259
2016-10-10 21:49:54 ctwo:297.8 csi:298.1 @SMZ6,@SMZ6,2016-10-10 21:49:54,297.8,2016-10-10 20:00:00,298.1,-0.0010063737001,0.0010063737001,Close,0 days 01:49:54.000000000,0.0763194444444
2016-10-10 21:49:50 ctwo:953.5 csi:954.5 @SX6,@SX6,2016-10-10 21:49:50,953.5,2016-10-10 20:00:00,954.5,-0.00104766893662,0.00104766893662,Open,0 days 01:49:50.000000000,0.0762731481481
2016-10-10 21:49:39 ctwo:1.11555 csi:1.1169 @EUZ6,@EUZ6,2016-10-10 21:49:39,1.11555,2016-10-10 20:00:00,1.1169,-0.00120870265915,0.00120870265915,Close,0 days 01:49:39.000000000,0.0761458333333
2016-10-10 21:49:39 ctwo:1.11545 csi:1.1169 @EUZ6,@EUZ6,2016-10-10 21:49:39,1.11545,2016-10-10 20:00:00,1.1169,-0.00129823618945,0.00129823618945,Open,0 days 01:49:39.000000000,0.0761458333333
2016-10-11 04:15:10 ctwo:153.05 csi:152.85 @KCZ6,@KCZ6,2016-10-11 04:15:10,153.05,2016-10-10 20:00:00,152.85,0.00130847235852,0.00130847235852,Close,0 days 08:15:10.000000000,0.343865740741
2016-10-11 04:15:24 ctwo:153.05 csi:152.85 @KCZ6,@KCZ6,2016-10-11 04:15:24,153.05,2016-10-10 20:00:00,152.85,0.00130847235852,0.00130847235852,Open,0 days 08:15:24.000000000,0.344027777778
2016-10-10 21:49:45 ctwo:53.07 csi:53.14 EBZ6,EBZ6,2016-10-10 21:49:45,53.07,2016-10-10 20:00:00,53.14,-0.00131727512232,0.00131727512232,Open,0 days 01:49:45.000000000,0.0762152777778
2016-10-10 21:49:43 ctwo:219.4 csi:219.75 QHGZ6,QHGZ6,2016-10-10 21:49:43,219.4,2016-10-10 20:00:00,219.75,-0.00159271899886,0.00159271899886,Close,0 days 01:49:43.000000000,0.0761921296296
2016-10-11 04:00:09 ctwo:2021.0 csi:2017.0 LRCX6,LRCX6,2016-10-11 04:00:09,2021.0,2016-10-10 20:00:00,2017.0,0.0019831432821,0.0019831432821,Close,0 days 08:00:09.000000000,0.3334375
2016-10-10 21:49:54 ctwo:314.7 csi:315.35 SSV6,SSV6,2016-10-10 21:49:54,314.7,2016-10-10 20:00:00,315.35,-0.00206120183923,0.00206120183923,Close,0 days 01:49:54.000000000,0.0763194444444
2016-10-10 21:49:48 ctwo:670.2 csi:668.55 QPAZ6,QPAZ6,2016-10-10 21:49:48,670.2,2016-10-10 20:00:00,668.55,0.0024680278214,0.0024680278214,Close,0 days 01:49:48.000000000,0.07625
2016-10-10 21:49:52 ctwo:8765.0 csi:8743.0 INV6,INV6,2016-10-10 21:49:52,8765.0,2016-10-10 20:00:00,8743.0,0.00251629875329,0.00251629875329,Close,0 days 01:49:52.000000000,0.0762962962963
2016-10-11 02:00:19 ctwo:4481.0 csi:4493.0 MTV6,MTV6,2016-10-11 02:00:19,4481.0,2016-10-10 20:00:00,4493.0,-0.00267082127754,0.00267082127754,Close,0 days 06:00:19.000000000,0.250219907407
2016-10-11 02:00:34 ctwo:4481.0 csi:4493.0 MTV6,MTV6,2016-10-11 02:00:34,4481.0,2016-10-10 20:00:00,4493.0,-0.00267082127754,0.00267082127754,Open,0 days 06:00:34.000000000,0.250393518519
2016-10-10 21:49:59 ctwo:5476.0 csi:5460.0 APZ6,APZ6,2016-10-10 21:49:59,5476.0,2016-10-10 20:00:00,5460.0,0.0029304029304,0.0029304029304,Close,0 days 01:49:59.000000000,0.0763773148148
2016-10-10 21:49:49 ctwo:10.265 csi:10.235 @RRX6,@RRX6,2016-10-10 21:49:49,10.265,2016-10-10 20:00:00,10.235,0.00293111871031,0.00293111871031,Close,0 days 01:49:49.000000000,0.0762615740741
2016-10-11 02:00:09 ctwo:3017.0 csi:3026.0 EXZ6,EXZ6,2016-10-11 02:00:09,3017.0,2016-10-10 20:00:00,3026.0,-0.00297422339722,0.00297422339722,Close,0 days 06:00:09.000000000,0.250104166667
2016-10-10 21:49:58 ctwo:405.0 csi:403.75 @WZ6,@WZ6,2016-10-10 21:49:58,405.0,2016-10-10 20:00:00,403.75,0.0030959752322,0.0030959752322,Close,0 days 01:49:58.000000000,0.0763657407407
2016-10-11 02:00:23 ctwo:10578.0 csi:10623.0 DXMZ6,DXMZ6,2016-10-11 02:00:23,10578.0,2016-10-10 20:00:00,10623.0,-0.00423609149958,0.00423609149958,Close,0 days 06:00:23.000000000,0.250266203704
2016-10-11 02:00:33 ctwo:10578.0 csi:10623.0 DXMZ6,DXMZ6,2016-10-11 02:00:33,10578.0,2016-10-10 20:00:00,10623.0,-0.00423609149958,0.00423609149958,Open,0 days 06:00:33.000000000,0.250381944444
