rowname,contract,ibsym,CSIsym,ib_timestamp,ib_price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,delta
ib: 2017-08-22 16:46:39 2.0 ZB20170920 $0,ZB20170920,ZB,US,2017-08-22 16:46:39,155.59375,2017-08-22 17:00:00,155.59375,0.0,0.0,Open,-1.0,0.0,5.0,-14.0
ib: 2017-08-22 16:46:45 2.0 CAD20170919 $0,CAD20170919,CAD,CD,2017-08-22 16:46:45,0.79625,2017-08-22 17:00:00,0.79625,0.0,0.0,Open,-1.0,0.0,5.0,-14.0
ib: 2017-08-22 16:47:03 8.0 ZF20170929 $-62,ZF20170929,ZF,FV,2017-08-22 16:47:03,118.4375,2017-08-22 17:00:00,118.4453125,-6.59587098476e-05,6.59587098476e-05,Open,-1.0,-62.0,20.0,-13.0
ib: 2017-08-22 16:46:49 16.0 ZT20170929 $-250,ZT20170929,ZT,TU,2017-08-22 16:46:49,108.21875,2017-08-22 17:00:00,108.2265625,-7.21865299935e-05,7.21865299935e-05,Open,-1.0,-250.0,40.0,-14.0
ib: 2017-08-22 16:46:51 4.0 ZN20170920 $-62,ZN20170920,ZN,TY,2017-08-22 16:46:51,126.546875,2017-08-22 17:00:00,126.5625,-0.000123456790123,0.000123456790123,Open,-1.0,-62.0,10.0,-14.0
ib: 2017-08-22 16:46:57 2.0 NZD20170918 $-19,NZD20170918,NZD,NE,2017-08-22 16:46:57,0.7275,2017-08-22 17:00:00,0.7276,-0.000137438152831,0.000137438152831,Open,-1.0,-19.0,5.0,-14.0
ib: 2017-08-22 16:47:09 6.0 MXP20170918 $29,MXP20170918,MXP,MP,2017-08-22 16:47:09,0.05637,2017-08-22 17:00:00,0.05638,-0.000177367860944,0.000177367860944,Open,1.0,29.0,15.0,-13.0
ib: 2017-08-22 16:46:59 2.0 CHF20170918 $74,CHF20170918,CHF,SF,2017-08-22 16:46:59,1.0345,2017-08-22 17:00:00,1.0342,0.000290079288339,0.000290079288339,Open,-1.0,74.0,5.0,-14.0
ib: 2017-08-22 16:46:43 2.0 AUD20170918 $60,AUD20170918,AUD,AD,2017-08-22 16:46:43,0.7909,2017-08-22 17:00:00,0.7906,0.000379458639008,0.000379458639008,Open,-1.0,60.0,5.0,-14.0
ib: 2017-08-22 16:47:07 2.0 NQ20170915 $-120,NQ20170915,NQ,NQ,2017-08-22 16:47:07,5881.5,2017-08-22 17:00:00,5878.5,0.000510334268946,0.000510334268946,Open,1.0,-120.0,5.0,-13.0
ib: 2017-08-22 16:47:37 2.0 PL20171027 $-59,PL20171027,PL,PL,2017-08-22 16:47:37,980.7,2017-08-22 17:00:00,981.3,-0.00061143381229,0.00061143381229,Open,-1.0,-59.0,5.0,-13.0
ib: 2017-08-22 16:46:41 2.0 GBP20170918 $-100,GBP20170918,GBP,BP,2017-08-22 16:46:41,1.2831,2017-08-22 17:00:00,1.2839,-0.000623101487655,0.000623101487655,Open,-1.0,-100.0,5.0,-14.0
ib: 2017-08-22 16:46:36 2.0 EMD20170915 $-219,EMD20170915,EMD,EMD,2017-08-22 16:46:36,1707.5,2017-08-22 17:00:00,1706.4,0.000644631973746,0.000644631973746,Open,1.0,-219.0,5.0,-14.0
ib: 2017-08-22 14:13:35 2.0 ZM20171214 $-39,ZM20171214,ZM,SM,2017-08-22 14:13:35,298.9,2017-08-22 14:20:00,298.7,0.000669568128557,0.000669568128557,Open,1.0,-39.0,5.0,-7.0
ib: 2017-08-22 16:47:05 2.0 EUR20170918 $237,EUR20170918,EUR,CU,2017-08-22 16:47:05,1.17775,2017-08-22 17:00:00,1.1768,0.00080727396329,0.00080727396329,Open,-1.0,237.0,5.0,-13.0
ib: 2017-08-22 14:00:18 2.0 GF20171026 $-125,GF20171026,GF,FC,2017-08-22 14:00:18,142.4,2017-08-22 14:05:00,142.275,0.000878580214374,0.000878580214374,Open,1.0,-125.0,5.0,-5.0
ib: 2017-08-22 16:46:47 2.0 NG20170927 $-60,NG20170927,NG,NG,2017-08-22 16:46:47,2.965,2017-08-22 17:00:00,2.968,-0.00101078167116,0.00101078167116,Open,-1.0,-60.0,5.0,-14.0
ib: 2017-08-22 16:47:13 1.0 HO20170929 $268,HO20170929,HO,HO,2017-08-22 16:47:13,1.5899,2017-08-22 17:00:00,1.5963,-0.00400927144021,0.00400927144021,Open,1.0,268.0,2.5,-13.0
