rowname,contract,c2timestamp,c2price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,timedelta,delta
ctwo opened: 2017-08-22 16:45:59 1 @CDU7 $0,@CDU7,2017-08-22 16:45:59,0.79625,2017-08-22 17:00:00,0.79625,0.0,0.0,Open,-1.0,0.0,2.5,-1 days +23:45:59.000000000,-15.0
ctwo opened: 2017-08-22 16:46:14 1 @USU7 $0,@USU7,2017-08-22 16:46:14,155.59375,2017-08-22 17:00:00,155.59375,0.0,0.0,Open,-1.0,0.0,2.5,-1 days +23:46:14.000000000,-14.0
ctwo opened: 2017-08-22 14:13:16 1 @SMZ7 $0,@SMZ7,2017-08-22 14:13:16,298.7,2017-08-22 14:20:00,298.7,0.0,0.0,Open,1.0,0.0,2.5,-1 days +23:53:16.000000000,-7.0
ctwo opened: 2017-08-22 16:46:03 4 @FVU7 $-31,@FVU7,2017-08-22 16:46:03,118.4375,2017-08-22 17:00:00,118.4453125,-6.59587098476e-05,6.59587098476e-05,Open,-1.0,-31.0,10.0,-1 days +23:46:03.000000000,-14.0
ctwo opened: 2017-08-22 16:46:12 8 @TUU7 $-125,@TUU7,2017-08-22 16:46:12,108.21875,2017-08-22 17:00:00,108.2265625,-7.21865299935e-05,7.21865299935e-05,Open,-1.0,-125.0,20.0,-1 days +23:46:12.000000000,-14.0
ctwo opened: 2017-08-22 16:46:13 2 @TYU7 $-31,@TYU7,2017-08-22 16:46:13,126.54688,2017-08-22 17:00:00,126.5625,-0.000123417283951,0.000123417283951,Open,-1.0,-31.0,5.0,-1 days +23:46:13.000000000,-14.0
ctwo opened: 2017-08-22 16:46:06 1 @NEU7 $-9,@NEU7,2017-08-22 16:46:06,0.7275,2017-08-22 17:00:00,0.7276,-0.000137438152831,0.000137438152831,Open,-1.0,-9.0,2.5,-1 days +23:46:06.000000000,-14.0
ctwo opened: 2017-08-22 16:46:11 1 @SFU7 $24,@SFU7,2017-08-22 16:46:11,1.0344,2017-08-22 17:00:00,1.0342,0.000193386192226,0.000193386192226,Open,-1.0,24.0,2.5,-1 days +23:46:11.000000000,-14.0
ctwo opened: 2017-08-22 16:46:02 1 @EMDU7 $-59,@EMDU7,2017-08-22 16:46:02,1707.0,2017-08-22 17:00:00,1706.4,0.000351617440225,0.000351617440225,Open,1.0,-59.0,2.5,-1 days +23:46:02.000000000,-14.0
ctwo opened: 2017-08-22 16:45:57 1 @ADU7 $30,@ADU7,2017-08-22 16:45:57,0.7909,2017-08-22 17:00:00,0.7906,0.000379458639008,0.000379458639008,Open,-1.0,30.0,2.5,-1 days +23:45:57.000000000,-15.0
ctwo opened: 2017-08-22 16:46:04 1 QHGZ7 $37,QHGZ7,2017-08-22 16:46:04,300.9,2017-08-22 17:00:00,300.75,0.000498753117207,0.000498753117207,Open,-1.0,37.0,2.5,-1 days +23:46:04.000000000,-14.0
ctwo opened: 2017-08-22 16:46:09 1 @NQU7 $-60,@NQU7,2017-08-22 16:46:09,5881.5,2017-08-22 17:00:00,5878.5,0.000510334268946,0.000510334268946,Open,1.0,-60.0,2.5,-1 days +23:46:09.000000000,-14.0
ctwo opened: 2017-08-22 13:59:55 1 @GFV7 $-37,@GFV7,2017-08-22 13:59:55,142.35,2017-08-22 14:05:00,142.275,0.000527148128624,0.000527148128624,Open,1.0,-37.0,2.5,-1 days +23:54:55.000000000,-6.0
ctwo opened: 2017-08-22 16:46:05 3 @PXU7 $45,@PXU7,2017-08-22 16:46:05,0.05635,2017-08-22 17:00:00,0.05638,-0.000532103582831,0.000532103582831,Open,1.0,45.0,7.5,-1 days +23:46:05.000000000,-14.0
ctwo opened: 2017-08-22 16:46:10 1 QPLV7 $-29,QPLV7,2017-08-22 16:46:10,980.7,2017-08-22 17:00:00,981.3,-0.00061143381229,0.00061143381229,Open,-1.0,-29.0,2.5,-1 days +23:46:10.000000000,-14.0
ctwo opened: 2017-08-22 16:45:58 1 @BPU7 $-50,@BPU7,2017-08-22 16:45:58,1.2831,2017-08-22 17:00:00,1.2839,-0.000623101487655,0.000623101487655,Open,-1.0,-50.0,2.5,-1 days +23:45:58.000000000,-15.0
ctwo opened: 2017-08-22 16:46:00 1 @EUU7 $112,@EUU7,2017-08-22 16:46:00,1.1777,2017-08-22 17:00:00,1.1768,0.000764785859959,0.000764785859959,Open,-1.0,112.0,2.5,-1 days +23:46:00.000000000,-14.0
ctwo opened: 2017-08-22 16:46:07 1 QNGV7 $-30,QNGV7,2017-08-22 16:46:07,2.965,2017-08-22 17:00:00,2.968,-0.00101078167116,0.00101078167116,Open,-1.0,-30.0,2.5,-1 days +23:46:07.000000000,-14.0
ctwo opened: 2017-08-22 16:46:04 1 QHOV7 $277,QHOV7,2017-08-22 16:46:04,1.5897,2017-08-22 17:00:00,1.5963,-0.00413456117271,0.00413456117271,Open,1.0,277.0,2.5,-1 days +23:46:04.000000000,-14.0
