rowname,contract,c2timestamp,c2price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,timedelta,delta
ctwo opened: 2017-09-29 16:44:14 1 @SFZ7 $0,@SFZ7,2017-09-29 16:44:14,1.0378,2017-09-29 17:00:00,1.0378,0.0,0.0,Open,-1.0,0.0,2.5,-1 days +23:44:14.000000000,-16.0
ctwo opened: 2017-09-29 16:44:15 6 @TUZ7 $375,@TUZ7,2017-09-29 16:44:15,107.82031,2017-09-29 17:00:00,107.8515625,-0.000289773270554,0.000289773270554,Open,1.0,375.0,15.0,-1 days +23:44:15.000000000,-16.0
ctwo opened: 2017-09-29 16:44:07 3 @FVZ7 $-234,@FVZ7,2017-09-29 16:44:07,117.42188,2017-09-29 17:00:00,117.5,-0.00066485106383,0.00066485106383,Open,-1.0,-234.0,7.5,-1 days +23:44:07.000000000,-16.0
ctwo opened: 2017-09-29 16:44:11 1 @NEZ7 $-59,@NEZ7,2017-09-29 16:44:11,0.7206,2017-09-29 17:00:00,0.7212,-0.000831946755408,0.000831946755408,Open,-1.0,-59.0,2.5,-1 days +23:44:11.000000000,-16.0
ctwo opened: 2017-09-29 16:44:08 1 QHGZ7 $-62,QHGZ7,2017-09-29 16:44:08,295.25,2017-09-29 17:00:00,295.5,-0.000846023688663,0.000846023688663,Open,-1.0,-62.0,2.5,-1 days +23:44:08.000000000,-16.0
ctwo opened: 2017-09-29 16:44:16 2 @TYZ7 $-218,@TYZ7,2017-09-29 16:44:16,125.20313,2017-09-29 17:00:00,125.3125,-0.000872778054863,0.000872778054863,Open,-1.0,-218.0,5.0,-1 days +23:44:16.000000000,-16.0
ctwo opened: 2017-09-29 16:44:05 1 @ADZ7 $-90,@ADZ7,2017-09-29 16:44:05,0.7827,2017-09-29 17:00:00,0.7836,-0.00114854517611,0.00114854517611,Open,-1.0,-90.0,2.5,-1 days +23:44:05.000000000,-16.0
ctwo opened: 2017-09-29 16:44:06 1 @CDZ7 $-104,@CDZ7,2017-09-29 16:44:06,0.8015,2017-09-29 17:00:00,0.80255,-0.00130832969908,0.00130832969908,Open,-1.0,-104.0,2.5,-1 days +23:44:06.000000000,-16.0
ctwo opened: 2017-09-29 14:12:39 3 @CZ7 $75,@CZ7,2017-09-29 14:12:39,355.75,2017-09-29 14:20:00,355.25,0.00140745953554,0.00140745953554,Open,-1.0,75.0,7.5,-1 days +23:52:39.000000000,-8.0
ctwo opened: 2017-09-29 13:59:04 1 @GFX7 $112,@GFX7,2017-09-29 13:59:04,154.225,2017-09-29 14:05:00,154.0,0.00146103896104,0.00146103896104,Open,-1.0,112.0,2.5,-1 days +23:54:04.000000000,-6.0
ctwo opened: 2017-09-29 16:44:09 1 QHOX7 $117,QHOX7,2017-09-29 16:44:09,1.8072,2017-09-29 17:00:00,1.81,-0.00154696132597,0.00154696132597,Open,1.0,117.0,2.5,-1 days +23:44:09.000000000,-16.0
ctwo opened: 2017-09-29 14:12:37 2 @BOZ7 $-72,@BOZ7,2017-09-29 14:12:37,32.88,2017-09-29 14:20:00,32.82,0.0018281535649,0.0018281535649,Open,1.0,-72.0,5.0,-1 days +23:52:37.000000000,-8.0
ctwo opened: 2017-09-29 16:44:13 1 @NKDZ7 $-199,@NKDZ7,2017-09-29 16:44:13,20395.0,2017-09-29 17:00:00,20350.0,0.0022113022113,0.0022113022113,Open,1.0,-199.0,2.5,-1 days +23:44:13.000000000,-16.0
ctwo opened: 2017-09-29 16:44:10 4 @PXZ7 $-299,@PXZ7,2017-09-29 16:44:10,0.0541,2017-09-29 17:00:00,0.05425,-0.00276497695853,0.00276497695853,Open,-1.0,-299.0,10.0,-1 days +23:44:10.000000000,-16.0
ctwo opened: 2017-09-29 14:12:40 2 @WZ7 $125,@WZ7,2017-09-29 14:12:40,449.5,2017-09-29 14:20:00,448.25,0.00278862242052,0.00278862242052,Open,-1.0,125.0,5.0,-1 days +23:52:40.000000000,-8.0
ctwo opened: 2017-09-29 13:59:08 1 @LEZ7 $130,@LEZ7,2017-09-29 13:59:08,115.575,2017-09-29 14:05:00,115.25,0.00281995661605,0.00281995661605,Open,-1.0,130.0,2.5,-1 days +23:54:08.000000000,-6.0
ctwo opened: 2017-09-29 16:44:12 1 QNGX7 $-89,QNGX7,2017-09-29 16:44:12,3.016,2017-09-29 17:00:00,3.007,0.00299301629531,0.00299301629531,Open,1.0,-89.0,2.5,-1 days +23:44:12.000000000,-16.0
ctwo opened: 2017-09-29 16:44:14 1 QRBX7 $247,QRBX7,2017-09-29 16:44:14,1.5851,2017-09-29 17:00:00,1.591,-0.00370835952231,0.00370835952231,Open,1.0,247.0,2.5,-1 days +23:44:14.000000000,-16.0
ctwo opened: 2017-09-29 13:59:12 1 @HEZ7 $-100,@HEZ7,2017-09-29 13:59:12,60.2,2017-09-29 14:05:00,59.95,0.00417014178482,0.00417014178482,Open,1.0,-100.0,2.5,-1 days +23:54:12.000000000,-6.0
