rowname,contract,c2timestamp,c2price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,timedelta,delta
ctwo opened: 2017-03-29 16:34:46 1 @NEM7 $0,@NEM7,2017-03-29 16:34:46,0.7018,2017-03-29 17:00:00,0.7018,0.0,0.0,Open,1.0,0.0,2.5,-1 days +23:34:46.000000000,-26.0
ctwo opened: 2017-03-29 16:34:41 1 @BPM7 $0,@BPM7,2017-03-29 16:34:41,1.2461,2017-03-29 17:00:00,1.2461,0.0,0.0,Open,1.0,0.0,2.5,-1 days +23:34:41.000000000,-26.0
ctwo opened: 2017-03-29 16:34:50 1 QSIK7 $10,QSIK7,2017-03-29 16:34:50,18.25,2017-03-29 17:00:00,18.252,-0.000109577032654,0.000109577032654,Open,1.0,10.0,2.5,-1 days +23:34:50.000000000,-26.0
ctwo opened: 2017-03-29 16:34:42 1 QCLK7 $19,QCLK7,2017-03-29 16:34:42,49.49,2017-03-29 17:00:00,49.51,-0.000403958796203,0.000403958796203,Open,1.0,19.0,2.5,-1 days +23:34:42.000000000,-26.0
ctwo opened: 2017-03-29 16:34:43 1 @EMDM7 $-120,@EMDM7,2017-03-29 16:34:43,1708.2,2017-03-29 17:00:00,1709.4,-0.000702000702001,0.000702000702001,Open,-1.0,-120.0,2.5,-1 days +23:34:43.000000000,-26.0
ctwo opened: 2017-03-29 14:10:25 2 @WK7 $-50,@WK7,2017-03-29 14:10:25,425.0,2017-03-29 14:20:00,425.5,-0.00117508813161,0.00117508813161,Open,-1.0,-50.0,5.0,-1 days +23:50:25.000000000,-10.0
ctwo opened: 2017-03-29 14:10:23 2 @SMK7 $80,@SMK7,2017-03-29 14:10:23,315.4,2017-03-29 14:20:00,315.8,-0.00126662444585,0.00126662444585,Open,1.0,80.0,5.0,-1 days +23:50:23.000000000,-10.0
ctwo opened: 2017-03-29 16:34:45 1 QHOK7 $84,QHOK7,2017-03-29 16:34:45,1.544,2017-03-29 17:00:00,1.546,-0.0012936610608,0.0012936610608,Open,1.0,84.0,2.5,-1 days +23:34:45.000000000,-26.0
ctwo opened: 2017-03-29 16:34:44 1 QHGK7 $-87,QHGK7,2017-03-29 16:34:44,267.4,2017-03-29 17:00:00,267.75,-0.00130718954248,0.00130718954248,Open,-1.0,-87.0,2.5,-1 days +23:34:44.000000000,-26.0
ctwo opened: 2017-03-29 14:10:22 4 @CK7 $-100,@CK7,2017-03-29 14:10:22,358.0,2017-03-29 14:20:00,358.5,-0.00139470013947,0.00139470013947,Open,-1.0,-100.0,10.0,-1 days +23:50:22.000000000,-10.0
ctwo opened: 2017-03-29 16:34:49 1 QRBK7 $104,QRBK7,2017-03-29 16:34:49,1.6709,2017-03-29 17:00:00,1.6734,-0.00149396438389,0.00149396438389,Open,1.0,104.0,2.5,-1 days +23:34:49.000000000,-26.0
ctwo opened: 2017-03-29 16:34:47 1 @NKDM7 $-180,@NKDM7,2017-03-29 16:34:47,19205.0,2017-03-29 17:00:00,19165.0,0.002087138012,0.002087138012,Open,1.0,-180.0,2.5,-1 days +23:34:47.000000000,-26.0
ctwo opened: 2017-03-29 16:34:48 1 QPLN7 $-100,QPLN7,2017-03-29 16:34:48,958.3,2017-03-29 17:00:00,956.3,0.00209139391404,0.00209139391404,Open,1.0,-100.0,2.5,-1 days +23:34:48.000000000,-26.0
