PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,trade_id,underlying
0,1457445714,2016-03-06 23:01:25,1457323285,1.099,,forex,long,,1457319916,closed,2016-03-06 22:01:27,1.09899,10000,,1,1,,EURUSD,,101008480,
82,1457309147,2016-03-03 20:04:07,1457053447,1.09520,,forex,long,,1457079368,closed,2016-03-03 05:01:45,1.08699,10000,,1,1,,EURUSD,,100963632,
0,1457445714,2016-03-08 02:01:04,1457420464,1.1023,,forex,long,,1457415660,closed,2016-03-08 00:36:33,1.10226,10000,,1,1,,EURUSD,,101066557,
11,1457445714,2016-03-06 18:01:19,1457305279,1.09951,,forex,long,,1457093122,closed,2016-03-04 07:01:11,1.09842,10000,,1,1,,EURUSD,,100988337,
-7,1457445714,2016-03-08 00:36:22,1457415382,1.10208,,forex,short,,1457414100,closed,2016-03-07 23:04:06,1.10171,10000,,2,2,,EURUSD,,101064298,
-6,1457186791,2016-03-03 05:01:44,1456999304,1.08700,,forex,short,,1457079368,closed,2016-03-03 02:41:03,1.08638,10000,,1,1,,EURUSD,,100962527,
31,1457445714,2016-03-07 16:01:13,1457384473,1.10101,,forex,long,,1457366744,closed,2016-03-07 11:01:43,1.09793,10000,,1,1,,EURUSD,,101019100,
15,1457316349,2016-03-03 22:01:29,1457060489,1.09374,,forex,short,,1457079368,closed,2016-03-03 20:04:08,1.09520,10000,,1,1,,EURUSD,,100980717,
8,1457323547,2016-03-03 23:09:40,1457064580,1.09454,,forex,long,,1457079368,closed,2016-03-03 22:01:30,1.09372,10000,,1,1,,EURUSD,,100981527,
-6,1457445714,2016-03-06 21:01:13,1457316073,1.09876,,forex,long,,1457309125,closed,2016-03-06 19:01:31,1.09934,10000,,1,1,,EURUSD,,101007384,
-1,1457427925,,,1.10347,,forex,long,2016-03-08 04:05:25,1457427925,open,2016-03-08 04:01:15,1.10317,10000,,0,1,,EURUSD,,101072048,
38,1457445714,2016-03-07 05:01:16,1457344876,1.09517,,forex,short,,1457323547,closed,2016-03-06 23:01:36,1.09900,10000,,1,1,,EURUSD,,101008937,
-39,1457349089,2016-03-04 07:00:59,1457092859,1.09846,,forex,short,,1457079368,closed,2016-03-03 23:09:41,1.09454,10000,,1,1,,EURUSD,,100981988,
-3,1457445714,2016-03-07 10:01:29,1457362889,1.09488,,forex,long,,1457345128,closed,2016-03-07 05:01:28,1.09516,10000,,1,1,,EURUSD,,101012883,
29,1457445714,2016-03-07 23:03:52,1457409832,1.10227666666667,,forex,long,,1457395651,closed,2016-03-07 17:01:25,1.10130,10000,,3,3,,EURUSD,,101060761,
-3,1457445714,2016-03-06 22:01:16,1457319676,1.09901,,forex,short,,1457316328,closed,2016-03-06 21:01:24,1.09872,10000,,1,1,,EURUSD,,101008140,
-30,1457445714,2016-03-07 11:01:32,1457366492,1.09789,,forex,short,,1457363151,closed,2016-03-07 10:01:40,1.09487,10000,,1,1,,EURUSD,,101017001,
-9,1457445714,2016-03-08 04:01:04,1457427664,1.10312,,forex,short,,1457420745,closed,2016-03-08 02:01:15,1.10223,10000,,1,1,,EURUSD,,101068884,
2,1457445714,2016-03-06 19:01:19,1457308879,1.09931,,forex,short,,1457305523,closed,2016-03-06 18:01:30,1.09951,10000,,1,1,,EURUSD,,101006965,
-5,1457445714,2016-03-07 17:01:13,1457388073,1.10142,,forex,short,,1457384726,closed,2016-03-07 16:01:24,1.10089,10000,,1,1,,EURUSD,,101059550,
