PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,trade_id,underlying
-7,1457973672,2016-03-14 13:08:52,1457975332,1.43248,,forex,short,2016-03-14 12:41:12,1457973672,closed,2016-03-14 12:37:50,1.43179,10000,,1,1,,GBPUSD,,101213180,
-19,1457952721,2016-03-14 08:35:39,1457958939,1.43648,,forex,short,2016-03-14 06:52:01,1457952721,closed,2016-03-14 06:48:46,1.43462,10000,,1,1,,GBPUSD,,101204497,
-28,1457949121,2016-03-14 06:48:42,1457952522,1.43462,,forex,long,2016-03-14 05:52:01,1457949121,closed,2016-03-14 05:48:41,1.43739,10000,,1,1,,GBPUSD,,101203853,
-11,1457969934,2016-03-14 12:06:10,1457971570,1.43285,,forex,short,2016-03-14 11:38:54,1457969934,closed,2016-03-14 11:34:40,1.43180,10000,,1,1,,GBPUSD,,101211172,
-6,1457906534,2016-03-14 05:48:36,1457948916,1.43746,,forex,short,2016-03-13 18:02:14,1457906534,closed,2016-03-13 17:40:23,1.43685,10000,,1,1,,GBPUSD,,101196713,
-88,1457964564,2016-03-14 10:38:07,1457966287,1.43395,,forex,short,2016-03-14 10:09:24,1457964564,closed,2016-03-14 10:05:51,1.43219,10000,,5,5,,GBPUSD,,101208249,
32,1457639109,2016-03-10 14:45:11,1457639111,1.42945,,forex,long,2016-03-10 14:45:09,1457635504,closed,2016-03-10 10:46:09,1.42839,10000,,3,3,,GBPUSD,,101149827,
-187,1457624757,2016-03-10 10:46:00,1457624760,1.42118,,forex,short,2016-03-10 10:45:57,1457615393,closed,2016-03-10 02:45:45,1.41808,10000,,6,6,,GBPUSD,,101139241,
421,1457905216,2016-03-13 17:40:18,1457905218,1.43269066666667,,forex,long,2016-03-13 17:40:16,1457728724,closed,2016-03-10 15:15:03,1.42989,10000,,15,15,,GBPUSD,,101159331,
-25,1457961078,2016-03-14 09:36:41,1457962601,1.43382,,forex,long,2016-03-14 09:11:18,1457961078,closed,2016-03-14 09:06:54,1.43630,10000,,1,1,,GBPUSD,,101206002,
