PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,trade_id,underlying
15,1457966050,2016-03-14 11:07:02,1457968022,0.98621,,forex,long,2016-03-14 10:34:10,1457966050,closed,2016-03-14 10:34:06,0.98592,10000,,5,5,,USDCHF,,101209183,
-121,1457708874,2016-03-11 10:07:56,1457708876,0.98527,,forex,long,2016-03-11 10:07:54,1457694264,closed,2016-03-11 02:13:55,0.98670,10000,,8,8,,USDCHF,,101171567,
64,1457619287,2016-03-10 10:13:51,1457622831,1.32513,,forex,long,2016-03-10 09:14:47,1457619287,closed,2016-03-10 09:14:38,1.32504,10000,,5,5,,USDCAD,,101144496,
-12,1457968240,2016-03-14 12:37:32,1457973452,1.32818,,forex,long,2016-03-14 11:10:40,1457968240,closed,2016-03-14 11:07:23,1.32981,10000,,1,1,,USDCAD,,101210301,
2,1457952500,2016-03-14 07:15:57,1457954157,113.699,,forex,long,2016-03-14 06:48:20,1457952500,closed,2016-03-14 06:48:17,113.67700,10000,,1,1,,USDJPY,,101204481,
-2,1457723130,2016-03-11 14:37:42,1457725062,126.883,,forex,short,2016-03-11 14:05:30,1457723130,closed,2016-03-11 14:05:26,126.86500,10000,,1,1,,EURJPY,,101185275,
-7,1457976676,,,1.110508,,forex,short,2016-03-14 13:31:16,1457967770,open,2016-03-14 11:02:46,1.10982,10000,,4,5,,EURUSD,,101210134,
-108,1457726809,2016-03-13 17:39:31,1457905171,0.98405,,forex,short,2016-03-11 15:06:49,1457726809,closed,2016-03-11 15:06:46,0.98140,10000,,4,4,,USDCHF,,101186755,
-14,1457907575,2016-03-13 18:47:09,1457909229,113.693,,forex,long,2016-03-13 18:19:35,1457907575,closed,2016-03-13 18:19:32,113.84700,10000,,1,1,,USDJPY,,101197094,
-43,1457655251,2016-03-10 19:14:13,1457655253,126.42667,,forex,long,2016-03-10 19:14:11,1457649813,closed,2016-03-10 14:44:33,126.58800,10000,,3,3,,EURJPY,,101158558,
14,1457619272,2016-03-10 09:14:34,1457619274,1.32608,,forex,short,2016-03-10 09:14:32,1457613820,closed,2016-03-10 02:45:31,1.32695,10000,,3,3,,USDCAD,,101139234,
-102,1457626465,2016-03-10 11:14:28,1457626468,113.62258,,forex,long,2016-03-10 11:14:25,1457622822,closed,2016-03-10 03:33:10,113.71642,10000,,12,12,,USDJPY,,101139745,
-10,1457905159,2016-03-13 18:46:53,1457909213,126.973,,forex,short,2016-03-13 17:39:19,1457905159,closed,2016-03-13 17:39:15,126.85600,10000,,1,1,,EURJPY,,101196692,
-28,1457905149,2016-03-13 18:46:42,1457909202,1.11673,,forex,short,2016-03-13 17:39:09,1457905149,closed,2016-03-13 17:39:06,1.11394,10000,,1,1,,EURUSD,,101196689,
