PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,trade_id,underlying
18,1457970348,2016-03-14 11:45:51,1457970351,0.75022,,forex,short,2016-03-14 11:45:48,1457970348,closed,2016-03-14 11:41:24,0.75040,10000,,10,10,,AUDUSD,,101211398,
-79,1457716477,2016-03-11 14:20:51,1457724051,0.75729,,forex,short,2016-03-11 12:14:37,1457716477,closed,2016-03-11 12:11:02,0.75650,10000,,10,10,,AUDUSD,,101182961,
-134,1457518238,2016-03-09 06:03:30,1457521410,0.74699,,forex,short,2016-03-09 05:10:38,1457518238,closed,2016-03-09 05:04:19,0.74748,10000,,10,10,,AUDUSD,,101107079,
-6,1457974713,2016-03-14 12:58:35,1457974715,0.75126,,forex,long,2016-03-14 12:58:33,1457974713,closed,2016-03-14 12:54:28,0.75132,10000,,10,10,,AUDUSD,,101213522,
289,1457961019,2016-03-14 09:48:35,1457963315,0.75125,,forex,short,2016-03-14 09:10:19,1457961019,closed,2016-03-14 09:04:30,0.75414,10000,,10,10,,AUDUSD,,101205937,
-146,1457711795,2016-03-11 11:30:04,1457713804,0.75541,,forex,short,2016-03-11 10:56:35,1457711795,closed,2016-03-11 10:52:32,0.75540,10000,,10,10,,AUDUSD,,101180454,
12,1457969854,2016-03-14 11:37:36,1457969856,0.7505,,forex,short,2016-03-14 11:37:34,1457969854,closed,2016-03-14 11:33:30,0.75062,10000,,10,10,,AUDUSD,,101211142,
-18,1457485028,2016-03-08 19:57:11,1457485031,0.74282,,forex,short,2016-03-08 19:57:08,1457485028,closed,2016-03-08 19:50:30,0.74266,10000,,10,10,,AUDUSD,,101092827,
-306,1457621012,2016-03-10 15:14:17,1457640857,0.74582,,forex,long,2016-03-10 09:43:32,1457621012,closed,2016-03-10 09:25:41,0.74755,10000,,10,10,,AUDUSD,,101144864,
-31,1457974271,2016-03-14 12:54:23,1457974463,0.75135,,forex,short,2016-03-14 12:51:11,1457974271,closed,2016-03-14 12:47:41,0.75104,10000,,10,10,,AUDUSD,,101213394,
-138,1457642640,2016-03-10 20:14:24,1457658864,0.74472,,forex,short,2016-03-10 15:44:00,1457642640,closed,2016-03-10 15:14:21,0.74451,10000,,10,10,,AUDUSD,,101159287,
-116,1457934056,2016-03-14 01:50:08,1457934608,0.75673,,forex,long,2016-03-14 01:40:56,1457934056,closed,2016-03-14 01:37:04,0.75789,10000,,10,10,,AUDUSD,,101201118,
47,1457963787,2016-03-14 10:00:21,1457964021,0.75107,,forex,short,2016-03-14 09:56:27,1457963787,closed,2016-03-14 09:52:25,0.75154,10000,,10,10,,AUDUSD,,101207679,
9,1457974969,2016-03-14 13:12:31,1457975551,0.75114,,forex,short,2016-03-14 13:02:49,1457974969,closed,2016-03-14 12:58:40,0.75123,10000,,10,10,,AUDUSD,,101213595,
219,1457914167,2016-03-14 01:10:09,1457932209,0.75867,,forex,long,2016-03-13 20:09:27,1457914167,closed,2016-03-13 20:05:06,0.75648,10000,,10,10,,AUDUSD,,101198146,
-23,1457960663,2016-03-14 09:04:25,1457960665,0.75413,,forex,long,2016-03-14 09:04:23,1457960663,closed,2016-03-14 09:00:46,0.75436,10000,,10,10,,AUDUSD,,101205885,
-32,1457714095,2016-03-11 12:10:58,1457716258,0.75739,,forex,long,2016-03-11 11:34:55,1457714095,closed,2016-03-11 11:30:08,0.75683,10000,,10,10,,AUDUSD,,101181801,
7,1457976403,2016-03-14 13:30:22,1457976622,0.7503,,forex,short,2016-03-14 13:26:43,1457976403,closed,2016-03-14 13:22:16,0.75037,10000,,10,10,,AUDUSD,,101214245,
-36,1457965406,2016-03-14 10:55:20,1457967320,0.75041,,forex,long,2016-03-14 10:23:26,1457965406,closed,2016-03-14 10:19:27,0.75077,10000,,10,10,,AUDUSD,,101208668,
13,1457964505,2016-03-14 10:19:22,1457965162,0.75078,,forex,short,2016-03-14 10:08:25,1457964505,closed,2016-03-14 10:04:12,0.75091,10000,,10,10,,AUDUSD,,101208167,
88,1457970564,2016-03-14 12:24:22,1457972662,0.7511,,forex,long,2016-03-14 11:49:24,1457970564,closed,2016-03-14 11:45:55,0.75022,10000,,10,10,,AUDUSD,,101211574,
-77,1457975832,2016-03-14 13:22:11,1457976131,0.75031,,forex,long,2016-03-14 13:17:12,1457975832,closed,2016-03-14 13:12:35,0.75108,10000,,10,10,,AUDUSD,,101213976,
-2,1457964245,2016-03-14 10:04:07,1457964247,0.7509,,forex,long,2016-03-14 10:04:05,1457964245,closed,2016-03-14 10:00:25,0.75092,10000,,10,10,,AUDUSD,,101207987,
25,1457963538,2016-03-14 09:52:20,1457963540,0.75145,,forex,long,2016-03-14 09:52:18,1457963538,closed,2016-03-14 09:48:40,0.75120,10000,,10,10,,AUDUSD,,101207484,
-1,1457970078,2016-03-14 11:41:20,1457970080,0.7504,,forex,long,2016-03-14 11:41:18,1457970078,closed,2016-03-14 11:37:41,0.75041,10000,,10,10,,AUDUSD,,101211284,
68,1457489323,2016-03-08 23:04:37,1457496277,0.74193,,forex,long,2016-03-08 21:08:43,1457489323,closed,2016-03-08 21:03:06,0.74176,10000,,10,10,,AUDUSD,,101093440,
188,1457934864,2016-03-14 05:41:02,1457948462,0.75487,,forex,short,2016-03-14 01:54:24,1457934864,closed,2016-03-14 01:50:13,0.75675,10000,,10,10,,AUDUSD,,101201246,
399,1457702752,2016-03-11 10:52:27,1457711547,0.75160,,forex,long,2016-03-11 08:25:52,1457702752,closed,2016-03-11 08:21:50,0.75141,10000,,10,10,,AUDUSD,,101176170,
2,1457973607,2016-03-14 12:47:37,1457974057,0.75103,,forex,long,2016-03-14 12:40:07,1457973607,closed,2016-03-14 12:35:35,0.75101,10000,,10,10,,AUDUSD,,101213011,
5,1457972895,2016-03-14 12:35:30,1457973330,0.75105,,forex,short,2016-03-14 12:28:15,1457972895,closed,2016-03-14 12:24:27,0.75110,10000,,10,10,,AUDUSD,,101212702,
-491,1457554219,2016-03-09 20:02:29,1457571749,0.74968,,forex,long,2016-03-09 15:10:19,1457554219,closed,2016-03-09 15:03:57,0.75124,10000,,10,10,,AUDUSD,,101127528,
68,1457932445,2016-03-14 01:36:59,1457933819,0.75799,,forex,short,2016-03-14 01:14:05,1457932445,closed,2016-03-14 01:10:13,0.75867,10000,,10,10,,AUDUSD,,101200788,
18,1457967533,2016-03-14 11:16:35,1457968595,0.7503,,forex,short,2016-03-14 10:58:53,1457967533,closed,2016-03-14 10:55:25,0.75048,10000,,10,10,,AUDUSD,,101209942,
-130,1457572172,2016-03-10 09:25:37,1457619937,0.74651,,forex,short,2016-03-09 20:09:32,1457572172,closed,2016-03-09 20:02:33,0.74633,10000,,10,10,,AUDUSD,,101131575,
32,1457968807,2016-03-14 11:33:25,1457969605,0.75062,,forex,long,2016-03-14 11:20:07,1457968807,closed,2016-03-14 11:16:40,0.75030,10000,,10,10,,AUDUSD,,101210627,
391,1457511050,2016-03-09 05:04:14,1457517854,0.74437,,forex,long,2016-03-09 03:10:50,1457511050,closed,2016-03-09 03:04:25,0.74358,10000,,10,10,,AUDUSD,,101101859,
117,1457485744,2016-03-08 21:03:00,1457488980,0.74272,,forex,short,2016-03-08 20:09:04,1457485744,closed,2016-03-08 20:02:55,0.74293,10000,,10,10,,AUDUSD,,101092910,
39,1457682194,2016-03-11 02:43:16,1457682196,0.74920,,forex,short,2016-03-11 02:43:14,1457682194,closed,2016-03-11 02:14:24,0.74964,10000,,10,10,,AUDUSD,,101171590,
-47,1457948646,2016-03-14 08:48:26,1457959706,0.75417,,forex,long,2016-03-14 05:44:06,1457948646,closed,2016-03-14 05:41:06,0.75464,10000,,10,10,,AUDUSD,,101203767,
