PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,trade_id,underlying
0,1457975628,,,113.64900,,forex,long,2016-03-14 13:13:48,1457975628,open,2016-03-14 13:09:11,113.63500,10000,,0,5,,USDJPY,,101213867,
-10,1457916926,2016-03-13 21:18:39,1457918319,113.934,,forex,short,2016-03-13 20:55:26,1457916926,closed,2016-03-13 20:51:47,113.82200,10000,,1,1,,USDJPY,,101198601,
-15,1457943393,2016-03-14 04:16:35,1457943395,113.7844,,forex,long,2016-03-14 04:16:33,1457939944,closed,2016-03-14 02:46:15,113.81920,10000,,5,5,,USDJPY,,101202000,
4,1457927670,2016-03-14 00:52:51,1457931171,113.809,,forex,short,2016-03-13 23:54:30,1457927670,closed,2016-03-13 23:50:54,113.85300,10000,,1,1,,USDJPY,,101200344,
-2,1457931372,2016-03-14 01:48:22,1457934502,113.789,,forex,long,2016-03-14 00:56:12,1457931372,closed,2016-03-14 00:52:55,113.80700,10000,,1,1,,USDJPY,,101200684,
-7,1457909450,2016-03-13 20:18:57,1457914737,113.775,,forex,short,2016-03-13 18:50:50,1457909450,closed,2016-03-13 18:48:03,113.69500,10000,,1,1,,USDJPY,,101197457,
1,1457952727,2016-03-14 07:16:24,1457954184,113.703,,forex,long,2016-03-14 06:52:07,1457952727,closed,2016-03-14 06:48:59,113.69600,10000,,1,1,,USDJPY,,101204500,
-105,1457626503,2016-03-10 11:15:05,1457626505,113.61758,,forex,long,2016-03-10 11:15:03,1457622877,closed,2016-03-10 03:33:34,113.71842,10000,,12,12,,USDJPY,,101139751,
4,1457914945,2016-03-13 20:51:43,1457916703,113.82,,forex,long,2016-03-13 20:22:25,1457914945,closed,2016-03-13 20:19:02,113.77800,10000,,1,1,,USDJPY,,101198299,
29,1457961085,2016-03-14 10:06:04,1457964364,113.67,,forex,long,2016-03-14 09:11:25,1457961085,closed,2016-03-14 09:07:14,113.60500,10000,,5,5,,USDJPY,,101206014,
1,1457597726,2016-03-10 03:33:29,1457598809,113.53800,,forex,short,2016-03-10 03:15:26,1457597726,closed,2016-03-10 02:45:54,113.57400,10000,,1,1,,USDJPY,,101139245,
-7,1457918549,2016-03-13 23:50:50,1457927450,113.85,,forex,long,2016-03-13 21:22:29,1457918549,closed,2016-03-13 21:18:44,113.93500,10000,,1,1,,USDJPY,,101198941,
0,1457956203,2016-03-14 08:35:52,1457958952,113.632,,forex,long,2016-03-14 07:50:03,1457956203,closed,2016-03-14 07:47:08,113.63200,10000,,1,1,,USDJPY,,101205047,
0,1457934677,2016-03-14 02:18:34,1457936314,113.79,,forex,short,2016-03-14 01:51:17,1457934677,closed,2016-03-14 01:48:27,113.78900,10000,,1,1,,USDJPY,,101201213,
-31,1457971834,2016-03-14 12:38:07,1457973487,113.646,,forex,short,2016-03-14 12:10:34,1457971834,closed,2016-03-14 12:06:29,113.57500,10000,,5,5,,USDJPY,,101212180,
-85,1457969941,2016-03-14 12:06:24,1457971584,113.566,,forex,long,2016-03-14 11:39:01,1457969941,closed,2016-03-14 11:34:49,113.75800,10000,,5,5,,USDJPY,,101211176,
-2,1457952532,2016-03-14 06:48:55,1457952535,113.605,,forex,short,2016-03-14 06:48:52,1457947090,closed,2016-03-14 04:48:19,113.60060,10000,,5,5,,USDJPY,,101203218,
15,1457959171,2016-03-14 09:07:09,1457960829,113.6,,forex,short,2016-03-14 08:39:31,1457959171,closed,2016-03-14 08:35:57,113.63300,10000,,5,5,,USDJPY,,101205629,
42,1457966296,2016-03-14 11:07:46,1457968066,113.762,,forex,long,2016-03-14 10:38:16,1457966296,closed,2016-03-14 10:34:49,113.66700,10000,,5,5,,USDJPY,,101209226,
59,1457669811,2016-03-10 23:16:53,1457669813,113.07475,,forex,short,2016-03-10 23:16:51,1457667944,closed,2016-03-10 11:15:10,113.11725,10000,,16,16,,USDJPY,,101151706,
-14,1457907769,2016-03-13 18:47:58,1457909278,113.694,,forex,long,2016-03-13 18:22:49,1457907769,closed,2016-03-13 18:19:57,113.84900,10000,,1,1,,USDJPY,,101197098,
112,1457906540,2016-03-13 18:02:22,1457906542,113.67495,,forex,long,2016-03-13 18:02:20,1457725367,closed,2016-03-10 23:16:58,113.61145,10000,,20,20,,USDJPY,,101167511,
