PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,trade_id,underlying
-10,1457976679,,,1.110644,,forex,short,2016-03-14 13:31:19,1457968046,open,2016-03-14 11:03:16,1.10976,10000,,4,5,,EURUSD,,101210146,
-75,1457682573,2016-03-11 02:49:35,1457682575,1.11710,,forex,long,2016-03-11 02:49:33,1457676988,closed,2016-03-10 18:15:46,1.11754,10000,,17,17,,EURUSD,,101162007,
4,1457649910,2016-03-10 18:15:42,1457651742,1.11764,,forex,short,2016-03-10 17:45:10,1457649910,closed,2016-03-10 17:43:57,1.11769,10000,,3,3,,EURUSD,,101161653,
0,1457914932,2016-03-14 00:20:39,1457929239,1.11599,,forex,short,2016-03-13 20:22:12,1457914932,closed,2016-03-13 20:18:42,1.11595,10000,,1,1,,EURUSD,,101198295,
-167,1457642672,2016-03-10 15:44:34,1457642674,1.11841,,forex,long,2016-03-10 15:44:32,1457640885,closed,2016-03-10 13:14:59,1.12027,10000,,9,9,,EURUSD,,101156022,
-13,1457961072,2016-03-14 10:05:39,1457964339,1.11101,,forex,long,2016-03-14 09:11:12,1457961072,closed,2016-03-14 09:06:42,1.11235,10000,,1,1,,EURUSD,,101205998,
-27,1457906527,2016-03-13 18:47:32,1457909252,1.11669,,forex,short,2016-03-13 18:02:07,1457906527,closed,2016-03-13 17:40:03,1.11395,10000,,1,1,,EURUSD,,101196703,
283,1457616012,2016-03-10 08:20:14,1457616014,1.09097,,forex,short,2016-03-10 08:20:12,1457610323,closed,2016-03-10 02:45:36,1.09661,10000,,5,5,,EURUSD,,101139236,
372,1457631929,2016-03-10 12:45:33,1457631933,1.12112,,forex,long,2016-03-10 12:45:29,1457631929,closed,2016-03-10 12:15:54,1.11749,10000,,10,10,,EURUSD,,101154057,
2,1457929457,2016-03-14 02:14:52,1457936092,1.11616,,forex,long,2016-03-14 00:24:17,1457929457,closed,2016-03-14 00:20:44,1.11595,10000,,1,1,,EURUSD,,101200540,
38,1457936299,2016-03-14 09:06:38,1457960798,1.11239,,forex,short,2016-03-14 02:18:19,1457936299,closed,2016-03-14 02:14:57,1.11615,10000,,1,1,,EURUSD,,101201587,
-71,1457649830,2016-03-10 17:43:53,1457649833,1.11779,,forex,long,2016-03-10 17:43:50,1457648093,closed,2016-03-10 16:45:31,1.11851,10000,,10,10,,EURUSD,,101161188,
-153,1457628309,2016-03-10 12:15:49,1457630149,1.11673,,forex,short,2016-03-10 11:45:09,1457628309,closed,2016-03-10 11:15:06,1.11454,10000,,5,5,,EURUSD,,101151696,
-7,1457909437,2016-03-13 20:18:38,1457914718,1.11594,,forex,long,2016-03-13 18:50:37,1457909437,closed,2016-03-13 18:47:36,1.11659,10000,,1,1,,EURUSD,,101197446,
35,1457708898,2016-03-11 10:08:20,1457708900,1.11249,,forex,short,2016-03-11 10:08:18,1457707180,closed,2016-03-11 02:49:39,1.11284,10000,,10,10,,EURUSD,,101171998,
1176,1457626498,2016-03-10 11:15:01,1457626501,1.11080,,forex,long,2016-03-10 11:14:58,1457622868,closed,2016-03-10 08:20:18,1.09770,10000,,9,9,,EURUSD,,101143309,
-9,1457646324,2016-03-10 16:45:26,1457646326,1.11823,,forex,short,2016-03-10 16:45:24,1457642695,closed,2016-03-10 15:44:38,1.11812,10000,,5,5,,EURUSD,,101160226,
4,1457905197,2016-03-13 17:39:59,1457905199,1.11566,,forex,long,2016-03-13 17:39:57,1457723376,closed,2016-03-11 10:08:25,1.11562,10000,,9,9,,EURUSD,,101178958,
