PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,trade_id,underlying
-41,1457694842,2016-03-11 10:37:07,1457710627,126.21700,,forex,short,2016-03-11 06:14:02,1457694842,closed,2016-03-11 06:04:48,126.15000,10000,,1,1,,EURJPY,,101174491,
0,1457597719,2016-03-10 06:15:33,1457608533,124.59000,,forex,short,2016-03-10 03:15:19,1457597719,closed,2016-03-10 02:45:41,124.53400,10000,,1,1,,EURJPY,,101139239,
-10,1457626508,2016-03-10 12:15:58,1457630158,126.40700,,forex,long,2016-03-10 11:15:08,1457626508,closed,2016-03-10 11:14:53,126.39700,10000,,1,1,,EURJPY,,101151692,
-100,1457694281,2016-03-11 06:04:43,1457694283,126.50650,,forex,long,2016-03-11 06:04:41,1457684138,closed,2016-03-10 20:45:00,126.69583,10000,,6,6,,EURJPY,,101163432,
-175,1457619283,2016-03-10 09:14:45,1457619285,124.89650,,forex,short,2016-03-10 09:14:43,1457615981,closed,2016-03-10 07:20:23,124.39400,10000,,4,4,,EURJPY,,101141931,
24,1457610326,2016-03-10 07:20:18,1457612418,124.64600,,forex,long,2016-03-10 06:45:26,1457610326,closed,2016-03-10 06:15:38,124.54000,10000,,1,1,,EURJPY,,101141289,
-7,1457971824,2016-03-14 13:08:43,1457975323,126.214,,forex,short,2016-03-14 12:10:24,1457971824,closed,2016-03-14 12:06:04,126.13100,10000,,1,1,,EURJPY,,101212169,
14,1457622871,2016-03-10 11:14:49,1457626489,126.63700,,forex,short,2016-03-10 10:14:31,1457622871,closed,2016-03-10 10:14:09,126.55700,10000,,1,1,,EURJPY,,101147720,
0,1457725358,2016-03-13 17:40:09,1457905209,126.874,,forex,long,2016-03-11 14:42:38,1457725358,closed,2016-03-11 14:38:26,126.87400,10000,,1,1,,EURJPY,,101186198,
30,1457658945,2016-03-10 20:15:48,1457658948,126.68900,,forex,long,2016-03-10 20:15:45,1457658945,closed,2016-03-10 19:44:48,126.51800,10000,,2,2,,EURJPY,,101162860,
-11,1457631936,2016-03-10 12:45:39,1457631939,126.33100,,forex,short,2016-03-10 12:45:36,1457631936,closed,2016-03-10 12:16:03,126.27800,10000,,2,2,,EURJPY,,101154075,
-39,1457655283,2016-03-10 19:14:45,1457655285,126.44633,,forex,long,2016-03-10 19:14:43,1457649913,closed,2016-03-10 14:45:05,126.59400,10000,,3,3,,EURJPY,,101158588,
-35,1457909440,2016-03-14 04:16:19,1457943379,126.554,,forex,long,2016-03-13 18:50:40,1457909440,closed,2016-03-13 18:47:46,126.95000,10000,,1,1,,EURJPY,,101197449,
23,1457710842,2016-03-11 14:06:03,1457723163,126.863,,forex,long,2016-03-11 10:40:42,1457710842,closed,2016-03-11 10:37:11,126.59800,10000,,1,1,,EURJPY,,101180055,
-18,1457633784,2016-03-10 14:15:17,1457637317,126.36200,,forex,short,2016-03-10 13:16:24,1457633784,closed,2016-03-10 13:15:04,126.30400,10000,,1,1,,EURJPY,,101156028,
10,1457961075,2016-03-14 11:03:21,1457967801,126.264,,forex,short,2016-03-14 09:11:15,1457961075,closed,2016-03-14 09:06:48,126.37300,10000,,1,1,,EURJPY,,101206000,
-8,1457906530,2016-03-13 18:47:42,1457909262,126.969,,forex,short,2016-03-13 18:02:10,1457906531,closed,2016-03-13 17:40:13,126.87400,10000,,1,1,,EURJPY,,101196706,
16,1457943593,2016-03-14 08:35:31,1457958931,126.369,,forex,short,2016-03-14 04:19:53,1457943593,closed,2016-03-14 04:16:24,126.55200,10000,,1,1,,EURJPY,,101202923,
58,1457619307,2016-03-10 10:14:05,1457622845,125.79100,,forex,long,2016-03-10 09:15:07,1457619307,closed,2016-03-10 09:14:49,125.86500,10000,,1,1,,EURJPY,,101144512,
-2,1457723380,2016-03-11 14:38:21,1457725101,126.883,,forex,short,2016-03-11 14:09:40,1457723380,closed,2016-03-11 14:06:08,126.85700,10000,,1,1,,EURJPY,,101185288,
