PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,trade_id,underlying
27,1457966293,2016-03-14 11:07:38,1457968058,0.98646,,forex,long,2016-03-14 10:38:13,1457966293,closed,2016-03-14 10:34:43,0.98593,10000,,5,5,,USDCHF,,101209224,
45,1457680478,2016-03-11 02:14:40,1457680480,0.98464,,forex,short,2016-03-11 02:14:38,1457678696,closed,2016-03-10 09:15:00,0.98486,10000,,21,21,,USDCHF,,101144533,
-261,1457597723,2016-03-10 08:08:51,1457615331,0.99710,,forex,short,2016-03-10 03:15:23,1457613843,closed,2016-03-10 02:45:50,0.99762,10000,,3,3,,USDCHF,,101139243,
-9,1457913046,2016-03-13 22:48:29,1457923709,0.98354,,forex,short,2016-03-13 19:50:46,1457913046,closed,2016-03-13 19:48:08,0.98264,10000,,1,1,,USDCHF,,101197959,
-113,1457727048,2016-03-13 17:40:28,1457905228,0.98425,,forex,short,2016-03-11 15:10:48,1457727048,closed,2016-03-11 15:07:19,0.98147,10000,,4,4,,USDCHF,,101186787,
28,1457723177,2016-03-11 14:06:19,1457723179,0.982,,forex,short,2016-03-11 14:06:17,1457714459,closed,2016-03-11 10:08:44,0.98256,10000,,5,5,,USDCHF,,101178964,
-4,1457723386,2016-03-11 15:07:15,1457726835,0.98147,,forex,long,2016-03-11 14:09:46,1457725364,closed,2016-03-11 14:06:23,0.98156,10000,,5,5,,USDCHF,,101185301,
-565,1457619294,2016-03-10 09:14:56,1457619296,1.00185,,forex,long,2016-03-10 09:14:54,1457617572,closed,2016-03-10 08:08:56,1.00652,10000,,12,12,,USDCHF,,101143089,
-11,1457975625,,,0.98600,,forex,short,2016-03-14 13:13:45,1457975625,open,2016-03-14 13:09:04,0.98562,10000,,0,1,,USDCHF,,101213860,
-12,1457906537,2016-03-13 19:48:04,1457912884,0.98264,,forex,long,2016-03-13 18:02:17,1457906537,closed,2016-03-13 17:40:33,0.98378,10000,,1,1,,USDCHF,,101196716,
-1,1457973675,2016-03-14 13:09:00,1457975340,0.98562,,forex,long,2016-03-14 12:41:15,1457973675,closed,2016-03-14 12:38:00,0.98575,10000,,1,1,,USDCHF,,101213188,
9,1457923947,2016-03-14 09:06:59,1457960819,0.98582,,forex,long,2016-03-13 22:52:27,1457959168,closed,2016-03-13 22:48:33,0.98564,10000,,5,5,,USDCHF,,101199762,
-1,1457971831,2016-03-14 12:37:56,1457973476,0.98584,,forex,short,2016-03-14 12:10:31,1457971831,closed,2016-03-14 12:06:18,0.98572,10000,,1,1,,USDCHF,,101212173,
-128,1457708917,2016-03-11 10:08:39,1457708919,0.98518,,forex,long,2016-03-11 10:08:37,1457694846,closed,2016-03-11 02:14:45,0.98675,10000,,8,8,,USDCHF,,101171595,
-72,1457961082,2016-03-14 10:05:56,1457964356,0.98736,,forex,short,2016-03-14 09:11:22,1457961082,closed,2016-03-14 09:07:04,0.98593,10000,,5,5,,USDCHF,,101206005,
