PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,trade_id,underlying
18,1457693682,2016-03-11 06:12:42,1457694762,1.42915,,forex,long,2016-03-11 05:54:42,1457693682,closed,2016-03-11 05:42:28,1.42966,10000,,10,10,,GBPUSD,,101174308,
59,1457976375,2016-03-14 13:26:18,1457976378,1.43184,,forex,long,2016-03-14 13:26:15,1457976375,closed,2016-03-14 13:21:42,1.43125,10000,,10,10,,GBPUSD,,101214232,
69,1457553816,2016-03-09 15:03:38,1457553818,1.42248,,forex,long,2016-03-09 15:03:36,1457553816,closed,2016-03-09 14:04:24,1.42192,10000,,10,10,,GBPUSD,,101125587,
-292,1457947548,2016-03-14 06:19:00,1457950740,1.43508,,forex,long,2016-03-14 05:25:48,1457947548,closed,2016-03-14 05:23:04,1.43800,10000,,10,10,,GBPUSD,,101203573,
-22,1457975804,2016-03-14 13:16:48,1457975808,1.43199,,forex,long,2016-03-14 13:16:44,1457975804,closed,2016-03-14 13:12:05,1.43221,10000,,10,10,,GBPUSD,,101213954,
97,1457959931,2016-03-14 08:56:07,1457960167,1.43688,,forex,long,2016-03-14 08:52:11,1457959931,closed,2016-03-14 08:48:14,1.43591,10000,,10,10,,GBPUSD,,101205763,
313,1457685779,2016-03-11 05:13:44,1457691224,1.42663,,forex,long,2016-03-11 03:42:59,1457685779,closed,2016-03-11 03:13:58,1.42583,10000,,10,10,,GBPUSD,,101172366,
-85,1457963521,2016-03-14 09:52:04,1457963524,1.43303,,forex,short,2016-03-14 09:52:01,1457963521,closed,2016-03-14 09:48:17,1.43218,10000,,10,10,,GBPUSD,,101207471,
70,1457976095,2016-03-14 13:21:37,1457976097,1.4313,,forex,short,2016-03-14 13:21:35,1457976095,closed,2016-03-14 13:16:55,1.43200,10000,,10,10,,GBPUSD,,101214097,
125,1457962816,2016-03-14 09:44:19,1457963059,1.43309,,forex,short,2016-03-14 09:40:16,1457962816,closed,2016-03-14 09:35:17,1.43434,10000,,10,10,,GBPUSD,,101206838,
