PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,trade_id,underlying
19,1457096694,2016-03-04 07:04:49,1457093089,0.99217,,forex,short,,1457082315,closed,2016-03-04 04:04:45,0.99409,10000,,1,1,,USDCHF,,100987274,
-27,1457093126,2016-03-04 09:05:24,1457100324,0.98933,,forex,long,2016-03-04 07:05:26,1457093126,closed,2016-03-04 07:05:00,0.99199,10000,,1,1,,USDCHF,,100988388,
29,1457096694,2016-03-03 13:01:00,1457028060,0.7362,,forex,long,,1457073669,closed,2016-03-03 09:01:11,0.73326,10000,,1,1,,AUDUSD,,100966032,
2,1457096694,2016-03-03 16:01:17,1457038877,0.7359,,forex,long,,1457073669,closed,2016-03-03 15:01:05,0.73570,10000,,1,1,,AUDUSD,,100977531,
-5,1457096694,2016-03-04 00:19:13,1457068753,0.73592,,forex,long,,1457073669,closed,2016-03-04 00:01:35,0.73639,10000,,1,1,,AUDUSD,,100984296,
-5,1457096694,2016-03-04 04:04:56,1457082296,1.3425,,forex,short,,1457079584,closed,2016-03-04 03:05:42,1.34177,10000,,1,1,,USDCAD,,100986780,
10,1457096694,2016-03-03 05:09:06,1456999746,0.99696,,forex,short,,1457073669,closed,2016-03-03 03:13:12,0.99793,10000,,1,1,,USDCHF,,100962830,
24,1457093126,,,1.09843,,forex,long,2016-03-04 07:05:26,1457093126,open,2016-03-04 07:04:36,1.09836,10000,,0,1,,EURUSD,,100988374,
15,1457096694,2016-03-04 05:05:03,1457085903,1.34459,,forex,long,,1457082315,closed,2016-03-04 04:05:07,1.34258,10000,,1,1,,USDCAD,,100987291,
-1,1457096694,2016-03-04 02:05:10,1457075110,1.34178,,forex,short,,1457073669,closed,2016-03-04 01:01:12,1.34171,10000,,1,1,,USDCAD,,100984877,
1,,,,1.34108,,forex,long,,,open,2016-03-04 09:05:56,1.34103,10000,,0,1,,USDCAD,,100990223,
1,1457096694,2016-03-04 03:05:31,1457078731,1.34178,,forex,long,,1457076474,closed,2016-03-04 02:05:21,1.34169,10000,,1,1,,USDCAD,,100986352,
-13,1457096694,2016-03-03 11:01:16,1457020876,1.41586,,forex,short,,1457073669,closed,2016-03-03 10:01:08,1.41456,10000,,1,1,,GBPUSD,,100968850,
-2,1457096694,2016-03-03 07:01:13,1457006473,114.005,,forex,short,,1457073669,closed,2016-03-03 06:17:06,113.99300,10000,,2,2,,USDJPY,,100964219,
2,1457096694,2016-03-03 06:17:07,1457003827,0.7331,,forex,short,,1457073669,closed,2016-03-03 06:12:46,0.73331,10000,,1,1,,AUDUSD,,100964161,
-2,1457096694,2016-03-04 00:01:33,1457067693,1.4161075,,forex,long,,1457073669,closed,2016-03-03 11:01:17,1.41615,10000,,4,4,,GBPUSD,,100970596,
-6,,,,0.98972,,forex,short,,,open,2016-03-04 09:05:35,0.98936,10000,,0,1,,USDCHF,,100990215,
-14,1457096694,2016-03-03 05:01:40,1456999300,1.40729,,forex,long,,1457073669,closed,2016-03-03 03:13:11,1.40865,10000,,1,1,,GBPUSD,,100962828,
5,1457096694,2016-03-03 16:01:18,1457038878,1.33985,,forex,short,,1457073669,closed,2016-03-03 15:01:07,1.34055,10000,,1,1,,USDCAD,,100977536,
18,1457096694,2016-03-03 06:12:44,1457003564,0.7333,,forex,long,,1457073669,closed,2016-03-03 05:01:43,0.73151,10000,,1,1,,AUDUSD,,100963627,
-4,1457096694,2016-03-03 23:09:37,1457064577,1.34194,,forex,short,,1457073669,closed,2016-03-03 20:04:06,1.34147,10000,,1,1,,USDCAD,,100980714,
4,1457096694,2016-03-03 19:01:08,1457049668,1.341,,forex,short,,1457073669,closed,2016-03-03 18:01:13,1.34152,10000,,1,1,,USDCAD,,100979836,
-39,1457096694,2016-03-04 07:04:25,1457093065,1.09844,,forex,short,,1457073669,closed,2016-03-03 23:09:31,1.09455,10000,,1,1,,EURUSD,,100981972,
5,1457096694,2016-03-03 15:01:03,1457035263,0.73576,,forex,short,,1457073669,closed,2016-03-03 13:01:02,0.73621,10000,,1,1,,AUDUSD,,100973755,
9,1457096694,2016-03-03 07:01:10,1457006470,1.40607,,forex,short,,1457073669,closed,2016-03-03 06:17:02,1.40695,10000,,1,1,,GBPUSD,,100964212,
-6,1457096694,2016-03-03 05:01:41,1456999301,113.964,,forex,long,,1457073669,closed,2016-03-03 03:13:13,113.99800,10000,,2,2,,USDJPY,,100962832,
9,1457096694,2016-03-04 07:04:37,1457093077,1.41545,,forex,short,,1457079584,closed,2016-03-04 03:05:09,1.41630,10000,,1,1,,GBPUSD,,100986770,
-36,1457096695,2016-03-03 23:32:33,1457065953,113.582,,forex,short,,1457073669,closed,2016-03-03 10:01:12,113.51467,10000,,6,6,,USDJPY,,100968856,
-34,1457096695,2016-03-03 03:04:19,1456992259,1.40969,,forex,short,,1457073669,closed,2016-03-03 02:01:57,1.40799,10000,,2,2,,GBPUSD,,100962191,
-3,1457096695,2016-03-03 09:01:10,1457013670,0.73331,,forex,short,,1457073669,closed,2016-03-03 07:01:16,0.73304,10000,,1,1,,AUDUSD,,100964528,
8,1457096695,2016-03-03 23:09:29,1457064569,1.09454,,forex,long,,1457073669,closed,2016-03-03 22:01:23,1.09370,10000,,1,1,,EURUSD,,100981521,
13,1457096695,2016-03-03 18:01:12,1457046072,1.34152,,forex,long,,1457073669,closed,2016-03-03 16:01:20,1.33978,10000,,1,1,,USDCAD,,100978895,
4,1457096695,2016-03-03 06:12:42,1457003562,1.40693,,forex,short,,1457073669,closed,2016-03-03 05:01:41,1.40729,10000,,1,1,,GBPUSD,,100963622,
3,1457096695,2016-03-04 03:04:58,1457078698,1.41655,,forex,long,,1457076474,closed,2016-03-04 02:04:46,1.41629,10000,,1,1,,GBPUSD,,100986337,
3,1457096695,2016-03-03 07:01:16,1457006476,1.34332,,forex,short,,1457073669,closed,2016-03-03 05:01:43,1.34366,10000,,1,1,,USDCAD,,100963629,
-9,1457096695,2016-03-04 02:04:34,1457075074,1.41635,,forex,short,,1457073669,closed,2016-03-04 00:01:34,1.41547,10000,,1,1,,GBPUSD,,100984293,
4,1457096695,2016-03-03 20:04:05,1457053445,1.34147,,forex,long,,1457073669,closed,2016-03-03 19:01:08,1.34090,10000,,1,1,,USDCAD,,100980351,
22,1457093126,,,1.41538,,forex,long,2016-03-04 07:05:26,1457093126,open,2016-03-04 07:04:48,1.41530,10000,,0,1,,GBPUSD,,100988377,
82,1457096695,2016-03-03 20:04:02,1457053442,1.0952,,forex,long,,1457073669,closed,2016-03-03 05:01:40,1.08698,10000,,1,1,,EURUSD,,100963619,
10,1457096695,2016-03-03 06:17:05,1457003825,113.999,,forex,long,,1457073669,closed,2016-03-03 06:03:48,113.94200,10000,,2,2,,USDJPY,,100964095,
46,1457096695,2016-03-03 09:01:08,1457013668,0.99279,,forex,short,,1457073669,closed,2016-03-03 06:17:04,0.99740,10000,,1,1,,USDCHF,,100964216,
