symbol,open_or_closed,long_or_short,quant_opened,quant_closed,opening_price_VWAP,closing_price_VWAP,PL,PurePL,commission,trade_id,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,expir,instrument,markToMarket_time,openVWAP_timestamp,openedWhen,qty,currency,unr_pnl,pure_unr_pnl,balance,margin_available,purebalance
EURUSD,open,short,2.0,0.0,1.12298,0.0,-2.0,0.0,2.0,19.0,,,,,EURUSD,,20160422 12:38:46 EST,20160422 12:38:46 EST,-2.0,USD,-1.6,0.400000000003,99971.4,1977180.2,100045.4
