trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,commission,index
1,6.26857484401,20160317 16:43:29 EST,20160317 16:43:29 EST,20160317 16:43:29 EST,0.96787,,USDCHF,short,20160317 16:41:49 EST,20160317 16:41:49 EST,closed,20160317 16:41:49 EST,0.96779,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.877825156,
2,6.26857484401,20160317 16:44:45 EST,20160317 16:44:45 EST,20160317 16:44:45 EST,0.96779,,USDCHF,long,20160317 16:43:29 EST,20160317 16:43:29 EST,closed,20160317 16:43:29 EST,0.96787,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.877825156,
3,6.26857484401,20160317 16:45:29 EST,20160317 16:45:29 EST,20160317 16:45:29 EST,0.96787,,USDCHF,short,20160317 16:44:45 EST,20160317 16:44:45 EST,closed,20160317 16:44:45 EST,0.96779,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.877825156,
4,41.190173262,20160317 16:47:33 EST,20160317 16:47:33 EST,20160317 16:47:33 EST,0.96756,,USDCHF,long,20160317 16:45:29 EST,20160317 16:45:29 EST,closed,20160317 16:45:29 EST,0.96787,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.877126738,
5,-36.241578072,20160317 16:50:33 EST,20160317 16:50:33 EST,20160317 16:50:33 EST,0.96736,,USDCHF,short,20160317 16:47:33 EST,20160317 16:47:33 EST,closed,20160317 16:47:33 EST,0.96756,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.875578072,
6,4.75334181,20160317 16:51:31 EST,20160317 16:51:31 EST,20160317 16:51:31 EST,0.96729,,USDCHF,long,20160317 16:50:33 EST,20160317 16:50:33 EST,closed,20160317 16:50:33 EST,0.96736,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.87475819,
7,21.454307784,20160317 16:53:24 EST,20160317 16:53:24 EST,20160317 16:53:24 EST,0.96747,,USDCHF,short,20160317 16:51:31 EST,20160317 16:51:31 EST,closed,20160317 16:51:31 EST,0.96729,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.875092216,
8,-8.91229953599,20160317 16:58:39 EST,20160317 16:58:39 EST,20160317 16:58:39 EST,0.96749,,USDCHF,long,20160317 16:53:24 EST,20160317 16:53:24 EST,closed,20160317 16:53:24 EST,0.96747,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.875699536,
9,7.78866643801,20160317 16:59:36 EST,20160317 16:59:36 EST,20160317 16:59:36 EST,0.96758,,USDCHF,short,20160317 16:58:39 EST,20160317 16:58:39 EST,closed,20160317 16:58:39 EST,0.96749,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.876033562,
10,27.526961196,20160317 17:15:02 EST,20160317 17:15:02 EST,20160317 17:15:02 EST,0.96736,,USDCHF,long,20160317 16:59:36 EST,20160317 16:59:36 EST,closed,20160317 16:59:36 EST,0.96758,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.875638804,
11,12.344264856,20160317 17:18:14 EST,20160317 17:18:14 EST,20160317 17:18:14 EST,0.96748,,USDCHF,short,20160317 17:15:02 EST,20160317 17:15:02 EST,closed,20160317 17:15:02 EST,0.96736,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.875335144,
12,7.78927375799,20160317 17:20:21 EST,20160317 17:20:21 EST,20160317 17:20:21 EST,0.96739,,USDCHF,long,20160317 17:18:14 EST,20160317 17:18:14 EST,closed,20160317 17:18:14 EST,0.96748,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.875426242,
13,60.928710948,20160317 17:30:07 EST,20160317 17:30:07 EST,20160317 17:30:07 EST,0.96783,,USDCHF,short,20160317 17:20:21 EST,20160317 17:20:21 EST,closed,20160317 17:20:21 EST,0.96739,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.876489052,
14,12.342139236,20160317 17:35:14 EST,20160317 17:35:14 EST,20160317 17:35:14 EST,0.96771,,USDCHF,long,20160317 17:30:07 EST,20160317 17:30:07 EST,closed,20160317 17:30:07 EST,0.96783,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.877460764,
15,22.970026674,20160317 17:37:23 EST,20160317 17:37:23 EST,20160317 17:37:23 EST,0.9679,,USDCHF,short,20160317 17:35:14 EST,20160317 17:35:14 EST,closed,20160317 17:35:14 EST,0.96771,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.877673326,
16,24.48835704,20160317 17:39:21 EST,20160317 17:39:21 EST,20160317 17:39:21 EST,0.9677,,USDCHF,long,20160317 17:37:23 EST,20160317 17:37:23 EST,closed,20160317 17:37:23 EST,0.9679,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.87764296,
17,19.933548138,20160317 17:43:19 EST,20160317 17:43:19 EST,20160317 17:43:19 EST,0.96787,,USDCHF,short,20160317 17:39:21 EST,20160317 17:39:21 EST,closed,20160317 17:39:21 EST,0.9677,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.877551862,
18,19.933548138,20160317 17:45:28 EST,20160317 17:45:28 EST,20160317 17:45:28 EST,0.9677,,USDCHF,long,20160317 17:43:19 EST,20160317 17:43:19 EST,closed,20160317 17:43:19 EST,0.96787,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.877551862,
19,24.48835704,20160317 17:48:34 EST,20160317 17:48:34 EST,20160317 17:48:34 EST,0.9679,,USDCHF,short,20160317 17:45:28 EST,20160317 17:45:28 EST,closed,20160317 17:45:28 EST,0.9677,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.87764296,
20,24.48835704,20160317 17:49:30 EST,20160317 17:49:30 EST,20160317 17:49:30 EST,0.9677,,USDCHF,long,20160317 17:48:34 EST,20160317 17:48:34 EST,closed,20160317 17:48:34 EST,0.9679,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.87764296,
21,7.78739106601,20160317 17:58:40 EST,20160317 17:58:40 EST,20160317 17:58:40 EST,0.96779,,USDCHF,short,20160317 17:49:30 EST,20160317 17:49:30 EST,closed,20160317 17:49:30 EST,0.9677,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.877308934,
22,65.483944974,20160317 17:59:40 EST,20160317 17:59:40 EST,20160317 17:59:40 EST,0.96732,,USDCHF,long,20160317 17:58:40 EST,20160317 17:58:40 EST,closed,20160317 17:58:40 EST,0.96779,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.876155026,
23,-45.349738308,20160317 18:02:32 EST,20160317 18:02:32 EST,20160317 18:02:32 EST,0.96706,,USDCHF,short,20160317 17:59:40 EST,20160317 17:59:40 EST,closed,20160317 17:59:40 EST,0.96732,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.873938308,
24,-10.42813989,20160317 18:14:41 EST,20160317 18:14:41 EST,20160317 18:14:41 EST,0.96709,,USDCHF,long,20160317 18:02:32 EST,20160317 18:02:32 EST,closed,20160317 18:02:32 EST,0.96706,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.87323989,
25,38.156488398,20160317 18:15:38 EST,20160317 18:15:38 EST,20160317 18:15:38 EST,0.96738,,USDCHF,short,20160317 18:14:41 EST,20160317 18:14:41 EST,closed,20160317 18:14:41 EST,0.96709,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.874211602,
26,36.638158032,20160317 18:16:37 EST,20160317 18:16:37 EST,20160317 18:16:37 EST,0.9671,,USDCHF,long,20160317 18:15:38 EST,20160317 18:15:38 EST,closed,20160317 18:15:38 EST,0.96738,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.874241968,
27,21.455461692,20160317 18:20:38 EST,20160317 18:20:38 EST,20160317 18:20:38 EST,0.96728,,USDCHF,short,20160317 18:16:37 EST,20160317 18:16:37 EST,closed,20160317 18:16:37 EST,0.9671,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.873938308,
28,27.528783156,20160317 18:21:35 EST,20160317 18:21:35 EST,20160317 18:21:35 EST,0.96706,,USDCHF,long,20160317 18:20:38 EST,20160317 18:20:38 EST,closed,20160317 18:20:38 EST,0.96728,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.873816844,
