trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,commission,index
29,38.156670594,20160317 18:25:32 EST,20160317 18:25:32 EST,20160317 18:25:32 EST,0.96735,,USDCHF,short,20160317 18:21:35 EST,20160317 18:21:35 EST,closed,20160317 18:21:35 EST,0.96706,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.874029406,
30,19.936706202,20160317 18:28:35 EST,20160317 18:28:35 EST,20160317 18:28:35 EST,0.96718,,USDCHF,long,20160317 18:25:32 EST,20160317 18:25:32 EST,closed,20160317 18:25:32 EST,0.96735,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.874393798,
31,1.71747059402,20160317 18:31:09 EST,20160317 18:31:09 EST,20160317 18:31:09 EST,0.96723,,USDCHF,short,20160317 18:28:35 EST,20160317 18:28:35 EST,closed,20160317 18:28:35 EST,0.96718,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.874029406,
32,1.71747059398,20160317 18:32:47 EST,20160317 18:32:47 EST,20160317 18:32:47 EST,0.96718,,USDCHF,long,20160317 18:31:09 EST,20160317 18:31:09 EST,closed,20160317 18:31:09 EST,0.96723,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.874029406,
33,33.601132908,20160317 18:36:13 EST,20160317 18:36:13 EST,20160317 18:36:13 EST,0.96744,,USDCHF,short,20160317 18:32:47 EST,20160317 18:32:47 EST,closed,20160317 18:32:47 EST,0.96718,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.874667092,
34,12.344507784,20160317 18:38:24 EST,20160317 18:38:24 EST,20160317 18:38:24 EST,0.96732,,USDCHF,long,20160317 18:36:13 EST,20160317 18:36:13 EST,closed,20160317 18:36:13 EST,0.96744,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.875092216,
35,4.75315961399,20160317 18:53:36 EST,20160317 18:53:36 EST,20160317 18:53:36 EST,0.96739,,USDCHF,short,20160317 18:38:24 EST,20160317 18:38:24 EST,closed,20160317 18:38:24 EST,0.96732,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.874940386,
36,22.973124006,20160317 18:55:13 EST,20160317 18:55:13 EST,20160317 18:55:13 EST,0.9672,,USDCHF,long,20160317 18:53:36 EST,20160317 18:53:36 EST,closed,20160317 18:53:36 EST,0.96739,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.874575994,
37,12.345236568,20160317 18:57:21 EST,20160317 18:57:21 EST,20160317 18:57:21 EST,0.96732,,USDCHF,short,20160317 18:55:13 EST,20160317 18:55:13 EST,closed,20160317 18:55:13 EST,0.9672,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.874363432,
38,16.900227666,20160317 19:01:16 EST,20160317 19:01:16 EST,20160317 19:01:16 EST,0.96717,,USDCHF,long,20160317 18:57:21 EST,20160317 18:57:21 EST,closed,20160317 18:57:21 EST,0.96732,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.874272334,
39,10.82714913,20160317 19:03:05 EST,20160317 19:03:05 EST,20160317 19:03:05 EST,0.96728,,USDCHF,short,20160317 19:01:16 EST,20160317 19:01:16 EST,closed,20160317 19:01:16 EST,0.96717,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.87415087,
40,-8.91114562802,20160317 19:06:10 EST,20160317 19:06:10 EST,20160317 19:06:10 EST,0.9673,,USDCHF,long,20160317 19:03:05 EST,20160317 19:03:05 EST,closed,20160317 19:03:05 EST,0.96728,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.874545628,
41,-8.911145628,20160317 19:08:28 EST,20160317 19:08:28 EST,20160317 19:08:28 EST,0.96728,,USDCHF,short,20160317 19:06:10 EST,20160317 19:06:10 EST,closed,20160317 19:06:10 EST,0.9673,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.874545628,
42,30.565443888,20160317 19:12:21 EST,20160317 19:12:21 EST,20160317 19:12:21 EST,0.96704,,USDCHF,long,20160317 19:08:28 EST,20160317 19:08:28 EST,closed,20160317 19:08:28 EST,0.96728,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.873756112,
43,9.309669012,20160317 19:15:37 EST,20160317 19:15:37 EST,20160317 19:15:37 EST,0.96714,,USDCHF,short,20160317 19:12:21 EST,20160317 19:12:21 EST,closed,20160317 19:12:21 EST,0.96704,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.873330988,
44,47.267928162,20160317 19:17:36 EST,20160317 19:17:36 EST,20160317 19:17:36 EST,0.96679,,USDCHF,long,20160317 19:15:37 EST,20160317 19:15:37 EST,closed,20160317 19:15:37 EST,0.96714,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.872571838,
45,22.975614018,20160317 19:22:22 EST,20160317 19:22:22 EST,20160317 19:22:22 EST,0.96698,,USDCHF,short,20160317 19:17:36 EST,20160317 19:17:36 EST,closed,20160317 19:17:36 EST,0.96679,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.872085982,
46,7.79231035799,20160317 19:23:41 EST,20160317 19:23:41 EST,20160317 19:23:41 EST,0.96689,,USDCHF,long,20160317 19:22:22 EST,20160317 19:22:22 EST,closed,20160317 19:22:22 EST,0.96698,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.872389642,
47,6.27404072401,20160317 19:24:27 EST,20160317 19:24:27 EST,20160317 19:24:27 EST,0.96697,,USDCHF,short,20160317 19:23:41 EST,20160317 19:23:41 EST,closed,20160317 19:23:41 EST,0.96689,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.872359276,
48,7.79237109002,20160317 19:25:36 EST,20160317 19:25:36 EST,20160317 19:25:36 EST,0.96688,,USDCHF,long,20160317 19:24:27 EST,20160317 19:24:27 EST,closed,20160317 19:24:27 EST,0.96697,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.87232891,
49,15.38371926,20160317 19:26:36 EST,20160317 19:26:36 EST,20160317 19:26:36 EST,0.96702,,USDCHF,short,20160317 19:25:36 EST,20160317 19:25:36 EST,closed,20160317 19:25:36 EST,0.96688,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.87248074,
50,12.347058528,20160317 19:27:33 EST,20160317 19:27:33 EST,20160317 19:27:33 EST,0.9669,,USDCHF,long,20160317 19:26:36 EST,20160317 19:26:36 EST,closed,20160317 19:26:36 EST,0.96702,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.872541472,
51,-5.87217708,20160317 19:32:37 EST,20160317 19:32:37 EST,20160317 19:32:37 EST,0.9669,,USDCHF,short,20160317 19:27:33 EST,20160317 19:27:33 EST,closed,20160317 19:27:33 EST,0.9669,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.87217708,
52,9.31112658,20160317 19:33:37 EST,20160317 19:33:37 EST,20160317 19:33:37 EST,0.9668,,USDCHF,long,20160317 19:32:37 EST,20160317 19:32:37 EST,closed,20160317 19:32:37 EST,0.9669,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.87187342,
53,13.865935482,20160317 19:35:42 EST,20160317 19:35:42 EST,20160317 19:35:42 EST,0.96693,,USDCHF,short,20160317 19:33:37 EST,20160317 19:33:37 EST,closed,20160317 19:33:37 EST,0.9668,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.871964518,
54,6.27428365201,20160317 19:37:37 EST,20160317 19:37:37 EST,20160317 19:37:37 EST,0.96685,,USDCHF,long,20160317 19:35:42 EST,20160317 19:35:42 EST,closed,20160317 19:35:42 EST,0.96693,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.872116348,
55,13.865631822,20160317 19:38:35 EST,20160317 19:38:35 EST,20160317 19:38:35 EST,0.96698,,USDCHF,short,20160317 19:37:37 EST,20160317 19:37:37 EST,closed,20160317 19:37:37 EST,0.96685,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.872268178,
56,0.200658527989,20160317 19:40:33 EST,20160317 19:40:33 EST,20160317 19:40:33 EST,0.96694,,USDCHF,long,20160317 19:38:35 EST,20160317 19:38:35 EST,closed,20160317 19:38:35 EST,0.96698,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.872541472,
57,4.75546743002,20160317 19:43:38 EST,20160317 19:43:38 EST,20160317 19:43:38 EST,0.96701,,USDCHF,short,20160317 19:40:33 EST,20160317 19:40:33 EST,closed,20160317 19:40:33 EST,0.96694,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.87263257,
58,6.27379779601,20160317 19:44:37 EST,20160317 19:44:37 EST,20160317 19:44:37 EST,0.96693,,USDCHF,long,20160317 19:43:38 EST,20160317 19:43:38 EST,closed,20160317 19:43:38 EST,0.96701,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.872602204,
59,-14.98197708,20160317 19:47:39 EST,20160317 19:47:39 EST,20160317 19:47:39 EST,0.96687,,USDCHF,short,20160317 19:44:37 EST,20160317 19:44:37 EST,closed,20160317 19:44:37 EST,0.96693,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.87217708,
60,-4.35366451799,20160317 19:48:37 EST,20160317 19:48:37 EST,20160317 19:48:37 EST,0.96686,,USDCHF,long,20160317 19:47:39 EST,20160317 19:47:39 EST,closed,20160317 19:47:39 EST,0.96687,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.871964518,
61,26.011728162,20160317 19:49:36 EST,20160317 19:49:36 EST,20160317 19:49:36 EST,0.96707,,USDCHF,short,20160317 19:48:37 EST,20160317 19:48:37 EST,closed,20160317 19:48:37 EST,0.96686,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.872571838,
62,42.713362188,20160317 19:54:41 EST,20160317 19:54:41 EST,20160317 19:54:41 EST,0.96675,,USDCHF,long,20160317 19:49:36 EST,20160317 19:49:36 EST,closed,20160317 19:49:36 EST,0.96707,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.872237812,
63,33.603744384,20160317 19:55:39 EST,20160317 19:55:39 EST,20160317 19:55:39 EST,0.96701,,USDCHF,short,20160317 19:54:41 EST,20160317 19:54:41 EST,closed,20160317 19:54:41 EST,0.96675,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.872055616,
64,-19.537818426,20160317 19:56:48 EST,20160317 19:56:48 EST,20160317 19:56:48 EST,0.9671,,USDCHF,long,20160317 19:55:39 EST,20160317 19:55:39 EST,closed,20160317 19:55:39 EST,0.96701,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.873118426,
65,9.30930462,20160317 19:58:46 EST,20160317 19:58:46 EST,20160317 19:58:46 EST,0.9672,,USDCHF,short,20160317 19:56:48 EST,20160317 19:56:48 EST,closed,20160317 19:56:48 EST,0.9671,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.87369538,
66,3.23598315599,20160317 19:59:45 EST,20160317 19:59:45 EST,20160317 19:59:45 EST,0.96714,,USDCHF,long,20160317 19:58:46 EST,20160317 19:58:46 EST,closed,20160317 19:58:46 EST,0.9672,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.873816844,
67,-46.866914766,20160317 20:04:39 EST,20160317 20:04:39 EST,20160317 20:04:39 EST,0.96687,,USDCHF,short,20160317 19:59:45 EST,20160317 19:59:45 EST,closed,20160317 19:59:45 EST,0.96714,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.872814766,
68,4.75631767802,20160317 20:07:29 EST,20160317 20:07:29 EST,20160317 20:07:29 EST,0.9668,,USDCHF,long,20160317 20:04:39 EST,20160317 20:04:39 EST,closed,20160317 20:04:39 EST,0.96687,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.871782322,
69,27.530362188,20160317 20:08:46 EST,20160317 20:08:46 EST,20160317 20:08:46 EST,0.96702,,USDCHF,short,20160317 20:07:29 EST,20160317 20:07:29 EST,closed,20160317 20:07:29 EST,0.9668,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.872237812,
70,-25.611200622,20160317 20:14:17 EST,20160317 20:14:17 EST,20160317 20:14:17 EST,0.96715,,USDCHF,long,20160317 20:08:46 EST,20160317 20:08:46 EST,closed,20160317 20:08:46 EST,0.96702,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.873300622,
71,-2.837156112,20160317 20:20:10 EST,20160317 20:20:10 EST,20160317 20:20:10 EST,0.96717,,USDCHF,short,20160317 20:14:17 EST,20160317 20:14:17 EST,closed,20160317 20:14:17 EST,0.96715,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.873756112,
72,45.7494156,20160317 20:42:37 EST,20160317 20:42:37 EST,20160317 20:42:37 EST,0.96683,,USDCHF,long,20160317 20:20:10 EST,20160317 20:20:10 EST,closed,20160317 20:20:10 EST,0.96717,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.8727844,
73,-45.34676244,20160317 20:43:33 EST,20160317 20:43:33 EST,20160317 20:43:33 EST,0.96657,,USDCHF,short,20160317 20:42:37 EST,20160317 20:42:37 EST,closed,20160317 20:42:37 EST,0.96683,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.87096244,
74,-11.943494388,20160317 20:46:41 EST,20160317 20:46:41 EST,20160317 20:46:41 EST,0.96661,,USDCHF,long,20160317 20:43:33 EST,20160317 20:43:33 EST,closed,20160317 20:43:33 EST,0.96657,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.870294388,
75,4.75747158599,20160317 20:51:25 EST,20160317 20:51:25 EST,20160317 20:51:25 EST,0.96668,,USDCHF,short,20160317 20:46:41 EST,20160317 20:46:41 EST,closed,20160317 20:46:41 EST,0.96661,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.870628414,
76,21.459105612,20160317 20:58:30 EST,20160317 20:58:30 EST,20160317 20:58:30 EST,0.9665,,USDCHF,long,20160317 20:51:25 EST,20160317 20:51:25 EST,closed,20160317 20:51:25 EST,0.96668,10000.0,,15.0,15.0,,USDCHF,strat103USDCHFv1,5.870294388,
77,-2.9348739,,,,0.0,,USDCHF,short,20160317 20:58:30 EST,20160317 20:58:30 EST,open,20160317 20:58:30 EST,0.9665,10000.0,,0.0,15.0,,USDCHF,strat103USDCHFv1,2.9348739,
