trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,PurePL,qty,balance,commission,margin_available,purebalance
1.0,11.4,20160323 22:06:23 EST,20160323 22:06:23 EST,20160323 22:06:23 EST,125.97,,EURJPY,short,,20160323 05:41:12 EST,closed,20160323 05:41:12 EST,126.145,,,1.0,1.0,,EURJPY,,15.4,1.0,20011.4,4.0,399984.6,20015.4
2.0,-2.24,20160323 22:17:11 EST,20160323 22:17:11 EST,20160323 22:17:11 EST,125.974,,EURJPY,long,,20160323 22:06:23 EST,closed,20160323 22:06:23 EST,125.97,,,5.0,5.0,,EURJPY,,1.76,-5.0,20009.16,4.0,399986.36,20017.16
3.0,-5.76,20160323 22:20:21 EST,20160323 22:20:21 EST,20160323 22:20:21 EST,126.007,,EURJPY,short,,20160323 22:18:45 EST,closed,20160323 22:18:45 EST,125.987,,,1.0,1.0,,EURJPY,,-1.76,1.0,20003.4,4.0,399988.12,20015.4
4.0,30.76,20160323 22:41:44 EST,20160323 22:41:44 EST,20160323 22:41:44 EST,125.975,,EURJPY,short,,20160323 22:27:13 EST,closed,20160323 22:27:13 EST,126.054,,,5.0,5.0,,EURJPY,,34.76,5.0,20034.16,4.0,399953.36,20050.16
5.0,-10.6,20160323 22:48:00 EST,20160323 22:48:00 EST,20160323 22:48:00 EST,125.96,,EURJPY,long,,20160323 22:41:44 EST,closed,20160323 22:41:44 EST,125.975,,,5.0,5.0,,EURJPY,,-6.6,-5.0,20023.56,4.0,399946.76,20043.56
6.0,-2.24,20160323 22:49:02 EST,20160323 22:49:02 EST,20160323 22:49:02 EST,125.956,,EURJPY,short,,20160323 22:48:00 EST,closed,20160323 22:48:00 EST,125.96,,,5.0,5.0,,EURJPY,,1.76,5.0,20021.32,4.0,399945.0,20045.32
7.0,-8.728,20160323 22:52:36 EST,20160323 22:52:36 EST,20160323 22:52:36 EST,125.949,,EURJPY,long,,20160323 22:50:34 EST,closed,20160323 22:49:02 EST,125.9552,,,5.0,5.0,,EURJPY,,-2.728,-5.0,20012.592,6.0,399942.272,20042.592
8.0,-6.464,20160323 22:55:10 EST,20160323 22:55:10 EST,20160323 22:55:10 EST,125.977,,EURJPY,short,,20160323 22:52:36 EST,closed,20160323 22:52:36 EST,125.949,,,1.0,1.0,,EURJPY,,-2.464,1.0,20006.128,4.0,399944.736,20040.128
9.0,-3.12,20160323 22:57:16 EST,20160323 22:57:16 EST,20160323 22:57:16 EST,125.979,,EURJPY,long,,20160323 22:55:10 EST,closed,20160323 22:55:10 EST,125.977,,,5.0,5.0,,EURJPY,,0.879999999998,-5.0,20003.008,4.0,399945.616,20041.008
10.0,-5.36,20160323 23:02:28 EST,20160323 23:02:28 EST,20160323 23:02:28 EST,125.986,,EURJPY,short,,20160323 23:01:28 EST,closed,20160323 22:58:19 EST,125.9792,,,5.0,5.0,,EURJPY,,2.64,5.0,19997.648,8.0,399942.976,20043.648
11.0,-16.76,20160323 23:04:00 EST,20160323 23:04:00 EST,20160323 23:04:00 EST,125.957,,EURJPY,long,,20160323 23:02:28 EST,closed,20160323 23:02:28 EST,125.986,,,5.0,5.0,,EURJPY,,-12.76,-5.0,19980.888,4.0,399930.216,20030.888
12.0,-8.4,20160323 23:05:35 EST,20160323 23:05:35 EST,20160323 23:05:35 EST,125.967,,EURJPY,short,,20160323 23:04:00 EST,closed,20160323 23:04:00 EST,125.957,,,5.0,5.0,,EURJPY,,-4.4,5.0,19972.488,4.0,399934.616,20026.488
13.0,-4.792,20160323 23:13:21 EST,20160323 23:13:21 EST,20160323 23:13:21 EST,125.96,,EURJPY,long,,20160323 23:11:48 EST,closed,20160323 23:11:48 EST,125.969,,,1.0,1.0,,EURJPY,,-0.792,-1.0,19967.696,4.0,399933.824,20025.696
14.0,-8.83999999999,20160323 23:17:00 EST,20160323 23:17:00 EST,20160323 23:17:00 EST,125.978,,EURJPY,short,,20160323 23:14:53 EST,closed,20160323 23:14:53 EST,125.967,,,5.0,5.0,,EURJPY,,-4.83999999999,5.0,19958.856,4.0,399938.664,20020.856
15.0,-16.76,20160323 23:34:16 EST,20160323 23:34:16 EST,20160323 23:34:16 EST,125.994,,EURJPY,long,,20160323 23:30:42 EST,closed,20160323 23:30:42 EST,126.023,,,5.0,5.0,,EURJPY,,-12.76,-5.0,19942.096,4.0,399925.904,20008.096
16.0,-6.2,20160323 23:44:06 EST,20160323 23:44:06 EST,20160323 23:44:06 EST,125.999,,EURJPY,short,,20160323 23:34:16 EST,closed,20160323 23:34:16 EST,125.994,,,5.0,5.0,,EURJPY,,-2.2,5.0,19935.896,4.0,399928.104,20005.896
17.0,-6.288,20160324 00:13:07 EST,20160324 00:13:07 EST,20160324 00:13:07 EST,125.963,,EURJPY,long,,20160323 23:48:11 EST,closed,20160323 23:48:11 EST,125.989,,,1.0,1.0,,EURJPY,,-2.288,-1.0,19929.608,4.0,399925.816,20003.608
18.0,-7.08,20160324 00:16:17 EST,20160324 00:16:17 EST,20160324 00:16:17 EST,125.998,,EURJPY,short,,20160324 00:13:07 EST,closed,20160324 00:13:07 EST,125.963,,,1.0,1.0,,EURJPY,,-3.08,1.0,19922.528,4.0,399928.896,20000.528
19.0,-6.816,20160324 00:19:55 EST,20160324 00:19:55 EST,20160324 00:19:55 EST,125.966,,EURJPY,long,,20160324 00:16:17 EST,closed,20160324 00:16:17 EST,125.998,,,1.0,1.0,,EURJPY,,-2.816,-1.0,19915.712,4.0,399926.08,19997.712
20.0,-1.536,20160324 00:25:38 EST,20160324 00:25:38 EST,20160324 00:25:38 EST,125.938,,EURJPY,short,,20160324 00:19:55 EST,closed,20160324 00:19:55 EST,125.966,,,1.0,1.0,,EURJPY,,2.464,1.0,19914.176,4.0,399923.616,20000.176
21.0,-4.176,20160324 00:26:40 EST,20160324 00:26:40 EST,20160324 00:26:40 EST,125.936,,EURJPY,long,,20160324 00:25:38 EST,closed,20160324 00:25:38 EST,125.938,,,1.0,1.0,,EURJPY,,-0.175999999998,-1.0,19910.0,4.0,399923.44,20000.0
22.0,-2.592,20160324 00:28:29 EST,20160324 00:28:29 EST,20160324 00:28:29 EST,125.92,,EURJPY,short,,20160324 00:26:40 EST,closed,20160324 00:26:40 EST,125.936,,,1.0,1.0,,EURJPY,,1.408,1.0,19907.408,4.0,399922.032,20001.408
23.0,-1.272,20160324 00:43:54 EST,20160324 00:43:54 EST,20160324 00:43:54 EST,125.951,,EURJPY,long,,20160324 00:28:29 EST,closed,20160324 00:28:29 EST,125.92,,,1.0,1.0,,EURJPY,,2.728,-1.0,19906.136,4.0,399924.76,20004.136
24.0,-6.464,20160324 00:48:59 EST,20160324 00:48:59 EST,20160324 00:48:59 EST,125.979,,EURJPY,short,,20160324 00:43:54 EST,closed,20160324 00:43:54 EST,125.951,,,1.0,1.0,,EURJPY,,-2.464,1.0,19899.672,4.0,399927.224,20001.672
25.0,-4.264,20160324 00:59:08 EST,20160324 00:59:08 EST,20160324 00:59:08 EST,125.976,,EURJPY,long,,20160324 00:48:59 EST,closed,20160324 00:48:59 EST,125.979,,,1.0,1.0,,EURJPY,,-0.264,-1.0,19895.408,4.0,399926.96,20001.408
26.0,-7.784,20160324 01:00:43 EST,20160324 01:00:43 EST,20160324 01:00:43 EST,126.019,,EURJPY,short,,20160324 00:59:08 EST,closed,20160324 00:59:08 EST,125.976,,,1.0,1.0,,EURJPY,,-3.784,1.0,19887.624,4.0,399930.744,19997.624
27.0,1.984,20160324 01:03:46 EST,20160324 01:03:46 EST,20160324 01:03:46 EST,126.087,,EURJPY,long,,20160324 01:00:43 EST,closed,20160324 01:00:43 EST,126.019,,,1.0,1.0,,EURJPY,,5.984,-1.0,19889.608,4.0,399936.728,20003.608
