trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,PurePL,qty,currency,balance,commission,margin_available,mark_to_mkt,pure_mark_to_mkt,purebalance,pure_unr_pnl,unr_pnl
1.0,-19.4,20160410 19:38:36 EST,20160410 19:38:36 EST,20160410 19:38:36 EST,0.6817,,NZDUSD,short,,20160410 17:15:13 EST,closed,20160410 17:15:13 EST,0.68093,,,2.0,2.0,,NZDUSD,,-15.4,2.0,USD,99980.6,4.0,2000015.4,99980.6,99984.6,99984.6,9.8,7.8
2.0,-6.0,20160410 21:38:37 EST,20160410 21:38:37 EST,20160410 21:38:37 EST,0.6816,,NZDUSD,long,,20160410 19:38:36 EST,closed,20160410 19:38:36 EST,0.6817,,,2.0,2.0,,NZDUSD,,-2.0,-2.0,USD,99974.6,4.0,2000013.4,99974.6,99982.6,99982.6,-7.0,-9.0
3.0,-6.0,20160410 22:05:48 EST,20160410 22:05:48 EST,20160410 22:05:48 EST,0.6817,,NZDUSD,short,,20160410 21:38:37 EST,closed,20160410 21:38:37 EST,0.6816,,,2.0,2.0,,NZDUSD,,-2.0,2.0,USD,99968.6,4.0,2000015.4,99968.6,99980.6,99980.6,-3.6,-5.6
4.0,-6.0,20160410 22:38:36 EST,20160410 22:38:36 EST,20160410 22:38:36 EST,0.6816,,NZDUSD,long,,20160410 22:05:48 EST,closed,20160410 22:05:48 EST,0.6817,,,2.0,2.0,,NZDUSD,,-2.0,-2.0,USD,99962.6,4.0,2000013.4,99962.6,99978.6,99978.6,-7.0,-9.0
5.0,-6.0,20160410 23:37:38 EST,20160410 23:37:38 EST,20160410 23:37:38 EST,0.6817,,NZDUSD,short,,20160410 22:38:36 EST,closed,20160410 22:38:36 EST,0.6816,,,2.0,2.0,,NZDUSD,,-2.0,2.0,USD,99956.6,4.0,2000015.4,99956.6,99976.6,99976.6,-3.6,-5.6
6.0,-6.0,20160412 08:37:02 EST,20160412 08:37:02 EST,20160412 08:37:02 EST,0.6816,,NZDUSD,long,,20160410 23:37:38 EST,closed,20160410 23:37:38 EST,0.6817,,,2.0,2.0,,NZDUSD,,-2.0,-2.0,USD,99950.6,4.0,2000013.4,99950.6,99974.6,99974.6,-7.0,-9.0
7.0,-6.0,20160412 09:07:52 EST,20160412 09:07:52 EST,20160412 09:07:52 EST,0.6817,,NZDUSD,short,,20160412 08:37:02 EST,closed,20160412 08:37:02 EST,0.6816,,,2.0,2.0,,NZDUSD,,-2.0,2.0,USD,99944.6,4.0,2000015.4,99944.6,99972.6,99972.6,-3.6,-5.6
8.0,-6.0,20160412 10:08:15 EST,20160412 10:08:15 EST,20160412 10:08:15 EST,0.6816,,NZDUSD,long,,20160412 09:07:52 EST,closed,20160412 09:07:52 EST,0.6817,,,2.0,2.0,,NZDUSD,,-2.0,-2.0,USD,99938.6,4.0,2000013.4,99938.6,99970.6,99970.6,-7.0,-9.0
9.0,-6.0,20160412 11:37:24 EST,20160412 11:37:24 EST,20160412 11:37:24 EST,0.6817,,NZDUSD,short,,20160412 10:08:15 EST,closed,20160412 10:08:15 EST,0.6816,,,2.0,2.0,,NZDUSD,,-2.0,2.0,USD,99932.6,4.0,2000015.4,99932.6,99968.6,99968.6,-3.6,-5.6
10.0,-6.0,20160412 12:05:09 EST,20160412 12:05:09 EST,20160412 12:05:09 EST,0.6816,,NZDUSD,long,,20160412 11:37:24 EST,closed,20160412 11:37:24 EST,0.6817,,,2.0,2.0,,NZDUSD,,-2.0,-2.0,USD,99926.6,4.0,2000013.4,99926.6,99966.6,99966.6,-7.0,-9.0
11.0,-6.0,20160412 14:37:11 EST,20160412 14:37:11 EST,20160412 14:37:11 EST,0.6817,,NZDUSD,short,,20160412 12:05:09 EST,closed,20160412 12:05:09 EST,0.6816,,,2.0,2.0,,NZDUSD,,-2.0,2.0,USD,99920.6,4.0,2000015.4,99920.6,99964.6,99964.6,-3.6,-5.6
12.0,195.6,20160412 17:37:39 EST,20160412 17:37:39 EST,20160412 17:37:39 EST,0.69168,,NZDUSD,long,,20160412 14:37:11 EST,closed,20160412 14:37:11 EST,0.6817,,,2.0,2.0,,NZDUSD,,199.6,-2.0,USD,100116.2,4.0,2000215.0,100116.2,100164.2,100164.2,-7.0,-9.0
13.0,-12.4,20160412 18:07:59 EST,20160412 18:07:59 EST,20160412 18:07:59 EST,0.6921,,NZDUSD,short,,20160412 17:37:39 EST,closed,20160412 17:37:39 EST,0.69168,,,2.0,2.0,,NZDUSD,,-8.4,2.0,USD,100103.8,4.0,2000223.4,100103.8,100155.8,100155.8,4.0,2.0
