Date,accountid,balance,buy_power,unr_pnl,real_pnl,currency
20160318 06:23:52 EST,paperUSD,10000.0,30000.0,0,0.0,USD
20160318 06:23:52 EST,paperUSD,9997.08321171,-115839.4146,0,-2.916788292,USD
20160318 09:09:23 EST,paperUSD,10486.3391667,29507.8371,0,486.339166674,USD
20160318 09:09:23 EST,paperUSD,10483.4322217,-115839.4146,0,483.43222164,USD
20160318 09:09:36 EST,paperUSD,10480.5250524,-261197.8773,0,480.525052386,USD
20160318 09:37:04 EST,paperUSD,10569.5462445,-115747.4844,0,569.546244528,USD
20160318 09:39:04 EST,paperUSD,10566.6387389,-261122.7636,0,566.638738944,USD
20160318 09:39:15 EST,paperUSD,10563.731323,-406493.5584,0,563.731323048,USD
20160318 10:00:05 EST,paperUSD,10463.2901578,-261220.2993,0,463.290157866,USD
20160318 10:44:26 EST,paperUSD,10460.3806791,-406694.2353,0,460.380679146,USD
20160318 10:44:40 EST,paperUSD,10457.4709762,-552179.3823,0,457.470976206,USD
20160318 16:38:18 EST,paperUSD,10829.0011843,-406319.7879,0,829.001184318,USD
20160320 18:16:17 EST,paperUSD,10826.0807636,-552340.8207,0,826.080763662,USD
20160320 18:16:30 EST,paperUSD,10823.1603205,-698362.9746,0,823.160320584,USD
