permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,mark_to_mkt,openprice,pure_mark_to_mkt,purebalance,real_pnl
1,Paper,Paper,2.0,USD,IDEALPRO,1.0,,,1.0,81.534,20000.0,-20000.0,-2.0,SLD,AUD,JPY,20160410 17:15:27 EST,,0.0,99998.0,1985650.016,99716.688,81.534,99720.688,100000.0,-2.0
2,Paper,Paper,2.0,USD,IDEALPRO,2.0,,,1.0,81.859,20000.0,-40000.0,-2.0,SLD,AUD,JPY,20160410 19:09:57 EST,,0.0,99996.0,1971242.832,99492.576,81.6965,99498.576,100000.0,-2.0
3,Paper,Paper,2.0,USD,IDEALPRO,3.0,,,1.0,81.873,80000.0,40000.0,-64.128,BOT,AUD,JPY,20160410 19:36:40 EST,,-62.128,99931.872,1971242.832,100365.296,81.873,100373.296,99937.872,-64.128
4,Paper,Paper,2.0,USD,IDEALPRO,4.0,,,1.0,81.859,20000.0,20000.0,-4.464,SLD,AUD,JPY,20160410 20:01:26 EST,,-2.464,99927.408,1985650.016,100143.12,81.873,100153.12,99935.408,-4.464
5,Paper,Paper,2.0,USD,IDEALPRO,5.0,,,1.0,81.873,20000.0,40000.0,-2.0,BOT,AUD,JPY,20160410 20:52:54 EST,,0.0,99925.408,1971240.368,100358.832,81.873,100370.832,99935.408,-2.0
6,Paper,Paper,2.0,USD,IDEALPRO,6.0,,,1.0,81.859,80000.0,-40000.0,-6.928,SLD,AUD,JPY,20160410 21:17:42 EST,,-4.928,99918.48,1971240.368,99472.256,81.859,99486.256,99930.48,-6.928
7,Paper,Paper,2.0,USD,IDEALPRO,7.0,,,1.0,81.873,60000.0,20000.0,-6.928,BOT,AUD,JPY,20160410 21:44:56 EST,,-4.928,99911.552,1985650.016,100127.264,81.873,100143.264,99925.552,-6.928
8,Paper,Paper,2.0,USD,IDEALPRO,8.0,,,1.0,81.873,20000.0,40000.0,-2.0,BOT,AUD,JPY,20160410 22:13:14 EST,,0.0,99909.552,1971240.368,100342.976,81.873,100360.976,99925.552,-2.0
9,Paper,Paper,2.0,USD,IDEALPRO,9.0,,,1.0,81.859,20000.0,20000.0,-4.464,SLD,AUD,JPY,20160410 22:38:24 EST,,-2.464,99905.088,1985647.552,100120.8,81.873,100140.8,99923.088,-4.464
10,Paper,Paper,2.0,USD,IDEALPRO,10.0,,,1.0,81.873,20000.0,40000.0,-2.0,BOT,AUD,JPY,20160410 23:08:10 EST,,0.0,99903.088,1971237.904,100336.512,81.873,100358.512,99923.088,-2.0
11,Paper,Paper,2.0,USD,IDEALPRO,11.0,,,1.0,81.859,60000.0,-20000.0,-6.928,SLD,AUD,JPY,20160410 23:54:36 EST,,-4.928,99896.16,1985645.088,99672.048,81.859,99696.048,99918.16,-6.928
12,Paper,Paper,2.0,USD,IDEALPRO,12.0,,,1.0,81.873,40000.0,20000.0,-4.464,BOT,AUD,JPY,20160411 00:17:21 EST,,-2.464,99891.696,1985645.088,100107.408,81.873,100133.408,99915.696,-4.464
13,Paper,Paper,2.0,USD,IDEALPRO,13.0,,,1.0,81.873,20000.0,40000.0,-2.0,BOT,AUD,JPY,20160411 01:57:43 EST,,0.0,99889.696,1971235.44,100323.12,81.873,100351.12,99915.696,-2.0
14,Paper,Paper,2.0,USD,IDEALPRO,14.0,,,1.0,81.859,20000.0,20000.0,-4.464,SLD,AUD,JPY,20160411 02:22:25 EST,,-2.464,99885.232,1985642.624,100100.944,81.873,100130.944,99913.232,-4.464
15,Paper,Paper,2.0,USD,IDEALPRO,15.0,,,1.0,81.859,40000.0,-20000.0,-4.464,SLD,AUD,JPY,20160411 04:40:58 EST,,-2.464,99880.768,1985642.624,99656.656,81.859,99688.656,99910.768,-4.464
16,Paper,Paper,2.0,USD,IDEALPRO,16.0,,,1.0,81.873,40000.0,20000.0,-4.464,BOT,AUD,JPY,20160411 04:41:29 EST,,-2.464,99876.304,1985642.624,100092.016,81.873,100126.016,99908.304,-4.464
17,Paper,Paper,2.0,USD,IDEALPRO,17.0,,,1.0,81.873,20000.0,40000.0,-2.0,BOT,AUD,JPY,20160411 11:50:57 EST,,0.0,99874.304,1971232.976,100307.728,81.873,100343.728,99908.304,-2.0
18,Paper,Paper,2.0,USD,IDEALPRO,18.0,,,1.0,81.859,20000.0,20000.0,-4.464,SLD,AUD,JPY,20160411 12:07:36 EST,,-2.464,99869.84,1985640.16,100085.552,81.873,100123.552,99905.84,-4.464
