trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,PurePL,qty,balance,commission,margin_available,purebalance,mark_to_mkt,pure_mark_to_mkt,currency,pure_unr_pnl,unr_pnl
43.0,-5.144,20160325 15:06:39 EST,20160325 15:06:39 EST,20160325 15:06:39 EST,126.323,,EURJPY,long,,20160325 14:54:04 EST,closed,20160325 14:54:04 EST,126.336,,,1.0,1.0,,EURJPY,,-1.144,-1.0,19816.384,4.0,400014.96,19988.384,,,,,
44.0,-6.64,20160325 15:53:56 EST,20160325 15:53:56 EST,20160325 15:53:56 EST,126.353,,EURJPY,short,,20160325 15:06:39 EST,closed,20160325 15:06:39 EST,126.323,,,1.0,1.0,,EURJPY,,-2.64,1.0,19809.744,4.0,400017.6,19985.744,,,,,
45.0,-5.232,20160325 16:09:31 EST,20160325 16:09:31 EST,20160325 16:09:31 EST,126.339,,EURJPY,long,,20160325 15:53:56 EST,closed,20160325 15:53:56 EST,126.353,,,1.0,1.0,,EURJPY,,-1.232,-1.0,19804.512,4.0,400016.368,19984.512,,,,,
46.0,-5.408,20160325 16:38:43 EST,20160325 16:38:43 EST,20160325 16:38:43 EST,126.355,,EURJPY,short,,20160325 16:09:31 EST,closed,20160325 16:09:31 EST,126.339,,,1.0,1.0,,EURJPY,,-1.408,1.0,19799.104,4.0,400017.776,19983.104,,,,,
47.0,10.08,20160327 19:00:24 EST,20160327 19:00:24 EST,20160327 19:00:24 EST,126.515,,EURJPY,long,,20160325 16:38:43 EST,closed,20160325 16:38:43 EST,126.355,,,1.0,1.0,,EURJPY,,14.08,-1.0,19809.184,4.0,400031.856,19997.184,,,,,
48.0,-29.08,20160327 22:39:15 EST,20160327 22:39:15 EST,20160327 22:39:15 EST,126.8,,EURJPY,short,,20160327 19:00:24 EST,closed,20160327 19:00:24 EST,126.515,,,1.0,1.0,,EURJPY,,-25.08,1.0,19780.104,4.0,400056.936,19972.104,,,,,
49.0,-1.184,20160328 03:00:34 EST,20160328 03:00:34 EST,20160328 03:00:34 EST,126.832,,EURJPY,long,,20160327 22:39:15 EST,closed,20160327 22:39:15 EST,126.8,,,1.0,1.0,,EURJPY,,2.816,-1.0,19778.92,4.0,400059.752,19974.92,,,,,
50.0,-6.288,20160328 03:16:39 EST,20160328 03:16:39 EST,20160328 03:16:39 EST,126.858,,EURJPY,short,,20160328 03:00:34 EST,closed,20160328 03:00:34 EST,126.832,,,1.0,1.0,,EURJPY,,-2.288,1.0,19772.632,4.0,400062.04,19972.632,,,,,
51.0,-6.552,20160328 03:37:44 EST,20160328 03:37:44 EST,20160328 03:37:44 EST,126.829,,EURJPY,long,,20160328 03:16:39 EST,closed,20160328 03:16:39 EST,126.858,,,1.0,1.0,,EURJPY,,-2.552,-1.0,19766.08,4.0,400059.488,19970.08,,,,,
52.0,4.888,20160328 05:10:27 EST,20160328 05:10:27 EST,20160328 05:10:27 EST,126.728,,EURJPY,short,,20160328 03:37:44 EST,closed,20160328 03:37:44 EST,126.829,,,1.0,1.0,,EURJPY,,8.888,1.0,19770.968,4.0,400050.6,19978.968,,,,,
53.0,-3.824,20160328 05:34:35 EST,20160328 05:34:35 EST,20160328 05:34:35 EST,126.73,,EURJPY,long,,20160328 05:10:27 EST,closed,20160328 05:10:27 EST,126.728,,,1.0,1.0,,EURJPY,,0.176000000001,-1.0,19767.144,4.0,400050.776,19979.144,,,,,
54.0,-5.584,20160328 08:24:56 EST,20160328 08:24:56 EST,20160328 08:24:56 EST,126.748,,EURJPY,short,,20160328 05:34:35 EST,closed,20160328 05:34:35 EST,126.73,,,1.0,1.0,,EURJPY,,-1.584,1.0,19761.56,4.0,400052.36,19977.56,,,,,
55.0,17.296,20160328 12:12:11 EST,20160328 12:12:11 EST,20160328 12:12:11 EST,126.99,,EURJPY,long,,20160328 08:24:56 EST,closed,20160328 08:24:56 EST,126.748,,,1.0,1.0,,EURJPY,,21.296,-1.0,19778.856,4.0,400073.656,19998.856,,,,,
56.0,-3.648,20160328 13:44:05 EST,20160328 13:44:05 EST,20160328 13:44:05 EST,126.986,,EURJPY,short,,20160328 12:12:11 EST,closed,20160328 12:12:11 EST,126.99,,,1.0,1.0,,EURJPY,,0.351999999999,1.0,19775.208,4.0,400073.304,19999.208,,,,,
57.0,-0.832,20160328 16:37:51 EST,20160328 16:37:51 EST,20160328 16:37:51 EST,127.022,,EURJPY,long,,20160328 13:44:05 EST,closed,20160328 13:44:05 EST,126.986,,,1.0,1.0,,EURJPY,,3.168,-1.0,19774.376,4.0,400076.472,20002.376,,,,,
58.0,-8.048,20160328 19:40:23 EST,20160328 19:40:23 EST,20160328 19:40:23 EST,127.068,,EURJPY,short,,20160328 16:37:51 EST,closed,20160328 16:37:51 EST,127.022,,,1.0,1.0,,EURJPY,,-4.048,1.0,19766.328,4.0,400080.52,19998.328,,,,,
59.0,10.52,20160329 07:43:18 EST,20160329 07:43:18 EST,20160329 07:43:18 EST,127.233,,EURJPY,long,,20160328 19:40:23 EST,closed,20160328 19:40:23 EST,127.068,,,1.0,1.0,,EURJPY,,14.52,-1.0,19776.848,4.0,400095.04,20012.848,,,,,
60.0,-0.656,20160329 07:59:42 EST,20160329 07:59:42 EST,20160329 07:59:42 EST,127.195,,EURJPY,short,,20160329 07:43:18 EST,closed,20160329 07:43:18 EST,127.233,,,1.0,1.0,,EURJPY,,3.344,1.0,19776.192,4.0,400091.696,20016.192,,,,,
61.0,10.344,20160331 03:32:49 EST,20160331 03:32:49 EST,20160331 03:32:49 EST,127.358,,EURJPY,long,,20160329 07:59:42 EST,closed,20160329 07:59:42 EST,127.195,,,1.0,1.0,,EURJPY,,14.344,-1.0,19786.536,4.0,400106.04,20030.536,,,,,
62.0,-34.184,20160331 05:22:59 EST,20160331 05:22:59 EST,20160331 05:22:59 EST,127.701,,EURJPY,short,,20160331 03:32:49 EST,closed,20160331 03:32:49 EST,127.358,,,1.0,1.0,,EURJPY,,-30.184,1.0,19752.352,4.0,400136.224,20000.352,,,,,
63.0,5.768,20160401 09:25:34 EST,20160401 09:25:34 EST,20160401 09:25:34 EST,127.812,,EURJPY,long,,20160331 05:22:59 EST,closed,20160331 05:22:59 EST,127.701,,,1.0,1.0,,EURJPY,,9.768,-1.0,19758.12,4.0,400145.992,20010.12,,,,,
64.0,-4.44,20160401 09:32:07 EST,20160401 09:32:07 EST,20160401 09:32:07 EST,127.817,,EURJPY,short,,20160401 09:25:34 EST,closed,20160401 09:25:34 EST,127.812,,,1.0,1.0,,EURJPY,,-0.439999999998,1.0,19753.68,4.0,400146.432,20009.68,,,,,
65.0,-4.44,20160401 09:34:08 EST,20160401 09:34:08 EST,20160401 09:34:08 EST,127.812,,EURJPY,long,,20160401 09:32:07 EST,closed,20160401 09:32:07 EST,127.817,,,1.0,1.0,,EURJPY,,-0.440000000001,-1.0,19749.24,4.0,400145.992,20009.24,,,,,
66.0,-4.44,20160401 10:32:36 EST,20160401 10:32:36 EST,20160401 10:32:36 EST,127.817,,EURJPY,short,,20160401 09:34:08 EST,closed,20160401 09:34:08 EST,127.812,,,1.0,1.0,,EURJPY,,-0.439999999998,1.0,19744.8,4.0,400146.432,20008.8,,,,,
67.0,-4.44,20160401 10:34:07 EST,20160401 10:34:07 EST,20160401 10:34:07 EST,127.812,,EURJPY,long,,20160401 10:32:36 EST,closed,20160401 10:32:36 EST,127.817,,,1.0,1.0,,EURJPY,,-0.440000000001,-1.0,19740.36,4.0,400145.992,20008.36,,,,,
68.0,-4.44,20160401 11:03:58 EST,20160401 11:03:58 EST,20160401 11:03:58 EST,127.817,,EURJPY,short,,20160401 10:34:07 EST,closed,20160401 10:34:07 EST,127.812,,,1.0,1.0,,EURJPY,,-0.439999999998,1.0,19735.92,4.0,400146.432,20007.92,,,,,
69.0,-4.44,20160401 11:06:02 EST,20160401 11:06:02 EST,20160401 11:06:02 EST,127.812,,EURJPY,long,,20160401 11:03:58 EST,closed,20160401 11:03:58 EST,127.817,,,1.0,1.0,,EURJPY,,-0.440000000001,-1.0,19731.48,4.0,400145.992,20007.48,,,,,
70.0,-4.44,20160401 13:02:05 EST,20160401 13:02:05 EST,20160401 13:02:05 EST,127.817,,EURJPY,short,,20160401 11:06:02 EST,closed,20160401 11:06:02 EST,127.812,,,1.0,1.0,,EURJPY,,-0.439999999998,1.0,19727.04,4.0,400146.432,20007.04,,,,,
71.0,-4.44,20160401 13:33:51 EST,20160401 13:33:51 EST,20160401 13:33:51 EST,127.812,,EURJPY,long,,20160401 13:02:05 EST,closed,20160401 13:02:05 EST,127.817,,,1.0,1.0,,EURJPY,,-0.440000000001,-1.0,19722.6,4.0,400145.992,20006.6,,,,,
72.0,-4.44,20160401 14:04:08 EST,20160401 14:04:08 EST,20160401 14:04:08 EST,127.817,,EURJPY,short,,20160401 13:33:51 EST,closed,20160401 13:33:51 EST,127.812,,,1.0,1.0,,EURJPY,,-0.439999999998,1.0,19718.16,4.0,400146.432,20006.16,,,,,
73.0,-4.44,20160401 14:35:54 EST,20160401 14:35:54 EST,20160401 14:35:54 EST,127.812,,EURJPY,long,,20160401 14:04:08 EST,closed,20160401 14:04:08 EST,127.817,,,1.0,1.0,,EURJPY,,-0.440000000001,-1.0,19713.72,4.0,400145.992,20005.72,,,,,
74.0,-4.44,20160401 14:36:56 EST,20160401 14:36:56 EST,20160401 14:36:56 EST,127.817,,EURJPY,short,,20160401 14:35:54 EST,closed,20160401 14:35:54 EST,127.812,,,1.0,1.0,,EURJPY,,-0.439999999998,1.0,19709.28,4.0,400146.432,20005.28,,,,,
75.0,-4.44,20160401 14:42:29 EST,20160401 14:42:29 EST,20160401 14:42:29 EST,127.812,,EURJPY,long,,20160401 14:36:56 EST,closed,20160401 14:36:56 EST,127.817,,,1.0,1.0,,EURJPY,,-0.440000000001,-1.0,19704.84,4.0,400145.992,20004.84,,,,,
76.0,63.232,20160403 21:54:00 EST,20160403 21:54:00 EST,20160403 21:54:00 EST,127.048,,EURJPY,short,,20160401 14:42:29 EST,closed,20160401 14:42:29 EST,127.812,,,1.0,1.0,,EURJPY,,67.232,1.0,19768.072,4.0,400078.76,20072.072,,,,,
77.0,-25.384,20160404 06:32:57 EST,20160404 06:32:57 EST,20160404 06:32:57 EST,126.805,,EURJPY,long,,20160403 21:54:00 EST,closed,20160403 21:54:00 EST,127.048,,,1.0,1.0,,EURJPY,,-21.384,-1.0,19742.688,4.0,400057.376,20050.688,,,,,
78.0,102.216,20160405 17:41:57 EST,20160405 17:41:57 EST,20160405 17:41:57 EST,125.598,,EURJPY,short,,20160404 06:32:57 EST,closed,20160404 06:32:57 EST,126.805,,,1.0,1.0,,EURJPY,,106.216,1.0,19844.904,4.0,399951.16,20156.904,,,,,
79.0,-8.312,20160405 18:11:57 EST,20160405 18:11:57 EST,20160405 18:11:57 EST,125.549,,EURJPY,long,,20160405 17:41:57 EST,closed,20160405 17:41:57 EST,125.598,,,1.0,1.0,,EURJPY,,-4.312,-1.0,19836.592,4.0,399946.848,20152.592,,,,,
80.0,-10.512,20160405 21:33:59 EST,20160405 21:33:59 EST,20160405 21:33:59 EST,125.623,,EURJPY,short,,20160405 18:11:57 EST,closed,20160405 18:11:57 EST,125.549,,,1.0,1.0,,EURJPY,,-6.512,1.0,19826.08,4.0,399953.36,20146.08,,,,,
81.0,-6.904,20160405 22:04:05 EST,20160405 22:04:05 EST,20160405 22:04:05 EST,125.59,,EURJPY,long,,20160405 21:33:59 EST,closed,20160405 21:33:59 EST,125.623,,,1.0,1.0,,EURJPY,,-2.904,-1.0,19819.176,4.0,399950.456,20143.176,,,,,
82.0,-17.464,20160405 22:39:03 EST,20160405 22:39:03 EST,20160405 22:39:03 EST,125.743,,EURJPY,short,,20160405 22:04:05 EST,closed,20160405 22:04:05 EST,125.59,,,1.0,1.0,,EURJPY,,-13.464,1.0,19801.712,4.0,399963.92,20129.712,,,,,
83.0,-6.024,20160405 23:03:49 EST,20160405 23:03:49 EST,20160405 23:03:49 EST,125.72,,EURJPY,long,,20160405 22:39:03 EST,closed,20160405 22:39:03 EST,125.743,,,1.0,1.0,,EURJPY,,-2.024,-1.0,19795.688,4.0,399961.896,20127.688,,,,,
84.0,12.544,20160406 00:06:46 EST,20160406 00:06:46 EST,20160406 00:06:46 EST,125.532,,EURJPY,short,,20160405 23:03:49 EST,closed,20160405 23:03:49 EST,125.72,,,1.0,1.0,,EURJPY,,16.544,1.0,19808.232,4.0,399945.352,20144.232,,,,,
85.0,-9.984,20160406 00:33:33 EST,20160406 00:33:33 EST,20160406 00:33:33 EST,125.464,,EURJPY,long,,20160406 00:06:46 EST,closed,20160406 00:06:46 EST,125.532,,,1.0,1.0,,EURJPY,,-5.984,-1.0,19798.248,4.0,399939.368,20138.248,,,,,
86.0,-11.304,20160406 01:03:27 EST,20160406 01:03:27 EST,20160406 01:03:27 EST,125.547,,EURJPY,short,,20160406 00:33:33 EST,closed,20160406 00:33:33 EST,125.464,,,1.0,1.0,,EURJPY,,-7.304,1.0,19786.944,4.0,399946.672,20130.944,,,,,
87.0,-20.544,20160406 01:34:25 EST,20160406 01:34:25 EST,20160406 01:34:25 EST,125.359,,EURJPY,long,,20160406 01:03:27 EST,closed,20160406 01:03:27 EST,125.547,,,1.0,1.0,,EURJPY,,-16.544,-1.0,19766.4,4.0,399930.128,20114.4,,,,,
88.0,1.984,20160406 10:33:21 EST,20160406 10:33:21 EST,20160406 10:33:21 EST,125.291,,EURJPY,short,,20160406 01:34:25 EST,closed,20160406 01:34:25 EST,125.359,,,1.0,1.0,,EURJPY,,5.984,1.0,19768.384,4.0,399924.144,20120.384,,,,,
89.0,-16.056,20160406 11:03:18 EST,20160406 11:03:18 EST,20160406 11:03:18 EST,125.154,,EURJPY,long,,20160406 10:33:21 EST,closed,20160406 10:33:21 EST,125.291,,,1.0,1.0,,EURJPY,,-12.056,-1.0,19752.328,4.0,399912.088,20108.328,,,,,
90.0,13.688,20160406 21:03:56 EST,20160406 21:03:56 EST,20160406 21:03:56 EST,124.953,,EURJPY,short,,20160406 11:03:18 EST,closed,20160406 11:03:18 EST,125.154,,,1.0,1.0,,EURJPY,,17.688,1.0,19766.016,4.0,399894.4,20126.016,,,,,
91.0,-6.552,20160406 21:34:03 EST,20160406 21:34:03 EST,20160406 21:34:03 EST,124.924,,EURJPY,long,,20160406 21:03:56 EST,closed,20160406 21:03:56 EST,124.953,,,1.0,1.0,,EURJPY,,-2.552,-1.0,19759.464,4.0,399891.848,20123.464,,,,,
92.0,-2.0,,,,0.0,,EURJPY,short,,20160406 21:34:03 EST,open,20160406 21:34:03 EST,124.924,,,0.0,1.0,,EURJPY,,0.0,-1.0,19757.464,2.0,388898.536,20123.464,,,,,
93.0,-2.0,,,,0.0,,EURJPY,short,,20160407 01:04:19 EST,open,20160407 01:04:19 EST,124.459,,,0.0,1.0,,EURJPY,,0.0,-1.0,19755.464,2.0,377946.144,20123.464,19770.36,20140.36,,,
