permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,openprice,purebalance,real_pnl,mark_to_mkt,pure_mark_to_mkt
1,Paper,Paper,15.3566,USD,IDEALPRO,1.0,,,1.0,0.76783,1000000.0,1000000.0,-15.3566,BOT,AUD,USD,20160330 08:35:51 EST,,0.0,19984.6434,-367830.0,0.76783,20000.0,-15.3566,,
2,Paper,Paper,15.395,USD,IDEALPRO,2.0,,,1.0,0.76975,1000000.0,0.0,1904.605,SLD,AUD,USD,20160330 10:44:12 EST,,1920.0,21889.2484,401920.0,0.76783,21920.0,1904.605,,
3,Paper,Paper,15.3964,USD,IDEALPRO,3.0,,,1.0,0.76982,1000000.0,1000000.0,-15.3964,BOT,AUD,USD,20160330 10:45:43 EST,,0.0,21873.852,-367900.0,0.76982,21920.0,-15.3964,,
4,Paper,Paper,15.3156,USD,IDEALPRO,4.0,,,1.0,0.76578,1000000.0,0.0,-4055.3156,SLD,AUD,USD,20160330 14:10:12 EST,,-4040.0,17818.5364,397880.0,0.76982,17880.0,-4055.3156,,
5,Paper,Paper,15.339,USD,IDEALPRO,5.0,,,1.0,0.76695,1000000.0,1000000.0,-15.339,BOT,AUD,USD,20160330 14:51:29 EST,,0.0,17803.1974,-369070.0,0.76695,17880.0,-15.339,,
6,Paper,Paper,15.3374,USD,IDEALPRO,6.0,,,1.0,0.76687,1000000.0,0.0,-95.3374,SLD,AUD,USD,20160330 15:12:38 EST,,-80.0,17707.86,397800.0,0.76695,17800.0,-95.3374,,
7,Paper,Paper,15.3436,USD,IDEALPRO,7.0,,,1.0,0.76718,1000000.0,1000000.0,-15.3436,BOT,AUD,USD,20160330 15:14:40 EST,,0.0,17692.5164,-369380.0,0.76718,17800.0,-15.3436,,
8,Paper,Paper,15.3454,USD,IDEALPRO,8.0,,,1.0,0.76727,1000000.0,0.0,74.6546,SLD,AUD,USD,20160330 15:16:43 EST,,90.0,17767.171,397890.0,0.76718,17890.0,74.6546,,
9,Paper,Paper,15.3466,USD,IDEALPRO,9.0,,,1.0,0.76733,1000000.0,1000000.0,-15.3466,BOT,AUD,USD,20160330 15:18:45 EST,,0.0,17751.8244,-369440.0,0.76733,17890.0,-15.3466,,
10,Paper,Paper,15.351,USD,IDEALPRO,10.0,,,1.0,0.76755,1000000.0,0.0,204.649,SLD,AUD,USD,20160330 15:31:19 EST,,220.0,17956.4734,398110.0,0.76733,18110.0,204.649,,
11,Paper,Paper,15.3376,USD,IDEALPRO,11.0,,,1.0,0.76688,1000000.0,1000000.0,-15.3376,BOT,AUD,USD,20160330 16:13:03 EST,,0.0,17941.1358,-368770.0,0.76688,18110.0,-15.3376,,
12,Paper,Paper,15.3374,USD,IDEALPRO,12.0,,,1.0,0.76687,1000000.0,0.0,-25.3374,SLD,AUD,USD,20160330 16:23:08 EST,,-9.99999999995,17915.7984,398100.0,0.76688,18100.0,-25.3374,,
13,Paper,Paper,15.3448,USD,IDEALPRO,13.0,,,1.0,0.76724,1000000.0,1000000.0,-15.3448,BOT,AUD,USD,20160330 16:38:14 EST,,0.0,17900.4536,-369140.0,0.76724,18100.0,-15.3448,,
14,Paper,Paper,15.345,USD,IDEALPRO,14.0,,,1.0,0.76725,2000000.0,-1000000.0,-5.34499999993,SLD,AUD,USD,20160330 16:48:19 EST,,10.0000000001,17895.1086,-369140.0,0.76725,18110.0,-5.34499999993,,
15,Paper,Paper,15.336,USD,IDEALPRO,15.0,,,1.0,0.7668,2000000.0,1000000.0,434.664,BOT,AUD,USD,20160330 20:16:57 EST,,450.0,18329.7726,-369140.0,0.7668,18560.0,434.664,,
16,Paper,Paper,15.3256,USD,IDEALPRO,16.0,,,1.0,0.76628,2000000.0,-1000000.0,-535.3256,SLD,AUD,USD,20160330 20:50:37 EST,,-520.0,17794.447,-369140.0,0.76628,18040.0,-535.3256,,
