permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,mark_to_mkt,openprice,pure_mark_to_mkt,purebalance,real_pnl
1,Paper,Paper,81.8,USD,BITCOIN,1.0,,,1.0,1636.0,20.0,20.0,-81.8,BOT,BTCUSD_bitbayPLN,USD,20160416 06:51:43 EST,,0.0,99918.2,1967280.0,99836.4,1636.0,100000.0,100000.0,-81.8
2,Paper,Paper,82.4,USD,BITCOIN,2.0,,,1.0,1648.0,40.0,-20.0,157.6,SLD,BTCUSD_bitbayPLN,USD,20160416 07:07:37 EST,,240.0,100075.8,1967280.0,99993.4,1648.0,100240.0,100240.0,157.6
3,Paper,Paper,81.8,USD,BITCOIN,3.0,,,1.0,1636.0,40.0,20.0,158.2,BOT,BTCUSD_bitbayPLN,USD,20160416 07:19:06 EST,,240.0,100234.0,1967280.0,100152.2,1636.0,100480.0,100480.0,158.2
4,Paper,Paper,81.95,USD,BITCOIN,4.0,,,1.0,1639.0,40.0,-20.0,-21.95,SLD,BTCUSD_bitbayPLN,USD,20160416 07:30:37 EST,,60.0,100212.05,1967280.0,100130.1,1639.0,100540.0,100540.0,-21.95
5,Paper,Paper,81.85,USD,BITCOIN,5.0,,,1.0,1637.0,40.0,20.0,-41.85,BOT,BTCUSD_bitbayPLN,USD,20160416 07:42:32 EST,,40.0,100170.2,1967280.0,100088.35,1637.0,100580.0,100580.0,-41.85
6,Paper,Paper,82.0,USD,BITCOIN,6.0,,,1.0,1640.0,40.0,-20.0,-22.0,SLD,BTCUSD_bitbayPLN,USD,20160416 08:07:47 EST,,60.0,100148.2,1967280.0,100066.2,1640.0,100640.0,100640.0,-22.0
7,Paper,Paper,81.9,USD,BITCOIN,7.0,,,1.0,1638.0,40.0,20.0,-41.9,BOT,BTCUSD_bitbayPLN,USD,20160416 08:21:01 EST,,40.0,100106.3,1967280.0,100024.4,1638.0,100680.0,100680.0,-41.9
8,Paper,Paper,81.65,USD,BITCOIN,8.0,,,1.0,1633.0,40.0,-20.0,-181.65,SLD,BTCUSD_bitbayPLN,USD,20160416 09:09:48 EST,,-100.0,99924.65,1967280.0,99843.0,1633.0,100580.0,100580.0,-181.65
9,Paper,Paper,81.5,USD,BITCOIN,9.0,,,1.0,1630.0,40.0,20.0,-21.5,BOT,BTCUSD_bitbayPLN,USD,20160416 09:24:03 EST,,60.0,99903.15,1967280.0,99821.65,1630.0,100640.0,100640.0,-21.5
10,Paper,Paper,81.5,USD,BITCOIN,10.0,,,1.0,1630.0,40.0,-20.0,-81.5,SLD,BTCUSD_bitbayPLN,USD,20160416 09:52:23 EST,,0.0,99821.65,1967280.0,99740.15,1630.0,100640.0,100640.0,-81.5
11,Paper,Paper,82.0,USD,BITCOIN,11.0,,,1.0,1640.0,40.0,20.0,-282.0,BOT,BTCUSD_bitbayPLN,USD,20160416 10:42:45 EST,,-200.0,99539.65,1967280.0,99457.65,1640.0,100440.0,100440.0,-282.0
12,Paper,Paper,81.75,USD,BITCOIN,12.0,,,1.0,1635.0,40.0,-20.0,-181.75,SLD,BTCUSD_bitbayPLN,USD,20160416 12:32:47 EST,,-100.0,99357.9,1967280.0,99276.15,1635.0,100340.0,100340.0,-181.75
13,Paper,Paper,81.3,USD,BITCOIN,13.0,,,1.0,1626.0,40.0,20.0,98.7,BOT,BTCUSD_bitbayPLN,USD,20160416 12:45:25 EST,,180.0,99456.6,1967280.0,99375.3,1626.0,100520.0,100520.0,98.7
14,Paper,Paper,81.4495,USD,BITCOIN,14.0,,,1.0,1628.99,40.0,-20.0,-21.6495,SLD,BTCUSD_bitbayPLN,USD,20160416 13:09:39 EST,,59.8,99434.9505,1967280.0,99353.501,1628.99,100579.8,100579.8,-21.6495
15,Paper,Paper,81.45,USD,BITCOIN,15.0,,,1.0,1629.0,40.0,20.0,-81.65,BOT,BTCUSD_bitbayPLN,USD,20160416 13:32:54 EST,,-0.2,99353.3005,1967280.0,99271.8505,1629.0,100579.6,100579.6,-81.65
16,Paper,Paper,81.45,USD,BITCOIN,16.0,,,1.0,1629.0,40.0,-20.0,-81.45,SLD,BTCUSD_bitbayPLN,USD,20160416 13:44:27 EST,,0.0,99271.8505,1967280.0,99190.4005,1629.0,100579.6,100579.6,-81.45
17,Paper,Paper,81.5,USD,BITCOIN,17.0,,,1.0,1630.0,40.0,20.0,-101.5,BOT,BTCUSD_bitbayPLN,USD,20160416 13:56:13 EST,,-20.0,99170.3505,1967280.0,99088.8505,1630.0,100559.6,100559.6,-101.5
18,Paper,Paper,81.6,USD,BITCOIN,18.0,,,1.0,1632.0,40.0,-20.0,-41.6,SLD,BTCUSD_bitbayPLN,USD,20160416 15:54:10 EST,,40.0,99128.7505,1967280.0,99047.1505,1632.0,100599.6,100599.6,-41.6
19,Paper,Paper,81.65,USD,BITCOIN,19.0,,,1.0,1633.0,40.0,20.0,-101.65,BOT,BTCUSD_bitbayPLN,USD,20160416 16:05:32 EST,,-20.0,99027.1005,1967280.0,98945.4505,1633.0,100579.6,100579.6,-101.65
20,Paper,Paper,81.6,USD,BITCOIN,20.0,,,1.0,1632.0,40.0,-20.0,-101.6,SLD,BTCUSD_bitbayPLN,USD,20160416 22:59:29 EST,,-20.0,98925.5005,1967280.0,98843.9005,1632.0,100559.6,100559.6,-101.6
21,Paper,Paper,81.275,USD,BITCOIN,21.0,,,1.0,1625.5,40.0,20.0,48.725,BOT,BTCUSD_bitbayPLN,USD,20160416 23:11:16 EST,,130.0,98974.2255,1967280.0,98892.9505,1625.5,100689.6,100689.6,48.725
22,Paper,Paper,81.55,USD,BITCOIN,22.0,,,1.0,1631.0,40.0,-20.0,28.45,SLD,BTCUSD_bitbayPLN,USD,20160416 23:35:20 EST,,110.0,99002.6755,1967280.0,98921.1255,1631.0,100799.6,100799.6,28.45
23,Paper,Paper,81.45,USD,BITCOIN,23.0,,,1.0,1629.0,40.0,20.0,-41.45,BOT,BTCUSD_bitbayPLN,USD,20160416 23:47:56 EST,,40.0,98961.2255,1967280.0,98879.7755,1629.0,100839.6,100839.6,-41.45
24,Paper,Paper,81.6,USD,BITCOIN,24.0,,,1.0,1632.0,40.0,-20.0,-21.6,SLD,BTCUSD_bitbayPLN,USD,20160417 00:01:25 EST,,60.0,98939.6255,1967280.0,98858.0255,1632.0,100899.6,100899.6,-21.6
25,Paper,Paper,81.65,USD,BITCOIN,25.0,,,1.0,1633.0,40.0,20.0,-101.65,BOT,BTCUSD_bitbayPLN,USD,20160417 00:15:15 EST,,-20.0,98837.9755,1967280.0,98756.3255,1633.0,100879.6,100879.6,-101.65
