trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,balance,commission,margin_available
28,0.58969679999,20160318 09:52:50 EST,20160318 09:52:50 EST,20160318 09:52:50 EST,125.884,,EURJPY,long,20160318 09:52:06 EST,20160318 09:57:31 EST,open,20160318 09:52:06 EST,125.903,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,9354.1943296,9.9703032,-4618250.64
29,-58.808508,20160318 10:00:16 EST,20160318 10:00:16 EST,20160318 10:00:16 EST,125.87,,EURJPY,long,20160318 09:57:43 EST,20160318 10:09:53 EST,open,20160318 09:57:43 EST,125.818,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,9295.3858216,9.968508,-4784379.24
30,61.3112808,20160318 10:32:56 EST,20160318 10:32:56 EST,20160318 10:32:56 EST,125.882,,EURJPY,long,20160318 10:10:05 EST,20160318 10:33:31 EST,open,20160318 10:10:05 EST,125.893,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,9356.6971024,9.9687192,-4950486.72
31,-21.8515968,20160318 10:35:34 EST,20160318 10:35:34 EST,20160318 10:35:34 EST,125.886,,EURJPY,long,20160318 10:33:42 EST,20160318 10:36:30 EST,open,20160318 10:33:42 EST,125.931,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,9334.8455056,9.9715968,-5116727.52
32,12.4660536,20160318 10:39:30 EST,20160318 10:39:30 EST,20160318 10:39:30 EST,125.948,,EURJPY,long,20160318 10:36:42 EST,20160318 10:42:42 EST,open,20160318 10:36:42 EST,125.922,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,9347.3115592,9.9739464,-5282922.12
33,3.22713600001,20160318 10:43:40 EST,20160318 10:43:40 EST,20160318 10:43:40 EST,125.928,,EURJPY,long,20160318 10:42:54 EST,20160318 10:45:41 EST,open,20160318 10:42:54 EST,125.914,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,9350.5386952,9.972864,-5449115.4
34,-61.4491416,20160318 10:46:55 EST,20160318 10:46:55 EST,20160318 10:46:55 EST,125.866,,EURJPY,long,20160318 10:45:55 EST,20160318 10:47:43 EST,open,20160318 10:45:55 EST,125.848,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,9289.0895536,9.9691416,-5615286.24
35,-32.4062112,20160318 10:52:44 EST,20160318 10:52:44 EST,20160318 10:52:44 EST,125.826,,EURJPY,long,20160318 10:47:55 EST,20160318 10:54:41 EST,open,20160318 10:47:55 EST,125.839,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,9256.6833424,9.9662112,-5781416.16
36,-15.2468184,20160318 10:55:43 EST,20160318 10:55:43 EST,20160318 10:55:43 EST,125.838,,EURJPY,long,20160318 10:54:55 EST,20160318 10:58:55 EST,open,20160318 10:54:55 EST,125.851,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,9241.436524,9.9668184,-5947544.76
37,-19.2077424,20160318 10:59:55 EST,20160318 10:59:55 EST,20160318 10:59:55 EST,125.846,,EURJPY,long,20160318 10:59:08 EST,20160318 11:03:49 EST,open,20160318 10:59:08 EST,125.867,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,9222.2287816,9.9677424,-6113698.44
38,-41.6478216,20160318 11:27:43 EST,20160318 11:27:43 EST,20160318 11:27:43 EST,125.841,,EURJPY,long,20160318 11:04:00 EST,20160318 11:30:28 EST,open,20160318 11:04:00 EST,125.863,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,9180.58096,9.9678216,-6279869.28
39,-31.0886928,20160318 11:32:42 EST,20160318 11:32:42 EST,20160318 11:32:42 EST,125.855,,EURJPY,long,20160318 11:30:40 EST,20160318 11:36:17 EST,open,20160318 11:30:40 EST,125.876,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,9149.4922672,9.9686928,-6446046.72
40,4.55054159999,20160318 11:38:38 EST,20160318 11:38:38 EST,20160318 11:38:38 EST,125.898,,EURJPY,long,20160318 11:36:29 EST,20160318 11:44:56 EST,open,20160318 11:36:29 EST,125.846,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,9154.0428088,9.9694584,-6612148.92
41,4.55241599998,20160318 11:52:27 EST,20160318 11:52:27 EST,20160318 11:52:27 EST,125.853,,EURJPY,long,20160318 11:45:08 EST,20160318 11:54:38 EST,open,20160318 11:45:08 EST,125.865,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,9158.5952248,9.967584,-6778276.2
42,20.3923632,20160318 11:56:08 EST,20160318 11:56:08 EST,20160318 11:56:08 EST,125.88,,EURJPY,long,20160318 11:54:50 EST,20160318 11:57:59 EST,open,20160318 11:54:50 EST,125.825,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,9178.987588,9.9676368,-6944334.84
43,-82.5626736,20160318 12:00:33 EST,20160318 12:00:33 EST,20160318 12:00:33 EST,125.772,,EURJPY,long,20160318 11:58:11 EST,20160318 12:02:34 EST,open,20160318 11:58:11 EST,125.775,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,9096.4249144,9.9626736,-7110430.44
44,-15.2418288,20160318 12:03:32 EST,20160318 12:03:32 EST,20160318 12:03:32 EST,125.773,,EURJPY,long,20160318 12:02:46 EST,20160318 12:05:00 EST,open,20160318 12:02:46 EST,125.792,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,9081.1830856,9.9618288,-7276481.16
45,-36.3616176,20160318 12:05:47 EST,20160318 12:05:47 EST,20160318 12:05:47 EST,125.768,,EURJPY,long,20160318 12:05:12 EST,20160318 12:06:30 EST,open,20160318 12:05:12 EST,125.778,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,9044.821468,9.9616176,-7442534.52
46,-21.8418288,20160318 12:07:37 EST,20160318 12:07:37 EST,20160318 12:07:37 EST,125.773,,EURJPY,long,20160318 12:06:42 EST,20160318 12:11:28 EST,open,20160318 12:06:42 EST,125.787,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,9022.9796392,9.9618288,-7608585.24
47,13.7967192,20160318 12:12:34 EST,20160318 12:12:34 EST,20160318 12:12:34 EST,125.813,,EURJPY,long,20160318 12:11:40 EST,20160318 12:17:42 EST,open,20160318 12:11:40 EST,125.789,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,9036.7763584,9.9632808,-7774602.96
48,-0.72375600001,20160318 12:19:37 EST,20160318 12:19:37 EST,20160318 12:19:37 EST,125.803,,EURJPY,long,20160318 12:17:54 EST,20160318 12:21:44 EST,open,20160318 12:17:54 EST,125.816,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,9036.0526024,9.963756,-7940670.84
49,-20.5225152,20160318 12:22:44 EST,20160318 12:22:44 EST,20160318 12:22:44 EST,125.793,,EURJPY,long,20160318 12:21:57 EST,20160318 12:31:38 EST,open,20160318 12:21:57 EST,125.774,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,9015.5300872,9.9625152,-8106703.08
50,33.5984352,20160318 12:33:19 EST,20160318 12:33:19 EST,20160318 12:33:19 EST,125.813,,EURJPY,long,20160318 12:31:50 EST,20160318 12:40:37 EST,open,20160318 12:31:50 EST,125.739,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,9049.1285224,9.9615648,-8272635.0
51,-19.1969184,20160318 12:43:31 EST,20160318 12:43:31 EST,20160318 12:43:31 EST,125.729,,EURJPY,long,20160318 12:40:49 EST,20160318 12:47:42 EST,open,20160318 12:40:49 EST,125.691,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,9029.931604,9.9569184,-8438556.36
52,0.60537839999,20160318 12:49:33 EST,20160318 12:49:33 EST,20160318 12:49:33 EST,125.692,,EURJPY,long,20160318 12:47:54 EST,20160318 13:02:23 EST,open,20160318 12:47:54 EST,125.693,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,9030.5369824,9.9546216,-8604460.56
53,-53.5150704,20160318 13:13:30 EST,20160318 13:13:30 EST,20160318 13:13:30 EST,125.667,,EURJPY,long,20160318 13:02:35 EST,20160318 13:21:09 EST,open,20160318 13:02:35 EST,125.719,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,8977.021912,9.9550704,-8770453.2
54,-45.5961,20160318 13:23:21 EST,20160318 13:23:21 EST,20160318 13:23:21 EST,125.69,,EURJPY,long,20160318 13:21:21 EST,20160318 13:28:08 EST,open,20160318 13:21:21 EST,125.718,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,8931.425812,9.9561,-8936436.6
55,1.9221576,20160318 13:31:37 EST,20160318 13:31:37 EST,20160318 13:31:37 EST,125.732,,EURJPY,long,20160318 13:28:20 EST,20160318 13:32:32 EST,open,20160318 13:28:20 EST,125.736,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,8933.3479696,9.9578424,-9102396.24
56,-46.91676,20160318 13:37:50 EST,20160318 13:37:50 EST,20160318 13:37:50 EST,125.701,,EURJPY,long,20160318 13:32:44 EST,20160318 13:38:46 EST,open,20160318 13:32:44 EST,125.72,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,8886.4312096,9.95676,-9268383.6
57,-23.156496,20160318 13:39:33 EST,20160318 13:39:33 EST,20160318 13:39:33 EST,125.694,,EURJPY,long,20160318 13:38:58 EST,20160318 13:47:35 EST,open,20160318 13:38:58 EST,125.742,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,8863.2747136,9.956496,-9434376.24
58,-4.67942640001,20160318 13:49:37 EST,20160318 13:49:37 EST,20160318 13:49:37 EST,125.751,,EURJPY,long,20160318 13:47:46 EST,20160318 13:53:45 EST,open,20160318 13:47:46 EST,125.753,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,8858.5952872,9.9594264,-9600364.92
59,0.59922719999,20160318 13:57:41 EST,20160318 13:57:41 EST,20160318 13:57:41 EST,125.759,,EURJPY,long,20160318 13:53:57 EST,20160318 13:59:46 EST,open,20160318 13:53:57 EST,125.792,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,8859.1945144,9.9607728,-9766399.8
60,-28.4432544,20160318 14:01:51 EST,20160318 14:01:51 EST,20160318 14:01:51 EST,125.789,,EURJPY,long,20160318 13:59:58 EST,20160318 14:03:30 EST,open,20160318 13:59:58 EST,125.804,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,8830.75126,9.9632544,-9932479.56
61,-13.9239936,20160318 14:05:42 EST,20160318 14:05:42 EST,20160318 14:05:42 EST,125.801,,EURJPY,long,20160318 14:03:41 EST,20160318 14:07:33 EST,open,20160318 14:03:41 EST,125.819,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,8816.8272664,9.9639936,-10098564.6
62,-6.00438960002,20160318 14:11:09 EST,20160318 14:11:09 EST,20160318 14:11:09 EST,125.815,,EURJPY,long,20160318 14:07:44 EST,20160318 14:12:08 EST,open,20160318 14:07:44 EST,125.812,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,8810.8228768,9.9643896,-10264632.48
63,-27.1219344,20160318 14:16:43 EST,20160318 14:16:43 EST,20160318 14:16:43 EST,125.78,,EURJPY,long,20160318 14:12:19 EST,20160318 14:21:03 EST,open,20160318 14:12:19 EST,125.773,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,8783.7009424,9.9619344,-10430670.0
64,-36.359928,20160318 14:23:05 EST,20160318 14:23:05 EST,20160318 14:23:05 EST,125.753,,EURJPY,long,20160318 14:21:14 EST,20160318 14:44:56 EST,open,20160318 14:21:14 EST,125.744,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,8747.3410144,9.959928,-10596678.48
65,-23.157948,20160318 14:48:22 EST,20160318 14:48:22 EST,20160318 14:48:22 EST,125.727,,EURJPY,long,20160318 14:45:08 EST,20160318 14:56:00 EST,open,20160318 14:45:08 EST,125.731,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,8724.1830664,9.957948,-10762656.6
66,-16.5588456,20160318 14:57:40 EST,20160318 14:57:40 EST,20160318 14:57:40 EST,125.735,,EURJPY,long,20160318 14:56:12 EST,20160318 15:01:37 EST,open,20160318 14:56:12 EST,125.754,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,8707.6242208,9.9588456,-10928658.48
67,-32.399136,20160318 15:05:43 EST,20160318 15:05:43 EST,20160318 15:05:43 EST,125.735,,EURJPY,long,20160318 15:01:49 EST,20160318 15:07:33 EST,open,20160318 15:01:49 EST,125.753,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,8675.2250848,9.959136,-11094674.88
68,-37.6793208,20160318 15:08:28 EST,20160318 15:08:28 EST,20160318 15:08:28 EST,125.736,,EURJPY,long,20160318 15:07:45 EST,20160318 15:09:35 EST,open,20160318 15:07:45 EST,125.754,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,8637.545764,9.9593208,-11260697.88
69,16.4391216,20160318 15:10:33 EST,20160318 15:10:33 EST,20160318 15:10:33 EST,125.769,,EURJPY,long,20160318 15:09:48 EST,20160318 15:12:36 EST,open,20160318 15:09:48 EST,125.788,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,8653.9848856,9.9608784,-11426711.64
70,13.7959536,20160318 15:15:36 EST,20160318 15:15:36 EST,20160318 15:15:36 EST,125.811,,EURJPY,long,20160318 15:12:47 EST,20160318 15:16:34 EST,open,20160318 15:12:47 EST,125.822,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,8667.7808392,9.9640464,-11592772.92
71,-16.5648384,20160318 15:18:38 EST,20160318 15:18:38 EST,20160318 15:18:38 EST,125.809,,EURJPY,long,20160318 15:16:46 EST,20160318 15:25:37 EST,open,20160318 15:16:46 EST,125.833,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,8651.2160008,9.9648384,-11758879.08
72,28.3133664,20160318 15:28:40 EST,20160318 15:28:40 EST,20160318 15:28:40 EST,125.849,,EURJPY,long,20160318 15:25:49 EST,20160318 15:29:37 EST,open,20160318 15:25:49 EST,125.855,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,8679.5293672,9.9666336,-11924969.4
73,32.2703304,20160318 15:35:23 EST,20160318 15:35:23 EST,20160318 15:35:23 EST,125.885,,EURJPY,long,20160318 15:29:49 EST,20160318 15:39:55 EST,open,20160318 15:29:49 EST,125.901,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,8711.7996976,9.9696696,-12091116.48
74,-19.211016,20160318 15:53:14 EST,20160318 15:53:14 EST,20160318 15:53:14 EST,125.89,,EURJPY,long,20160318 15:40:06 EST,20160318 15:55:18 EST,open,20160318 15:40:06 EST,125.903,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,8692.5886816,9.971016,-12257317.68
75,-19.2099336,20160318 16:00:35 EST,20160318 16:00:35 EST,20160318 16:00:35 EST,125.896,,EURJPY,long,20160318 15:55:29 EST,20160318 16:08:52 EST,open,20160318 15:55:29 EST,125.85,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,8673.378748,9.9699336,-12423448.92
76,-29.7671088,20160318 16:10:31 EST,20160318 16:10:31 EST,20160318 16:10:31 EST,125.841,,EURJPY,long,20160318 16:09:03 EST,20160318 16:12:44 EST,open,20160318 16:09:03 EST,125.845,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,8643.6116392,9.9671088,-12589584.12
77,-39.0056568,20160318 16:14:25 EST,20160318 16:14:25 EST,20160318 16:14:25 EST,125.823,,EURJPY,long,20160318 16:12:56 EST,20160318 16:15:43 EST,open,20160318 16:12:56 EST,125.819,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,8604.6059824,9.9656568,-12755694.24
78,-0.72531360001,20160318 16:18:05 EST,20160318 16:18:05 EST,20160318 16:18:05 EST,125.826,,EURJPY,long,20160318 16:15:54 EST,20160318 16:26:15 EST,open,20160318 16:15:54 EST,125.829,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,8603.8806688,9.9653136,-12921779.28
79,-21.8459736,20160318 16:28:16 EST,20160318 16:28:16 EST,20160318 16:28:16 EST,125.817,,EURJPY,long,20160318 16:26:27 EST,20160318 16:46:34 EST,open,20160318 16:26:27 EST,125.856,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,8582.0346952,9.9659736,-13087921.08
80,-72.0066336,20160318 16:48:41 EST,20160318 16:48:41 EST,20160318 16:48:41 EST,125.82,,EURJPY,long,20160318 16:46:46 EST,20160318 16:49:40 EST,open,20160318 16:46:46 EST,125.837,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,8510.0280616,9.9666336,-13254087.96
81,-66.724944,20160318 16:50:50 EST,20160318 16:50:50 EST,20160318 16:50:50 EST,125.795,,EURJPY,long,20160318 16:49:53 EST,20160318 16:52:32 EST,open,20160318 16:49:53 EST,125.827,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,8443.3031176,9.964944,-13420236.36
82,-132.7210368,20160318 16:57:37 EST,20160318 16:57:37 EST,20160318 16:57:37 EST,125.732,,EURJPY,long,20160318 16:52:45 EST,20160318 16:58:48 EST,open,20160318 16:52:45 EST,125.755,10000.0,,15.0,15.0,,EURJPY,strat103EURJPYv1,8310.5820808,9.9610368,-13586355.72
83,-62.0785968,20160318 16:59:33 EST,20160318 16:59:33 EST,20160318 16:59:33 EST,125.71,,EURJPY,long,20160318 16:59:00 EST,20160318 16:59:33 EST,open,20160318 16:59:00 EST,125.752,10000.0,,15.0,0.0,,EURJPY,strat103EURJPYv1,8248.503484,6.6385968,-13586411.16
