permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,balance,margin_available,openprice
428,Paper,Paper,2.0,USD,IDEALPRO,428.0,,,1.0,111.505,20000.0,-10000.0,10.32,SLD,USD,JPY,20160318 11:38:28 EST,,9065.42556,4191814.90304,111.365
429,Paper,Paper,2.0,USD,IDEALPRO,429.0,,,1.0,125.896,20000.0,-10000.0,29.416,SLD,EUR,JPY,20160318 11:38:39 EST,,9094.84156,4202893.75104,125.539
430,Paper,Paper,2.0,USD,IDEALPRO,430.0,,,1.0,0.76075,20000.0,10000.0,15.5,BOT,AUD,USD,20160318 11:39:33 EST,,9110.34156,4210501.25104,0.7625
431,Paper,Paper,2.0,USD,IDEALPRO,431.0,,,1.0,111.507,20000.0,10000.0,-14.496,BOT,USD,JPY,20160318 11:40:49 EST,,9095.84556,4220313.86704,111.365
432,Paper,Paper,2.0,USD,IDEALPRO,432.0,,,1.0,0.76072,20000.0,-10000.0,-19.8,SLD,AUD,USD,20160318 11:41:22 EST,,9076.04556,4227921.06704,0.7625
433,Paper,Paper,2.0,USD,IDEALPRO,433.0,,,1.0,1.12859,20000.0,10000.0,-15.0,BOT,EUR,USD,20160318 11:43:31 EST,,9061.04556,4239206.96704,1.12729
434,Paper,Paper,2.0,USD,IDEALPRO,434.0,,,1.0,125.846,20000.0,10000.0,-29.016,BOT,EUR,JPY,20160318 11:44:57 EST,,9032.02956,4250281.41504,125.539
435,Paper,Paper,2.0,USD,IDEALPRO,435.0,,,1.0,0.76037,20000.0,10000.0,19.3,BOT,AUD,USD,20160318 11:45:31 EST,,9051.32956,4257885.11504,0.7625
436,Paper,Paper,2.0,USD,IDEALPRO,436.0,,,1.0,1.12826,20000.0,-10000.0,7.7,SLD,EUR,USD,20160318 11:45:42 EST,,9059.02956,4269167.71504,1.12729
437,Paper,Paper,2.0,USD,IDEALPRO,437.0,,,1.0,111.525,20000.0,-10000.0,12.08,SLD,USD,JPY,20160318 11:46:37 EST,,9071.10956,4278981.91504,111.365
438,Paper,Paper,2.0,USD,IDEALPRO,438.0,,,1.0,0.76083,20000.0,-10000.0,-18.7,SLD,AUD,USD,20160318 11:47:31 EST,,9052.40956,4286590.21504,0.7625
439,Paper,Paper,2.0,USD,IDEALPRO,439.0,,,1.0,0.96856,20000.0,-10000.0,-16.37324,SLD,USD,CHF,20160318 11:47:53 EST,,9036.03632,4296393.97936,0.96998
440,Paper,Paper,2.0,USD,IDEALPRO,440.0,,,1.0,111.5,20000.0,10000.0,-13.88,BOT,USD,JPY,20160318 11:48:05 EST,,9022.15632,4306205.97936,111.365
441,Paper,Paper,2.0,USD,IDEALPRO,441.0,,,1.0,0.76086,20000.0,10000.0,14.4,BOT,AUD,USD,20160318 11:51:31 EST,,9036.55632,4313814.57936,0.7625
442,Paper,Paper,2.0,USD,IDEALPRO,442.0,,,1.0,1.12874,20000.0,10000.0,-16.5,BOT,EUR,USD,20160318 11:51:43 EST,,9020.05632,4325101.97936,1.12729
443,Paper,Paper,2.0,USD,IDEALPRO,443.0,,,1.0,0.96811,20000.0,10000.0,16.92814,BOT,USD,CHF,20160318 11:52:05 EST,,9036.98446,4334901.18878,0.96998
444,Paper,Paper,2.0,USD,IDEALPRO,444.0,,,1.0,125.853,20000.0,-10000.0,25.632,SLD,EUR,JPY,20160318 11:52:28 EST,,9062.61646,4345976.25278,125.539
445,Paper,Paper,2.0,USD,IDEALPRO,445.0,,,1.0,1.12894,20000.0,-10000.0,14.5,SLD,EUR,USD,20160318 11:53:44 EST,,9077.11646,4357265.65278,1.12729
446,Paper,Paper,2.0,USD,IDEALPRO,446.0,,,1.0,125.868,20000.0,10000.0,-30.952,BOT,EUR,JPY,20160318 11:54:39 EST,,9046.16446,4368342.03678,125.539
447,Paper,Paper,2.0,USD,IDEALPRO,447.0,,,1.0,111.476,20000.0,-10000.0,7.768,SLD,USD,JPY,20160318 11:54:40 EST,,9053.93246,4378151.92478,111.365
448,Paper,Paper,2.0,USD,IDEALPRO,448.0,,,1.0,0.96821,20000.0,-10000.0,-19.91594,SLD,USD,CHF,20160318 11:55:57 EST,,9034.01652,4387952.1464,0.96998
449,Paper,Paper,2.0,USD,IDEALPRO,449.0,,,1.0,125.88,20000.0,-10000.0,28.008,SLD,EUR,JPY,20160318 11:56:08 EST,,9062.02452,4399029.5864,125.539
450,Paper,Paper,2.0,USD,IDEALPRO,450.0,,,1.0,1.12898,20000.0,10000.0,-18.9,BOT,EUR,USD,20160318 11:56:20 EST,,9043.12452,4410319.3864,1.12729
451,Paper,Paper,2.0,USD,IDEALPRO,451.0,,,1.0,0.96832,20000.0,10000.0,14.80252,BOT,USD,CHF,20160318 11:56:32 EST,,9057.92704,4420120.72144,0.96998
452,Paper,Paper,2.0,USD,IDEALPRO,452.0,,,1.0,111.488,20000.0,10000.0,-12.824,BOT,USD,JPY,20160318 11:56:44 EST,,9045.10304,4429931.66544,111.365
453,Paper,Paper,2.0,USD,IDEALPRO,453.0,,,1.0,125.834,20000.0,10000.0,-27.96,BOT,EUR,JPY,20160318 11:58:00 EST,,9017.14304,4441005.05744,125.539
454,Paper,Paper,2.0,USD,IDEALPRO,454.0,,,1.0,0.76172,20000.0,-10000.0,-9.8,SLD,AUD,USD,20160318 11:58:12 EST,,9007.34304,4448622.25744,0.7625
455,Paper,Paper,2.0,USD,IDEALPRO,455.0,,,1.0,1.12907,20000.0,-10000.0,15.8,SLD,EUR,USD,20160318 11:59:17 EST,,9023.14304,4459912.95744,1.12729
456,Paper,Paper,2.0,USD,IDEALPRO,456.0,,,1.0,1.12917,20000.0,10000.0,-20.8,BOT,EUR,USD,20160318 12:00:22 EST,,9002.34304,4471204.65744,1.12729
457,Paper,Paper,2.0,USD,IDEALPRO,457.0,,,1.0,125.772,20000.0,-10000.0,18.504,SLD,EUR,JPY,20160318 12:00:35 EST,,9020.84704,4482272.59344,125.539
458,Paper,Paper,2.0,USD,IDEALPRO,458.0,,,1.0,111.394,20000.0,-10000.0,0.552000000001,SLD,USD,JPY,20160318 12:00:35 EST,,9021.39904,4492075.26544,111.365
459,Paper,Paper,2.0,USD,IDEALPRO,459.0,,,1.0,1.12912,20000.0,-10000.0,16.3,SLD,EUR,USD,20160318 12:01:40 EST,,9037.69904,4503366.46544,1.12729
460,Paper,Paper,2.0,USD,IDEALPRO,460.0,,,1.0,125.779,20000.0,10000.0,-23.12,BOT,EUR,JPY,20160318 12:02:35 EST,,9014.57904,4514435.01744,125.539
461,Paper,Paper,2.0,USD,IDEALPRO,461.0,,,1.0,111.382,20000.0,10000.0,-3.496,BOT,USD,JPY,20160318 12:02:35 EST,,9011.08304,4524236.63344,111.365
462,Paper,Paper,2.0,USD,IDEALPRO,462.0,,,1.0,0.76163,20000.0,10000.0,6.7,BOT,AUD,USD,20160318 12:03:09 EST,,9017.78304,4531852.93344,0.7625
463,Paper,Paper,2.0,USD,IDEALPRO,463.0,,,1.0,1.12923,20000.0,10000.0,-21.4,BOT,EUR,USD,20160318 12:03:21 EST,,8996.38304,4543145.23344,1.12729
464,Paper,Paper,2.0,USD,IDEALPRO,464.0,,,1.0,125.774,20000.0,-10000.0,18.68,SLD,EUR,JPY,20160318 12:03:33 EST,,9015.06304,4554213.34544,125.539
465,Paper,Paper,2.0,USD,IDEALPRO,465.0,,,1.0,0.76183,20000.0,-10000.0,-8.7,SLD,AUD,USD,20160318 12:04:17 EST,,9006.36304,4561831.64544,0.7625
466,Paper,Paper,2.0,USD,IDEALPRO,466.0,,,1.0,1.12903,20000.0,-10000.0,15.4,SLD,EUR,USD,20160318 12:04:28 EST,,9021.76304,4573121.94544,1.12729
467,Paper,Paper,2.0,USD,IDEALPRO,467.0,,,1.0,125.792,20000.0,10000.0,-24.264,BOT,EUR,JPY,20160318 12:05:01 EST,,8997.49904,4584191.64144,125.539
468,Paper,Paper,2.0,USD,IDEALPRO,468.0,,,1.0,1.129,20000.0,10000.0,-19.1,BOT,EUR,USD,20160318 12:05:24 EST,,8978.39904,4595481.64144,1.12729
469,Paper,Paper,2.0,USD,IDEALPRO,469.0,,,1.0,0.96843,20000.0,-10000.0,-17.6891,SLD,USD,CHF,20160318 12:05:36 EST,,8960.70994,4605284.0899,0.96998
470,Paper,Paper,2.0,USD,IDEALPRO,470.0,,,1.0,125.768,20000.0,-10000.0,18.152,SLD,EUR,JPY,20160318 12:05:47 EST,,8978.86194,4616351.6739,125.539
471,Paper,Paper,2.0,USD,IDEALPRO,471.0,,,1.0,111.396,20000.0,-10000.0,0.728000000001,SLD,USD,JPY,20160318 12:05:48 EST,,8979.58994,4626154.5219,111.365
472,Paper,Paper,2.0,USD,IDEALPRO,472.0,,,1.0,125.778,20000.0,10000.0,-23.032,BOT,EUR,JPY,20160318 12:06:31 EST,,8956.55794,4637222.9859,125.539
473,Paper,Paper,2.0,USD,IDEALPRO,473.0,,,1.0,0.96845,20000.0,10000.0,13.48666,BOT,USD,CHF,20160318 12:07:26 EST,,8970.0446,4647025.6368,0.96998
474,Paper,Paper,2.0,USD,IDEALPRO,474.0,,,1.0,125.773,20000.0,-10000.0,18.592,SLD,EUR,JPY,20160318 12:07:38 EST,,8988.6366,4658093.6608,125.539
475,Paper,Paper,2.0,USD,IDEALPRO,475.0,,,1.0,111.411,20000.0,10000.0,-6.048,BOT,USD,JPY,20160318 12:07:38 EST,,8982.5886,4667897.8288,111.365
476,Paper,Paper,2.0,USD,IDEALPRO,476.0,,,1.0,0.76175,20000.0,10000.0,5.5,BOT,AUD,USD,20160318 12:08:11 EST,,8988.0886,4675515.3288,0.7625
477,Paper,Paper,2.0,USD,IDEALPRO,477.0,,,1.0,0.76161,20000.0,-10000.0,-10.9,SLD,AUD,USD,20160318 12:09:07 EST,,8977.1886,4683131.4288,0.7625
478,Paper,Paper,2.0,USD,IDEALPRO,478.0,,,1.0,1.12892,20000.0,-10000.0,14.3,SLD,EUR,USD,20160318 12:09:18 EST,,8991.4886,4694420.6288,1.12729
479,Paper,Paper,2.0,USD,IDEALPRO,479.0,,,1.0,125.787,20000.0,10000.0,-23.824,BOT,EUR,JPY,20160318 12:11:29 EST,,8967.6646,4705489.8848,125.539
480,Paper,Paper,2.0,USD,IDEALPRO,480.0,,,1.0,111.413,20000.0,-10000.0,2.224,SLD,USD,JPY,20160318 12:11:29 EST,,8969.8886,4715294.2288,111.365
481,Paper,Paper,2.0,USD,IDEALPRO,481.0,,,1.0,125.813,20000.0,-10000.0,22.112,SLD,EUR,JPY,20160318 12:12:35 EST,,8992.0006,4726365.7728,125.539
482,Paper,Paper,2.0,USD,IDEALPRO,482.0,,,1.0,0.96828,20000.0,-10000.0,-19.2074,SLD,USD,CHF,20160318 12:13:32 EST,,8972.7932,4736166.70296,0.96998
483,Paper,Paper,2.0,USD,IDEALPRO,483.0,,,1.0,111.437,20000.0,10000.0,-8.336,BOT,USD,JPY,20160318 12:13:32 EST,,8964.4572,4745973.15896,111.365
484,Paper,Paper,2.0,USD,IDEALPRO,484.0,,,1.0,0.76189,20000.0,10000.0,4.1,BOT,AUD,USD,20160318 12:14:07 EST,,8968.5572,4753592.05896,0.7625
485,Paper,Paper,2.0,USD,IDEALPRO,485.0,,,1.0,1.12892,20000.0,10000.0,-18.3,BOT,EUR,USD,20160318 12:14:19 EST,,8950.2572,4764881.25896,1.12729
486,Paper,Paper,2.0,USD,IDEALPRO,486.0,,,1.0,0.96832,20000.0,10000.0,14.80252,BOT,USD,CHF,20160318 12:14:32 EST,,8965.05972,4774682.594,0.96998
487,Paper,Paper,2.0,USD,IDEALPRO,487.0,,,1.0,0.76193,20000.0,-10000.0,-7.7,SLD,AUD,USD,20160318 12:15:17 EST,,8957.35972,4782301.894,0.7625
488,Paper,Paper,2.0,USD,IDEALPRO,488.0,,,1.0,0.76204,20000.0,10000.0,2.6,BOT,AUD,USD,20160318 12:16:13 EST,,8959.95972,4789922.294,0.7625
489,Paper,Paper,2.0,USD,IDEALPRO,489.0,,,1.0,0.96828,20000.0,-10000.0,-19.2074,SLD,USD,CHF,20160318 12:16:35 EST,,8940.75232,4799723.22416,0.96998
490,Paper,Paper,2.0,USD,IDEALPRO,490.0,,,1.0,125.789,20000.0,10000.0,-24.0,BOT,EUR,JPY,20160318 12:17:44 EST,,8916.75232,4810792.65616,125.539
491,Paper,Paper,2.0,USD,IDEALPRO,491.0,,,1.0,111.443,20000.0,-10000.0,4.864,SLD,USD,JPY,20160318 12:17:44 EST,,8921.61632,4820599.64016,111.365
492,Paper,Paper,2.0,USD,IDEALPRO,492.0,,,1.0,1.12858,20000.0,-10000.0,10.9,SLD,EUR,USD,20160318 12:18:18 EST,,8932.51632,4831885.44016,1.12729
493,Paper,Paper,2.0,USD,IDEALPRO,493.0,,,1.0,111.472,20000.0,10000.0,-11.416,BOT,USD,JPY,20160318 12:18:30 EST,,8921.10032,4841694.97616,111.365
494,Paper,Paper,2.0,USD,IDEALPRO,494.0,,,1.0,125.801,20000.0,-10000.0,21.056,SLD,EUR,JPY,20160318 12:19:39 EST,,8942.15632,4852765.46416,125.539
495,Paper,Paper,2.0,USD,IDEALPRO,495.0,,,1.0,0.96823,20000.0,10000.0,15.7135,BOT,USD,CHF,20160318 12:19:40 EST,,8957.86982,4862565.88822,0.96998
496,Paper,Paper,2.0,USD,IDEALPRO,496.0,,,1.0,111.457,20000.0,-10000.0,6.096,SLD,USD,JPY,20160318 12:19:40 EST,,8963.96582,4872374.10422,111.365
497,Paper,Paper,2.0,USD,IDEALPRO,497.0,,,1.0,1.12869,20000.0,10000.0,-16.0,BOT,EUR,USD,20160318 12:20:14 EST,,8947.96582,4883661.00422,1.12729
498,Paper,Paper,2.0,USD,IDEALPRO,498.0,,,1.0,0.96821,20000.0,-10000.0,-19.91594,SLD,USD,CHF,20160318 12:20:26 EST,,8928.04988,4893461.22584,0.96998
499,Paper,Paper,2.0,USD,IDEALPRO,499.0,,,1.0,0.96843,20000.0,10000.0,13.6891,BOT,USD,CHF,20160318 12:21:33 EST,,8941.73898,4903263.6743,0.96998
500,Paper,Paper,2.0,USD,IDEALPRO,500.0,,,1.0,125.813,20000.0,10000.0,-26.112,BOT,EUR,JPY,20160318 12:21:46 EST,,8915.62698,4914335.2183,125.539
501,Paper,Paper,2.0,USD,IDEALPRO,501.0,,,1.0,111.487,20000.0,10000.0,-12.736,BOT,USD,JPY,20160318 12:21:46 EST,,8902.89098,4924146.0743,111.365
502,Paper,Paper,2.0,USD,IDEALPRO,502.0,,,1.0,0.76174,20000.0,-10000.0,-9.6,SLD,AUD,USD,20160318 12:22:10 EST,,8893.29098,4931763.4743,0.7625
503,Paper,Paper,2.0,USD,IDEALPRO,503.0,,,1.0,0.96828,20000.0,-10000.0,-19.2074,SLD,USD,CHF,20160318 12:22:33 EST,,8874.08358,4941564.40446,0.96998
504,Paper,Paper,2.0,USD,IDEALPRO,504.0,,,1.0,125.792,20000.0,-10000.0,20.264,SLD,EUR,JPY,20160318 12:22:45 EST,,8894.34758,4952634.10046,125.539
505,Paper,Paper,2.0,USD,IDEALPRO,505.0,,,1.0,111.474,20000.0,-10000.0,7.592,SLD,USD,JPY,20160318 12:23:42 EST,,8901.93958,4962443.81246,111.365
506,Paper,Paper,2.0,USD,IDEALPRO,506.0,,,1.0,1.12865,20000.0,-10000.0,11.6,SLD,EUR,USD,20160318 12:24:16 EST,,8913.53958,4973730.31246,1.12729
507,Paper,Paper,2.0,USD,IDEALPRO,507.0,,,1.0,111.471,20000.0,10000.0,-11.328,BOT,USD,JPY,20160318 12:24:39 EST,,8902.21158,4983539.76046,111.365
508,Paper,Paper,2.0,USD,IDEALPRO,508.0,,,1.0,0.76168,20000.0,10000.0,6.2,BOT,AUD,USD,20160318 12:27:14 EST,,8908.41158,4991156.56046,0.7625
509,Paper,Paper,2.0,USD,IDEALPRO,509.0,,,1.0,0.96754,20000.0,10000.0,22.69768,BOT,USD,CHF,20160318 12:27:38 EST,,8931.10926,5000950.00034,0.96998
510,Paper,Paper,2.0,USD,IDEALPRO,510.0,,,1.0,1.12841,20000.0,10000.0,-13.2,BOT,EUR,USD,20160318 12:28:13 EST,,8917.90926,5012234.10034,1.12729
511,Paper,Paper,2.0,USD,IDEALPRO,511.0,,,1.0,0.76157,20000.0,-10000.0,-11.3,SLD,AUD,USD,20160318 12:28:13 EST,,8906.60926,5019849.80034,0.7625
512,Paper,Paper,2.0,USD,IDEALPRO,512.0,,,1.0,0.96756,20000.0,-10000.0,-26.49524,SLD,USD,CHF,20160318 12:28:37 EST,,8880.11402,5029643.44266,0.96998
513,Paper,Paper,2.0,USD,IDEALPRO,513.0,,,1.0,1.12834,20000.0,-10000.0,8.5,SLD,EUR,USD,20160318 12:29:23 EST,,8888.61402,5040926.84266,1.12729
514,Paper,Paper,2.0,USD,IDEALPRO,514.0,,,1.0,111.51,20000.0,-10000.0,10.76,SLD,USD,JPY,20160318 12:29:35 EST,,8899.37402,5050739.72266,111.365
515,Paper,Paper,2.0,USD,IDEALPRO,515.0,,,1.0,1.1278,20000.0,10000.0,-7.1,BOT,EUR,USD,20160318 12:30:31 EST,,8892.27402,5062017.72266,1.12729
516,Paper,Paper,2.0,USD,IDEALPRO,516.0,,,1.0,0.96781,20000.0,10000.0,19.96474,BOT,USD,CHF,20160318 12:31:16 EST,,8912.23876,5071813.89548,0.96998
517,Paper,Paper,2.0,USD,IDEALPRO,517.0,,,1.0,111.524,20000.0,10000.0,-15.992,BOT,USD,JPY,20160318 12:31:28 EST,,8896.24676,5081628.00748,111.365
518,Paper,Paper,2.0,USD,IDEALPRO,518.0,,,1.0,125.78,20000.0,10000.0,-23.208,BOT,EUR,JPY,20160318 12:31:40 EST,,8873.03876,5092696.64748,125.539
519,Paper,Paper,2.0,USD,IDEALPRO,519.0,,,1.0,0.76116,20000.0,10000.0,11.4,BOT,AUD,USD,20160318 12:32:36 EST,,8884.43876,5100308.24748,0.7625
520,Paper,Paper,2.0,USD,IDEALPRO,520.0,,,1.0,125.813,20000.0,-10000.0,22.112,SLD,EUR,JPY,20160318 12:33:21 EST,,8906.55076,5111379.79148,125.539
521,Paper,Paper,2.0,USD,IDEALPRO,521.0,,,1.0,0.96779,20000.0,-10000.0,-24.16718,SLD,USD,CHF,20160318 12:33:21 EST,,8882.38358,5121175.76186,0.96998
522,Paper,Paper,2.0,USD,IDEALPRO,522.0,,,1.0,1.12809,20000.0,-10000.0,6.0,SLD,EUR,USD,20160318 12:34:27 EST,,8888.38358,5132456.66186,1.12729
523,Paper,Paper,2.0,USD,IDEALPRO,523.0,,,1.0,0.76114,20000.0,-10000.0,-15.6,SLD,AUD,USD,20160318 12:34:27 EST,,8872.78358,5140068.06186,0.7625
524,Paper,Paper,2.0,USD,IDEALPRO,524.0,,,1.0,0.9673,20000.0,10000.0,25.12696,BOT,USD,CHF,20160318 12:34:50 EST,,8897.91054,5149859.07246,0.96998
525,Paper,Paper,2.0,USD,IDEALPRO,525.0,,,1.0,0.76117,20000.0,10000.0,11.3,BOT,AUD,USD,20160318 12:38:36 EST,,8909.21054,5157470.77246,0.7625
526,Paper,Paper,2.0,USD,IDEALPRO,526.0,,,1.0,1.12768,20000.0,10000.0,-5.9,BOT,EUR,USD,20160318 12:38:59 EST,,8903.31054,5168747.57246,1.12729
527,Paper,Paper,2.0,USD,IDEALPRO,527.0,,,1.0,0.96779,20000.0,-10000.0,-24.16718,SLD,USD,CHF,20160318 12:39:54 EST,,8879.14336,5178543.54284,0.96998
528,Paper,Paper,2.0,USD,IDEALPRO,528.0,,,1.0,125.739,20000.0,10000.0,-19.6,BOT,EUR,JPY,20160318 12:40:38 EST,,8859.54336,5189608.57484,125.539
529,Paper,Paper,2.0,USD,IDEALPRO,529.0,,,1.0,0.76104,20000.0,-10000.0,-16.6,SLD,AUD,USD,20160318 12:41:23 EST,,8842.94336,5197218.97484,0.7625
530,Paper,Paper,2.0,USD,IDEALPRO,530.0,,,1.0,125.729,20000.0,-10000.0,14.72,SLD,EUR,JPY,20160318 12:43:32 EST,,8857.66336,5208283.12684,125.539
531,Paper,Paper,2.0,USD,IDEALPRO,531.0,,,1.0,1.12744,20000.0,-10000.0,-0.499999999999,SLD,EUR,USD,20160318 12:44:49 EST,,8857.16336,5219557.52684,1.12729
532,Paper,Paper,2.0,USD,IDEALPRO,532.0,,,1.0,0.96804,20000.0,10000.0,17.63668,BOT,USD,CHF,20160318 12:45:22 EST,,8874.80004,5229356.02772,0.96998
533,Paper,Paper,2.0,USD,IDEALPRO,533.0,,,1.0,0.76096,20000.0,10000.0,13.4,BOT,AUD,USD,20160318 12:46:27 EST,,8888.20004,5236965.62772,0.7625
534,Paper,Paper,2.0,USD,IDEALPRO,534.0,,,1.0,111.499,20000.0,-10000.0,9.792,SLD,USD,JPY,20160318 12:47:32 EST,,8897.99204,5246777.53972,111.365
535,Paper,Paper,2.0,USD,IDEALPRO,535.0,,,1.0,125.689,20000.0,10000.0,-15.2,BOT,EUR,JPY,20160318 12:47:43 EST,,8882.79204,5257838.17172,125.539
536,Paper,Paper,2.0,USD,IDEALPRO,536.0,,,1.0,1.12729,20000.0,10000.0,-2.0,BOT,EUR,USD,20160318 12:48:28 EST,,8880.79204,5269111.07172,1.12729
537,Paper,Paper,2.0,USD,IDEALPRO,537.0,,,1.0,0.76104,20000.0,-10000.0,-16.6,SLD,AUD,USD,20160318 12:48:28 EST,,8864.19204,5276721.47172,0.7625
538,Paper,Paper,2.0,USD,IDEALPRO,538.0,,,1.0,1.44807,20000.0,-10000.0,39.1,SLD,GBP,USD,20160318 12:48:39 EST,,8903.29204,5291202.17172,1.44396
539,Paper,Paper,2.0,USD,IDEALPRO,539.0,,,1.0,125.692,20000.0,-10000.0,11.464,SLD,EUR,JPY,20160318 12:49:34 EST,,8914.75604,5302263.06772,125.539
540,Paper,Paper,2.0,USD,IDEALPRO,540.0,,,1.0,1.1271,20000.0,-10000.0,-3.9,SLD,EUR,USD,20160318 12:50:39 EST,,8910.85604,5313534.06772,1.12729
541,Paper,Paper,2.0,USD,IDEALPRO,541.0,,,1.0,0.76091,20000.0,10000.0,13.9,BOT,AUD,USD,20160318 12:53:21 EST,,8924.75604,5321143.16772,0.7625
542,Paper,Paper,2.0,USD,IDEALPRO,542.0,,,1.0,1.12702,20000.0,10000.0,0.7,BOT,EUR,USD,20160318 12:53:32 EST,,8925.45604,5332413.36772,1.12729
543,Paper,Paper,2.0,USD,IDEALPRO,543.0,,,1.0,111.519,20000.0,10000.0,-15.552,BOT,USD,JPY,20160318 12:53:44 EST,,8909.90404,5342227.03972,111.365
544,Paper,Paper,2.0,USD,IDEALPRO,544.0,,,1.0,111.516,20000.0,-10000.0,11.288,SLD,USD,JPY,20160318 12:55:22 EST,,8921.19204,5352040.44772,111.365
545,Paper,Paper,2.0,USD,IDEALPRO,545.0,,,1.0,0.76096,20000.0,-10000.0,-17.4,SLD,AUD,USD,20160318 12:56:26 EST,,8903.79204,5359650.04772,0.7625
546,Paper,Paper,2.0,USD,IDEALPRO,546.0,,,1.0,1.12716,20000.0,-10000.0,-3.3,SLD,EUR,USD,20160318 12:56:38 EST,,8900.49204,5370921.64772,1.12729
547,Paper,Paper,2.0,USD,IDEALPRO,547.0,,,1.0,111.494,20000.0,10000.0,-13.352,BOT,USD,JPY,20160318 12:57:21 EST,,8887.14004,5380733.11972,111.365
548,Paper,Paper,2.0,USD,IDEALPRO,548.0,,,1.0,0.96833,20000.0,-10000.0,-18.7013,SLD,USD,CHF,20160318 12:59:52 EST,,8868.43874,5390534.55598,0.96998
549,Paper,Paper,2.0,USD,IDEALPRO,549.0,,,1.0,1.1273,20000.0,10000.0,-2.1,BOT,EUR,USD,20160318 13:01:39 EST,,8866.33874,5401807.55598,1.12729
550,Paper,Paper,2.0,USD,IDEALPRO,550.0,,,1.0,0.96859,20000.0,10000.0,12.06958,BOT,USD,CHF,20160318 13:02:12 EST,,8878.40832,5411611.62396,0.96998
551,Paper,Paper,2.0,USD,IDEALPRO,551.0,,,1.0,125.693,20000.0,10000.0,-15.552,BOT,EUR,JPY,20160318 13:02:25 EST,,8862.85632,5422672.60796,125.539
552,Paper,Paper,2.0,USD,IDEALPRO,552.0,,,1.0,111.495,20000.0,-10000.0,9.44,SLD,USD,JPY,20160318 13:02:25 EST,,8872.29632,5432484.16796,111.365
553,Paper,Paper,2.0,USD,IDEALPRO,553.0,,,1.0,1.12725,20000.0,-10000.0,-2.4,SLD,EUR,USD,20160318 13:03:31 EST,,8869.89632,5443756.66796,1.12729
554,Paper,Paper,2.0,USD,IDEALPRO,554.0,,,1.0,1.12687,20000.0,10000.0,2.2,BOT,EUR,USD,20160318 13:05:41 EST,,8872.09632,5455025.36796,1.12729
555,Paper,Paper,2.0,USD,IDEALPRO,555.0,,,1.0,0.96869,20000.0,-10000.0,-15.05738,SLD,USD,CHF,20160318 13:06:25 EST,,8857.03894,5464830.44814,0.96998
556,Paper,Paper,2.0,USD,IDEALPRO,556.0,,,1.0,111.546,20000.0,10000.0,-17.928,BOT,USD,JPY,20160318 13:06:37 EST,,8839.11094,5474646.49614,111.365
557,Paper,Paper,2.0,USD,IDEALPRO,557.0,,,1.0,0.76091,20000.0,10000.0,13.9,BOT,AUD,USD,20160318 13:08:37 EST,,8853.01094,5482255.59614,0.7625
558,Paper,Paper,2.0,USD,IDEALPRO,558.0,,,1.0,1.12694,20000.0,-10000.0,-5.5,SLD,EUR,USD,20160318 13:09:00 EST,,8847.51094,5493524.99614,1.12729
559,Paper,Paper,2.0,USD,IDEALPRO,559.0,,,1.0,1.127,20000.0,10000.0,0.899999999999,BOT,EUR,USD,20160318 13:12:12 EST,,8848.41094,5504794.99614,1.12729
560,Paper,Paper,2.0,USD,IDEALPRO,560.0,,,1.0,0.96837,20000.0,10000.0,14.29642,BOT,USD,CHF,20160318 13:13:07 EST,,8862.70736,5514596.83728,0.96998
561,Paper,Paper,2.0,USD,IDEALPRO,561.0,,,1.0,111.506,20000.0,-10000.0,10.408,SLD,USD,JPY,20160318 13:13:19 EST,,8873.11536,5524409.36528,111.365
562,Paper,Paper,2.0,USD,IDEALPRO,562.0,,,1.0,125.667,20000.0,-10000.0,9.264,SLD,EUR,JPY,20160318 13:13:30 EST,,8882.37936,5535468.06128,125.539
563,Paper,Paper,2.0,USD,IDEALPRO,563.0,,,1.0,0.76022,20000.0,-10000.0,-24.8,SLD,AUD,USD,20160318 13:14:35 EST,,8857.57936,5543070.26128,0.7625
564,Paper,Paper,2.0,USD,IDEALPRO,564.0,,,1.0,1.12686,20000.0,-10000.0,-6.3,SLD,EUR,USD,20160318 13:14:46 EST,,8851.27936,5554338.86128,1.12729
565,Paper,Paper,2.0,USD,IDEALPRO,565.0,,,1.0,0.96823,20000.0,-10000.0,-19.7135,SLD,USD,CHF,20160318 13:15:19 EST,,8831.56586,5564139.28534,0.96998
566,Paper,Paper,2.0,USD,IDEALPRO,566.0,,,1.0,111.496,20000.0,10000.0,-13.528,BOT,USD,JPY,20160318 13:16:46 EST,,8818.03786,5573950.93334,111.365
567,Paper,Paper,2.0,USD,IDEALPRO,567.0,,,1.0,0.76067,20000.0,10000.0,16.3,BOT,AUD,USD,20160318 13:18:24 EST,,8834.33786,5581557.63334,0.7625
568,Paper,Paper,2.0,USD,IDEALPRO,568.0,,,1.0,1.12727,20000.0,10000.0,-1.8,BOT,EUR,USD,20160318 13:18:36 EST,,8832.53786,5592830.33334,1.12729
569,Paper,Paper,2.0,USD,IDEALPRO,569.0,,,1.0,1.12715,20000.0,-10000.0,-3.4,SLD,EUR,USD,20160318 13:20:36 EST,,8829.13786,5604101.83334,1.12729
